timestamp,unallocated_torque[0],unallocated_torque[1],unallocated_torque[2],unallocated_thrust[0],unallocated_thrust[1],unallocated_thrust[2],handled_motor_failure_mask,motor_stop_mask,torque_setpoint_achieved,thrust_setpoint_achieved,actuator_saturation[0],actuator_saturation[1],actuator_saturation[2],actuator_saturation[3],actuator_saturation[4],actuator_saturation[5],actuator_saturation[6],actuator_saturation[7],actuator_saturation[8],actuator_saturation[9],actuator_saturation[10],actuator_saturation[11],actuator_saturation[12],actuator_saturation[13],actuator_saturation[14],actuator_saturation[15]
1777226730200000,0.00067686447,0.0012397916,0.00021045266,0.0,0.0,2.0120253e-11,0,0,0,1,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777226730208000,-0.002431023,-0.001680781,0.00022630199,0.0,0.0,4.0842378e-11,0,0,0,1,-2,-2,-2,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777226730400000,-0.0011178988,0.0013178345,0.00017938092,0.0,0.0,0.0,0,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777226730600000,-0.0027109892,-5.820766e-11,-3.8943963e-05,0.0,0.0,-1.1641532e-10,0,0,0,1,0,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777226730800000,-0.0011133018,-6.794883e-05,-0.0007183917,0.0,0.0,-1.1641532e-10,0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777226731000000,0.0017414916,0.0,-0.0003049652,0.0,0.0,-1.1641532e-10,0,0,0,1,-2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777226731200000,0.0011425092,0.0007007809,0.0004090897,0.0,0.0,-1.1641532e-10,0,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777226731400000,0.0011810048,-0.00035629398,-0.00016243174,0.0,0.0,-1.1641532e-10,0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777226731600000,0.000291192,-0.0005469313,-0.00021499656,0.0,0.0,-1.1641532e-10,0,0,1,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777226731800000,0.0016951743,1.4551915e-11,1.4551915e-11,0.0,0.0,-1.1641532e-10,0,0,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777226732000000,-1.7462298e-10,-1.4551915e-11,8.731149e-11,0.0,0.0,-1.1641532e-10,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777226732200000,0.00039249106,0.0,-8.6265674e-05,0.0,0.0,-1.1641532e-10,0,0,1,1,-2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777226732400000,-0.0005126944,0.00093465485,-0.00019025059,0.0,0.0,-1.1641532e-10,0,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777226732600000,0.0002928368,-0.0003461748,0.00035089318,0.0,0.0,-1.1641532e-10,0,0,1,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777226732800000,-0.000900425,-1.1641532e-10,-5.5214587e-05,0.0,0.0,-1.1641532e-10,0,0,1,1,0,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777226733000000,-1.3483455e-05,0.0,-0.0004702537,0.0,0.0,-1.1641532e-10,0,0,1,1,0,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777226733200000,-0.0031536892,-0.00020372402,0.0006374865,0.0,0.0,-1.1641532e-10,0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777226733400000,0.0021978193,0.0014316603,-7.3430674e-05,0.0,0.0,-1.1641532e-10,0,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777226733600000,1.7462298e-10,7.2759576e-11,-0.0002337416,0.0,0.0,-1.1641532e-10,0,0,1,1,0,-2,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777226733800000,-0.0035178384,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777226734000000,-0.0019338874,0.00077139144,3.0357842e-05,0.0,0.0,-1.1641532e-10,0,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777226734200000,-0.0006044754,5.820766e-11,-1.1641532e-10,0.0,0.0,-1.1641532e-10,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777226734400000,0.0008555843,0.0006636041,0.000193866,0.0,0.0,-1.1641532e-10,0,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777226734600000,-0.003772345,0.0,-1.1641532e-10,0.0,0.0,-1.1641532e-10,0,0,0,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
