timestamp,nav_state,failure
1777226729732000,4,0
1777226730240000,4,0
1777226730768000,4,0
1777226731320000,4,0
1777226731824000,4,0
1777226732328000,4,0
1777226732832000,4,0
1777226733336000,4,0
1777226733840000,4,0
1777226734352000,4,0
1777226734856000,4,0
1777226735360000,4,0
1777226735864000,4,0
1777226736368000,4,0
1777226736872000,4,0
1777226737376000,4,0
1777226737904000,4,0
1777226738432000,4,0
1777226738948000,4,0
1777226739496000,4,0
1777226740000000,4,0
1777226740544000,4,0
1777226741048000,4,0
1777226741552000,4,0
1777226742056000,4,0
1777226742560000,4,0
1777226743064000,4,0
1777226743568000,4,0
1777226744072000,4,0
1777226744576000,4,0
1777226745080000,4,0
1777226745584000,4,0
1777226746104000,4,0
1777226746284000,3,0
1777226746808000,3,0
1777226747312000,3,0
1777226747816000,3,0
1777226748320000,3,0
1777226748832000,3,0
1777226749376000,3,0
1777226749888000,3,0
1777226750392000,3,0
1777226750896000,3,0
1777226751400000,3,0
1777226751904000,3,0
1777226752408000,3,0
1777226752912000,3,0
1777226753416000,3,0
1777226753968000,3,0
1777226754472000,3,0
1777226754976000,3,0
1777226755480000,3,0
1777226755984000,3,0
1777226756488000,3,0
1777226756992000,3,0
1777226757496000,3,0
1777226758000000,3,0
1777226758504000,3,0
1777226759008000,3,0
1777226759512000,3,0
1777226760016000,3,0
1777226760520000,3,0
1777226761024000,3,0
1777226761536000,3,0
1777226762040000,3,0
1777226762584000,3,0
1777226763096000,3,0
1777226763652000,3,0
1777226764204000,3,0
1777226764752000,3,0
1777226765264000,3,0
1777226765768000,3,0
1777226766312000,3,0
1777226766824000,3,0
1777226767376000,3,0
1777226767880000,3,0
1777226768384000,3,0
1777226768888000,3,0
1777226769392000,3,0
1777226769896000,3,0
1777226770400000,3,0
1777226770904000,3,0
1777226771408000,3,0
1777226771912000,3,0
1777226772416000,3,0
1777226772920000,3,0
1777226773424000,3,0
1777226773928000,3,0
1777226774432000,3,0
1777226774936000,3,0
1777226775440000,3,0
1777226775944000,3,0
