timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
1777226730028000,1777226729868000,1310988,-0.00020055826,-0.00087093853,0.0004994328,0.15,0.0002200464,0.0002200464,0.00019956141,1310988,7.664692e-06,1.033973e-05,-0.0067279143,0.4,0.0399866,0.039986465,0.0042554834,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
1777226730204000,1777226730048000,1310988,0.00021299419,0.0007388402,-0.00010512117,0.15,0.000111248126,0.000111248104,9.944875e-05,1310988,8.954114e-06,1.0020123e-05,-0.0067317826,0.4,0.0399866,0.039986465,0.004255483,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
1777226730240000,1777226730072000,1310988,0.00019742872,0.0007459338,-0.0001051129,0.15,0.00011056765,0.00011056762,9.9448946e-05,1310988,-0.0003153999,-0.0007304506,-0.0030296536,0.4,0.038418025,0.038418025,0.0022765263,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
1777226730968000,1777226730812000,1310988,0.00038136478,0.00034561515,-0.00016857004,0.15,4.202046e-05,4.2020343e-05,4.275882e-05,1310988,-0.00048054062,-0.0011727433,-0.0021298581,0.4,0.03704544,0.037045427,0.002205556,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
1777226731264000,1777226731108000,1310988,0.00039909035,0.00021272624,0.00029548781,0.15,2.9199793e-05,2.919968e-05,3.0984724e-05,1310988,-0.000590025,-0.0012066324,-0.0007517449,0.4,0.03651883,0.036518786,0.0020252015,197388,0.0,0.0,0.0,0.5,0.0025000002,0.0025000002,0.0025000002,1,0,1,0,1,0
1777226731496000,1777226731340000,1310988,0.00021202065,0.00019345588,0.00010607295,0.15,2.4400286e-05,2.4401917e-05,2.7235694e-05,1310988,-0.0010650296,-0.0009310694,0.000103221064,0.4,0.035587776,0.035839852,0.0018945076,197388,-0.0005126948,0.0002331538,0.00056318764,0.5,0.0014432205,0.0018112614,0.0014320314,1,0,1,0,1,0
1777226731888000,1777226731732000,1310988,0.000326729,0.00028952694,0.00022849276,0.15,1.6758195e-05,1.6758671e-05,2.1927877e-05,1310988,-0.00070525904,-0.0010434249,0.0018011006,0.4,0.03489971,0.035153106,0.0015911623,197388,-0.00022019558,8.761775e-05,0.00019481273,0.5,0.0013402951,0.0017139037,0.0013274982,1,0,1,0,1,0
1777226732304000,1777226732148000,1310988,0.00030458233,0.00033387705,1.8752684e-05,0.15,1.1297344e-05,1.13911365e-05,1.8348097e-05,1310988,-0.000586643,-0.0009778645,0.0034648168,0.4,0.034229234,0.034470484,0.0012898311,197388,-0.00013242767,2.2884105e-05,8.919992e-05,0.5,0.0013099773,0.001668621,0.0012971046,1,0,1,0,1,0
1777226732720000,1777226732564000,1310988,0.00036353103,0.00034010672,0.00010667286,0.15,7.8378125e-06,8.075546e-06,1.5766143e-05,1310988,-0.0008658916,-0.00087152317,0.0047020884,0.4,0.033594437,0.033824332,0.0010328722,197388,-0.00020265146,7.617795e-06,0.00022047656,0.5,0.0012957684,0.0016425698,0.0012830358,1,0,1,0,1,0
1777226733728000,1777226733572000,1310988,0.00052779424,0.00022435913,0.00014340553,0.15,3.6817773e-06,3.9432844e-06,1.1648563e-05,1310988,-0.0009193926,-0.0010100513,0.0056210267,0.4,0.03217147,0.03237956,0.0006760931,197388,-6.1633626e-05,1.2941874e-05,0.00016698893,0.5,0.0012836647,0.0016167997,0.0012714152,1,0,1,0,1,0
1777226734736000,1777226734580000,1310988,0.0006634737,0.00018722787,0.00030664404,0.15,1.9997897e-06,2.140141e-06,9.209903e-06,1310988,-0.001161905,-0.0011050072,0.0052325726,0.4,0.030867457,0.031058118,0.00043610387,197388,4.9676175e-05,-3.9711795e-05,-3.2633918e-05,0.5,0.0012778317,0.0016038448,0.0012660432,1,0,1,0,1,0
1777226735744000,1777226735588000,1310988,0.0006979086,9.1251655e-05,0.00035050508,0.15,1.3355793e-06,1.4160254e-06,7.590855e-06,1310988,-0.0011194798,-0.00082745694,0.0050021866,0.4,0.029665707,0.0298433,0.00030965175,197388,9.888613e-05,-0.00012853344,5.220457e-06,0.5,0.0012744248,0.0015961848,0.0012630766,1,0,1,0,1,0
1777226736752000,1777226736596000,1310988,0.00068222894,2.5065703e-05,0.0005299594,0.15,8.984388e-07,9.4152966e-07,6.4331116e-06,1310988,-0.001054993,-0.0006053919,0.0046577016,0.4,0.028552914,0.028720561,0.0002364293,197388,0.0001455403,-0.00028907767,2.790322e-05,0.5,0.0012720916,0.0015901864,0.0012611712,1,0,1,0,1,0
1777226737760000,1777226737604000,1310988,0.0006701028,2.4962173e-05,0.00038660245,0.15,6.551569e-07,6.8026736e-07,5.5613823e-06,1310988,-0.0009022823,-0.0008175421,0.004465921,0.4,0.027519198,0.02767516,0.00018998435,197388,0.00012440649,-0.0002729193,4.5531437e-05,0.5,0.0012703752,0.0015847203,0.0012598332,1,0,1,0,1,0
1777226738768000,1777226738612000,1310988,0.00074250513,8.823971e-05,0.00045790026,0.15,5.083822e-07,5.237935e-07,4.8795473e-06,1310988,-0.0013394281,-0.0010709325,0.0043737767,0.4,0.026557038,0.02669686,0.00015847191,197388,7.257474e-05,-0.00018671544,3.2776115e-05,0.5,0.001269044,0.0015779529,0.001258832,1,0,1,0,1,0
1777226739776000,1777226739620000,1310988,0.00075889076,9.032243e-05,0.00052198855,0.15,4.563097e-07,4.6844588e-07,4.3797354e-06,1310988,-0.0016438372,-0.00082826155,0.004321222,0.4,0.02608653,0.026142374,0.00013885603,197388,-0.00059185305,0.00018975513,-0.00036916308,0.5,0.0009868755,0.0016270869,0.00098159,1,0,1,0,1,0
1777226740784000,1777226740628000,1310988,0.0007368382,4.9722148e-05,0.0005533669,0.15,4.1065596e-07,4.1961044e-07,3.99726e-06,1310988,-0.001354547,-0.00089681894,0.004226254,0.4,0.026078474,0.026135108,0.00012427493,197388,-0.00022632748,-5.18377e-05,-2.6620482e-06,0.5,0.0008919943,0.001594776,0.00088610186,1,1,1,0,1,0
1777226741792000,1777226741636000,1310988,0.00071777834,5.1738143e-06,0.00059274066,0.15,3.5664922e-07,3.608404e-07,3.6745564e-06,1310988,-0.0011009518,-0.00086332107,0.0042338963,0.4,0.026075225,0.026133,0.00011051755,197388,-0.00015533966,-2.2284925e-05,-9.973259e-05,0.5,0.00087252253,0.0015876598,0.00086663594,1,1,1,0,1,0
1777226742800000,1777226742644000,1310988,0.00068349217,1.5624157e-06,0.0005536649,0.15,3.1923256e-07,3.1980366e-07,3.397177e-06,1310988,-0.0008927627,-0.0009657279,0.00418513,0.4,0.026073553,0.02613165,9.9034034e-05,197388,-7.656356e-05,-8.645855e-05,-4.159479e-05,0.5,0.0008640811,0.0015840596,0.00085823337,1,1,1,0,1,0
1777226743808000,1777226743652000,1310988,0.0006489811,3.5223242e-05,0.0005667132,0.15,2.9132525e-07,2.897204e-07,3.1113284e-06,1310988,-0.000652565,-0.0012502545,0.004061488,0.4,0.026071811,0.026129639,8.912658e-05,197388,0.00011252713,-0.00019981561,-0.00017020632,0.5,0.00085933955,0.0015784539,0.000853527,1,1,1,0,1,0
1777226744816000,1777226744660000,1310988,0.00061054213,8.678575e-05,0.00057069643,0.15,2.6820993e-07,2.6537063e-07,2.9038447e-06,1310988,-0.00031161835,-0.0018409286,0.0039100377,0.4,0.026069328,0.026126564,8.064115e-05,197388,0.00019352128,-0.00054696196,-0.00018033711,0.5,0.00085644017,0.0015680627,0.0008506917,1,1,1,0,1,0
1777226745824000,1777226745668000,1310988,0.0005811872,0.00013764005,0.0005790421,0.15,2.5029962e-07,2.4682032e-07,2.7170151e-06,1310988,2.6539909e-05,-0.0025458867,0.0036461558,0.4,0.026065866,0.026122317,7.400933e-05,197388,0.00017807081,-0.0009166857,-0.00013244363,0.5,0.00085427915,0.0015606832,0.00084857736,1,1,1,0,1,0
1777226746832000,1777226746676000,1310988,0.0005693455,0.000165325,0.0005444669,0.15,2.3359681e-07,2.3001078e-07,2.5478676e-06,1310988,0.00018037403,-0.0030214002,0.003454416,0.4,0.026060412,0.026114885,6.825255e-05,197388,0.00010228335,-0.0011270846,-6.694024e-05,0.5,0.0008526799,0.001557706,0.0008470343,1,1,1,0,1,0
1777226747840000,1777226747684000,1310988,0.00055942446,0.00017300204,0.00054997683,0.15,2.2014454e-07,2.1693698e-07,2.3935106e-06,1310988,0.0003586354,-0.003115487,0.003345145,0.4,0.026054572,0.026106585,6.36907e-05,197388,0.00010288377,-0.0010951719,-7.955086e-05,0.5,0.00085145456,0.0015545079,0.0008458536,1,1,1,0,1,0
1777226748848000,1777226748692000,1310988,0.000553638,0.00016561417,0.0005543199,0.15,2.0928879e-07,2.0656401e-07,2.3213315e-06,1310988,0.00045961072,-0.0029714222,0.0032387734,0.4,0.026050676,0.026100254,5.9797894e-05,197388,0.00013827911,-0.00096472003,-8.6770946e-05,0.5,0.00085050904,0.0015501233,0.0008449183,1,0,1,0,1,0
1777226749856000,1777226749700000,1310988,0.00056242285,0.00015587361,0.0005563593,0.15,1.9970746e-07,1.9740479e-07,2.292878e-06,1310988,0.0003887559,-0.0028742857,0.0031319358,0.4,0.026048928,0.026095532,5.6256995e-05,197388,8.643797e-05,-0.0009755833,-9.1367336e-05,0.5,0.0008497668,0.0015438678,0.0008441496,1,0,1,0,1,0
1777226750864000,1777226750708000,1310988,0.0005745533,0.00015220261,0.00055452494,0.15,1.9232422e-07,1.903754e-07,2.2612949e-06,1310988,0.00036312095,-0.0029786713,0.002701093,0.4,0.026011743,0.026060836,5.3297106e-05,197388,6.525688e-05,-0.0010304796,-5.222943e-05,0.5,0.00084908115,0.0015385766,0.00084338867,1,0,1,0,1,0
1777226751248000,1777226751092000,1310988,0.0005792364,0.000146043,0.00055335136,0.15,1.890596e-07,1.8724128e-07,2.2458214e-06,1310988,-0.00030588164,-0.0038923798,0.0023834428,0.4,0.025870267,0.025931017,5.215023e-05,197388,7.967436e-05,-0.0009466152,-3.137935e-05,0.5,0.0008487486,0.0015346479,0.0008431353,1,0,1,0,1,0
1777226751456000,1777226751300000,1310988,0.0005841247,0.00014123823,0.000554386,0.15,1.8765526e-07,1.8590312e-07,2.2378117e-06,1310988,-0.0010520244,-0.004769534,0.002248561,0.4,0.025770254,0.025833465,5.1596013e-05,197388,6.874415e-05,-0.0009353379,-5.5124427e-05,0.5,0.0008485838,0.0015341878,0.00084298983,1,0,1,0,1,0
1777226751616000,1777226751460000,1310988,0.0005889786,0.00013669921,0.000555878,0.15,1.8668362e-07,1.8498119e-07,2.2324673e-06,1310988,-0.0017580079,-0.005640084,0.0021597813,0.4,0.025688227,0.025750551,5.1188486e-05,197388,6.0765356e-05,-0.0009197809,-5.473813e-05,0.5,0.00084847386,0.0015340592,0.0008428877,1,0,1,0,1,0
1777226751824000,1777226751668000,1310988,0.00059525017,0.0001324181,0.00055217044,0.15,1.8542492e-07,1.8378753e-07,2.2206082e-06,1310988,-0.002556096,-0.0068215495,0.0020546936,0.4,0.025574882,0.025632968,5.0655603e-05,197388,0.000104590144,-0.00087985996,-4.2688775e-05,0.5,0.00084827445,0.0015334398,0.0008426783,1,0,1,0,1,0
1777226751976000,1777226751820000,1310988,0.0006001447,0.00012922323,0.0005555162,0.15,1.8450852e-07,1.8291925e-07,2.2148135e-06,1310988,-0.0031823723,-0.0077851135,0.0019792423,0.4,0.025489608,0.025541566,5.0263545e-05,197388,0.00010618748,-0.00087793154,-5.0232495e-05,0.5,0.00084816816,0.0015322528,0.00084256893,1,0,1,0,1,0
1777226752136000,1777226751980000,1310988,0.00060574117,0.00012629559,0.0005571934,0.15,1.8370427e-07,1.8216247e-07,2.2089453e-06,1310988,-0.003775149,-0.008872491,0.0019446762,0.4,0.025412612,0.025456257,4.987783e-05,197388,0.000109799345,-0.00089256256,-2.7381919e-05,0.5,0.00084806577,0.0015300739,0.00084246154,1,0,1,0,1,0
1777226752344000,1777226752188000,1310988,0.00061197305,0.00012165932,0.0005516446,0.15,1.8267956e-07,1.8119786e-07,2.1996839e-06,1310988,-0.0045315092,-0.009839631,0.0019591018,0.4,0.025342107,0.02537419,4.9373095e-05,197388,0.00015171415,-0.00089751283,-1.4937287e-05,0.5,0.00084792695,0.0015256121,0.0008423116,1,0,1,0,1,0
1777226752552000,1777226752396000,1310988,0.0006193882,0.0001162837,0.00054874853,0.15,1.8169837e-07,1.8025585e-07,2.1936503e-06,1310988,-0.0051372005,-0.010753796,0.0019816668,0.4,0.025298314,0.025319763,4.8878945e-05,197388,0.00016614105,-0.0009738761,-3.9778474e-06,0.5,0.0008478376,0.0015201409,0.0008422182,1,0,1,0,1,0
1777226752864000,1777226752708000,1310988,0.000627609,0.000105326966,0.0005357925,0.15,1.8031378e-07,1.7890368e-07,2.1767612e-06,1310988,-0.0060755573,-0.01124494,0.0020203071,0.4,0.025264349,0.025273724,4.81568e-05,197388,0.00019003253,-0.0009198989,1.1171344e-05,0.5,0.0008476494,0.0015108135,0.00084201247,1,0,1,0,1,0
1777226753392000,1777226753236000,1310988,0.00064909394,8.911514e-05,0.000542518,0.15,1.7831006e-07,1.7694586e-07,2.1486455e-06,1310988,-0.006562293,-0.0121147605,0.0021607208,0.4,0.025247466,0.025247281,4.700199e-05,197388,0.0002172611,-0.0011264192,7.1492923e-06,0.5,0.00084739516,0.0014942458,0.00084175606,1,0,1,0,1,0
1777226754160000,1777226754004000,1310988,0.000686901,6.459239e-05,0.0005427145,0.15,1.7537523e-07,1.7413612e-07,2.1080275e-06,1310988,-0.00571667,-0.011447354,0.0023351165,0.4,0.025226323,0.025228051,4.5372493e-05,197388,0.00021505637,-0.0014003387,5.930562e-06,0.5,0.00084708916,0.0014804731,0.0008414708,1,0,1,0,1,0
1777226754472000,1777226754316000,1310988,0.00070423016,5.5316024e-05,0.0005401985,0.15,1.7427904e-07,1.7313197e-07,2.0928987e-06,1310988,-0.0051089395,-0.010360125,0.0024236578,0.4,0.025205968,0.025209213,4.475334e-05,197388,0.00019638994,-0.0014679304,-1.7572647e-05,0.5,0.0008469866,0.0014773776,0.0008413742,1,0,1,0,1,0
1777226754680000,1777226754524000,1310988,0.0007168337,4.892026e-05,0.0005467857,0.15,1.7352515e-07,1.7244852e-07,2.0767745e-06,1310988,-0.004568916,-0.009345165,0.0024845756,0.4,0.025187956,0.025191452,4.4350258e-05,197388,0.00018025989,-0.0014431626,-3.289316e-05,0.5,0.000846896,0.0014759109,0.00084128126,1,0,1,0,1,0
