timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err,check_fail_spoofed_gps
1777226730400000,1777226730238000,0.0,0.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226730448000,1777226730289978,0.001505368,0.0003997803,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226730504000,1777226730341979,0.0025099681,0.0008016395,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226730552000,1777226730393981,0.0024969159,0.0010995949,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226730608000,1777226730445982,0.001839612,0.00060595234,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226730656000,1777226730497983,0.0013068783,4.6567293e-06,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226730712000,1777226730549984,0.0018236677,0.0011032653,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226730760000,1777226730601985,0.0014554944,1.1045486e-06,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226730816000,1777226730653986,0.002200514,0.0005015871,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226730864000,1777226730705987,0.0024424358,0.00039827081,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226730920000,1777226730757988,0.003146283,0.00090384914,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226730968000,1777226730809989,0.004303785,0.0016987096,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226731024000,1777226730861989,0.004543555,0.0010886799,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226731072000,1777226730913990,0.0045199282,0.000116322306,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226731128000,1777226730965991,0.0036179963,0.00078455126,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226731176000,1777226731017991,0.002835413,0.00017927523,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226731232000,1777226731069992,0.0012399596,0.0006788313,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226731280000,1777226731121993,0.0020650893,2.3551285e-05,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226731336000,1777226731173993,0.0017201644,0.0010244054,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226731384000,1777226731225994,0.0017023528,0.0002809706,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226731440000,1777226731277994,0.0012228546,8.114529e-05,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226731488000,1777226731329994,0.002312939,0.00037979562,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226731544000,1777226731381995,0.002985423,0.00027711265,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226731592000,1777226731433995,0.0029777407,0.00012410866,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226731648000,1777226731485995,0.0038556305,0.00087751326,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226731696000,1777226731537996,0.005177135,0.0012727304,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226731752000,1777226731589996,0.0034778004,0.00086633186,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226731800000,1777226731641996,0.0037908908,0.00055970286,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226731856000,1777226731693997,0.0037711777,0.00015701208,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226731904000,1777226731745997,0.0034210852,0.00085809996,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226731960000,1777226731797997,0.0034032955,0.00075292983,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226732008000,1777226731849997,0.0023762307,0.00044994228,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226732064000,1777226731901998,0.0021473737,0.0012471632,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226732112000,1777226731953998,0.0021362072,0.0017411662,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226732168000,1777226732005998,0.0023454858,0.0035295975,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226732216000,1777226732057998,0.0019163494,0.0026140267,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226732272000,1777226732109998,0.0017365345,0.001700165,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226732320000,1777226732161998,0.0011531989,0.0005896394,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226732376000,1777226732213999,0.0017228764,0.00038820895,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226732424000,1777226732265999,0.0011403086,0.0009843349,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226732480000,1777226732317999,0.0020921957,0.00068014406,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226732528000,1777226732369999,0.003493883,0.00012295332,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226732584000,1777226732421999,0.0020634895,0.0009218746,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226732632000,1777226732473999,0.0023010813,0.0014175691,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226732688000,1777226732525999,0.0020643882,0.00081205316,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226732736000,1777226732577999,0.0020355547,0.00039456214,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226732792000,1777226732629999,0.00094454124,0.0013904353,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226732840000,1777226732681999,0.0013917085,0.0020851092,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226732896000,1777226732733999,0.0013844717,0.00077421777,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226732944000,1777226732786000,0.00039352258,0.001069264,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226733000000,1777226732838000,0.000979424,0.0012651198,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226733048000,1777226732890000,0.000974331,0.00024292385,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226733104000,1777226732942000,0.0009208672,0.0011590964,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226733152000,1777226732994000,0.0013705178,4.627183e-05,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226733208000,1777226733046000,0.0020056595,0.00045140536,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226733256000,1777226733098000,0.0022275073,0.00054976606,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226733312000,1777226733150000,0.0013425888,0.00055172556,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226733360000,1777226733202000,0.0026801764,4.9287977e-05,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226733416000,1777226733254000,0.0031933049,4.9031678e-05,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226733464000,1777226733306000,0.0026505748,4.887954e-05,0.0,0,1,0,0,1,1,0,0,0,0,0,0
1777226733520000,1777226733358000,0.0012931105,0.00014933338,0.0,0,1,0,0,1,1,0,0,0,0,0,0
