timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_pressure_pa,ambient_temperature,rho,temperature_source,calibration_count
1777226730192000,1777226730168000,6620172,487.87744,95600.625,15.0,1.1556036,0,1
1777226730244000,1777226730220000,6620172,487.8352,95601.09,15.0,1.1556094,0,1
1777226730296000,1777226730272000,6620172,487.8399,95601.01,15.0,1.1556083,0,1
1777226730348000,1777226730324000,6620172,487.8399,95601.016,15.0,1.1556084,0,1
1777226730400000,1777226730376000,6620172,487.86337,95600.766,15.0,1.1556053,0,1
1777226730452000,1777226730428000,6620172,487.86337,95600.78,15.0,1.1556056,0,1
1777226730504000,1777226730480000,6620172,487.84927,95600.93,15.0,1.1556073,0,1
1777226730556000,1777226730532000,6620172,487.86337,95600.734,15.0,1.1556051,0,1
1777226730608000,1777226730584000,6620172,487.84457,95600.97,15.0,1.1556078,0,1
1777226730660000,1777226730636000,6620172,487.88684,95600.51,15.0,1.1556022,0,1
1777226730712000,1777226730688000,6620172,487.8399,95601.055,15.0,1.1556088,0,1
1777226730764000,1777226730740000,6620172,487.84927,95600.92,15.0,1.1556072,0,1
1777226730816000,1777226730792000,6620172,487.84457,95600.945,15.0,1.1556076,0,1
1777226730868000,1777226730844000,6620172,487.86337,95600.734,15.0,1.1556051,0,1
1777226730920000,1777226730896000,6620172,487.85397,95600.86,15.0,1.1556065,0,1
1777226730972000,1777226730948000,6620172,487.85867,95600.8,15.0,1.1556058,0,1
1777226731024000,1777226731000000,6620172,487.80704,95601.41,15.0,1.1556131,0,1
1777226731076000,1777226731052000,6620172,487.9056,95600.28,15.0,1.1555995,0,1
1777226731128000,1777226731104000,6620172,487.9291,95600.016,15.0,1.1555964,0,1
1777226731180000,1777226731156000,6620172,487.8352,95601.08,15.0,1.1556091,0,1
1777226731232000,1777226731208000,6620172,487.86337,95600.76,15.0,1.1556052,0,1
1777226731284000,1777226731260000,6620172,487.85867,95600.84,15.0,1.1556063,0,1
1777226731336000,1777226731312000,6620172,487.85397,95600.87,15.0,1.1556066,0,1
1777226731388000,1777226731364000,6620172,487.8352,95601.07,15.0,1.155609,0,1
1777226731440000,1777226731416000,6620172,487.87744,95600.59,15.0,1.1556033,0,1
1777226731492000,1777226731468000,6620172,487.87744,95600.586,15.0,1.1556032,0,1
1777226731544000,1777226731520000,6620172,487.8258,95601.17,15.0,1.1556103,0,1
1777226731596000,1777226731572000,6620172,487.9244,95600.03,15.0,1.1555965,0,1
1777226731648000,1777226731624000,6620172,487.80704,95601.42,15.0,1.1556133,0,1
1777226731700000,1777226731676000,6620172,487.87744,95600.625,15.0,1.1556036,0,1
1777226731752000,1777226731728000,6620172,487.84457,95600.96,15.0,1.1556078,0,1
1777226731804000,1777226731780000,6620172,487.8352,95601.08,15.0,1.1556091,0,1
1777226731856000,1777226731832000,6620172,487.9244,95600.08,15.0,1.1555971,0,1
1777226731908000,1777226731884000,6620172,487.84457,95600.984,15.0,1.1556079,0,1
1777226731960000,1777226731936000,6620172,487.8164,95601.305,15.0,1.1556119,0,1
1777226732012000,1777226731988000,6620172,487.80234,95601.484,15.0,1.155614,0,1
1777226732064000,1777226732040000,6620172,487.87744,95600.62,15.0,1.1556035,0,1
1777226732116000,1777226732092000,6620172,487.84457,95601.0,15.0,1.1556082,0,1
1777226732168000,1777226732144000,6620172,487.86807,95600.67,15.0,1.1556042,0,1
1777226732220000,1777226732196000,6620172,487.89154,95600.445,15.0,1.1556015,0,1
1777226732272000,1777226732248000,6620172,487.88214,95600.555,15.0,1.1556028,0,1
1777226732324000,1777226732300000,6620172,487.90094,95600.305,15.0,1.1555998,0,1
1777226732376000,1777226732352000,6620172,487.84927,95600.914,15.0,1.1556071,0,1
1777226732428000,1777226732404000,6620172,487.90094,95600.305,15.0,1.1555998,0,1
1777226732480000,1777226732456000,6620172,487.84457,95600.984,15.0,1.1556079,0,1
1777226732532000,1777226732508000,6620172,487.88214,95600.55,15.0,1.1556027,0,1
1777226732584000,1777226732560000,6620172,487.8164,95601.29,15.0,1.1556116,0,1
1777226732636000,1777226732612000,6620172,487.9244,95600.07,15.0,1.155597,0,1
1777226732688000,1777226732664000,6620172,487.9103,95600.22,15.0,1.1555988,0,1
1777226732740000,1777226732716000,6620172,487.8258,95601.164,15.0,1.1556102,0,1
1777226732792000,1777226732768000,6620172,487.915,95600.18,15.0,1.1555983,0,1
1777226732844000,1777226732820000,6620172,487.78824,95601.63,15.0,1.1556158,0,1
1777226732896000,1777226732872000,6620172,487.8258,95601.21,15.0,1.1556107,0,1
1777226732948000,1777226732924000,6620172,487.915,95600.18,15.0,1.1555983,0,1
1777226733000000,1777226732976000,6620172,487.85397,95600.87,15.0,1.1556066,0,1
1777226733052000,1777226733028000,6620172,487.8211,95601.234,15.0,1.155611,0,1
1777226733104000,1777226733080000,6620172,487.89154,95600.445,15.0,1.1556015,0,1
1777226733156000,1777226733132000,6620172,487.85867,95600.805,15.0,1.1556059,0,1
1777226733208000,1777226733184000,6620172,487.88214,95600.53,15.0,1.1556026,0,1
1777226733260000,1777226733236000,6620172,487.86807,95600.7,15.0,1.1556046,0,1
1777226733312000,1777226733288000,6620172,487.85397,95600.86,15.0,1.1556065,0,1
1777226733364000,1777226733340000,6620172,487.88684,95600.5,15.0,1.1556022,0,1
1777226733416000,1777226733392000,6620172,487.87744,95600.59,15.0,1.1556033,0,1
1777226733468000,1777226733444000,6620172,487.9056,95600.25,15.0,1.1555991,0,1
1777226733520000,1777226733496000,6620172,487.84927,95600.91,15.0,1.155607,0,1
1777226733572000,1777226733548000,6620172,487.86807,95600.7,15.0,1.1556046,0,1
1777226733624000,1777226733600000,6620172,487.86807,95600.68,15.0,1.1556044,0,1
