timestamp,timestamp_sample,lat,lon,alt,alt_ellipsoid,delta_alt,delta_terrain,eph,epv,terrain_alt,lat_lon_valid,alt_valid,lat_lon_reset_counter,alt_reset_counter,terrain_reset_counter,terrain_alt_valid,dead_reckoning
1777226739744000,1777226739740000,47.39774196850954,8.545594071931976,488.0109,488.0109,488.01163,488.01163,0.9730093,0.586721,488.00073,1,1,3,2,2,0,0
1777226739752000,1777226739748000,47.39774197031845,8.545594069187652,488.01093,488.01093,488.01163,488.01163,0.973016,0.58673537,488.00073,1,1,3,2,2,0,0
1777226739760000,1777226739756000,47.39774197183444,8.545594066480664,488.01096,488.01096,488.01163,488.01163,0.9200979,0.56510204,488.00104,1,1,3,2,2,0,0
1777226739768000,1777226739764000,47.3977419733596,8.545594063870697,488.01102,488.01102,488.01163,488.01163,0.9201046,0.56511647,488.00104,1,1,3,2,2,0,0
1777226739776000,1777226739772000,47.397741974882265,8.545594061360953,488.01105,488.01105,488.01163,488.01163,0.9201117,0.56513137,488.00104,1,1,3,2,2,0,0
1777226739784000,1777226739780000,47.397741976399615,8.545594058928069,488.0111,488.0111,488.01163,488.01163,0.92011905,0.5579262,488.0012,1,1,3,2,2,0,0
1777226739792000,1777226739788000,47.39774197789811,8.545594056566552,488.01114,488.01114,488.01163,488.01163,0.9201267,0.5579418,488.00122,1,1,3,2,2,0,0
1777226739800000,1777226739796000,47.397741979388904,8.54559405425557,488.0112,488.0112,488.01163,488.01163,0.9201346,0.5579579,488.00125,1,1,3,2,2,0,0
1777226739808000,1777226739804000,47.39774198062095,8.545594052259858,488.01123,488.01123,488.01163,488.01163,0.87328124,0.5385625,488.00098,1,1,3,2,2,0,0
1777226739816000,1777226739812000,47.39774198185363,8.545594050297726,488.0113,488.0113,488.01163,488.01163,0.87328917,0.5385786,488.001,1,1,3,2,2,0,0
1777226739824000,1777226739820000,47.39774198308345,8.5455940483643,488.01132,488.01132,488.01163,488.01163,0.87329745,0.53859526,488.00104,1,1,3,2,2,0,0
1777226739832000,1777226739828000,47.39774198429255,8.545594046489551,488.01135,488.01135,488.01163,488.01163,0.87330604,0.5386124,488.00107,1,1,3,2,2,0,0
1777226739840000,1777226739836000,47.39774198549012,8.545594044687752,488.01138,488.01138,488.01163,488.01163,0.873315,0.53236836,488.00076,1,1,3,2,2,0,0
1777226739848000,1777226739844000,47.397741986692786,8.545594042925398,488.0114,488.0114,488.01163,488.01163,0.8733242,0.53238624,488.0008,1,1,3,2,2,0,0
1777226739856000,1777226739852000,47.397741987896254,8.54559404121945,488.01144,488.01144,488.01163,488.01163,0.8733339,0.53240466,488.00082,1,1,3,2,2,0,0
1777226739864000,1777226739860000,47.39774198918898,8.545594039797608,488.0114,488.0114,488.01163,488.01163,0.83179706,0.51499796,487.99948,1,1,3,2,2,0,0
1777226739872000,1777226739868000,47.39774199048105,8.54559403840474,488.0114,488.0114,488.01163,488.01163,0.8318066,0.5150164,487.9995,1,1,3,2,2,0,0
1777226739880000,1777226739876000,47.397741991748056,8.545594037030327,488.01138,488.01138,488.01163,488.01163,0.83181655,0.51503533,487.99954,1,1,3,2,2,0,0
1777226739888000,1777226739884000,47.39774199300623,8.545594035668026,488.01135,488.01135,488.01163,488.01163,0.83182687,0.509572,487.9992,1,1,3,2,2,0,0
1777226739896000,1777226739892000,47.3977419942543,8.545594034340175,488.01135,488.01135,488.01163,488.01163,0.83183753,0.50959176,487.99924,1,1,3,2,2,0,0
1777226739904000,1777226739900000,47.39774199547219,8.545594033033867,488.01132,488.01132,488.01163,488.01163,0.8318486,0.509612,487.99927,1,1,3,2,2,0,0
1777226739912000,1777226739908000,47.39774199670476,8.545594031948621,488.01126,488.01126,488.01163,488.01163,0.79427755,0.49369234,487.9982,1,1,3,2,2,0,0
1777226739920000,1777226739916000,47.39774199789457,8.545594030877865,488.01123,488.01123,488.01163,488.01163,0.7942886,0.49371263,487.99823,1,1,3,2,2,0,0
1777226739928000,1777226739924000,47.39774199906213,8.545594029808269,488.01117,488.01117,488.01163,488.01163,0.7943,0.4937334,487.99826,1,1,3,2,2,0,0
1777226739936000,1777226739932000,47.397742000228774,8.545594028756854,488.0111,488.0111,488.01163,488.01163,0.7943118,0.49375474,487.9983,1,1,3,2,2,0,0
1777226739944000,1777226739940000,47.39774200138413,8.545594027746587,488.01105,488.01105,488.01163,488.01163,0.79432404,0.48893985,487.9981,1,1,3,2,2,0,0
1777226739952000,1777226739948000,47.397742002533604,8.545594026814252,488.011,488.011,488.01163,488.01163,0.79433674,0.48896205,487.99814,1,1,3,2,2,0,0
1777226739960000,1777226739956000,47.39774200366565,8.545594025919074,488.01093,488.01093,488.01163,488.01163,0.7943498,0.4889848,487.99817,1,1,3,2,2,0,0
1777226739968000,1777226739964000,47.397742004526215,8.545594024965448,488.01086,488.01086,488.01163,488.01163,0.7604389,0.4743117,487.9973,1,1,3,2,2,0,0
1777226739976000,1777226739972000,47.39774200537658,8.545594024047757,488.01077,488.01077,488.01163,488.01163,0.7604519,0.4743344,487.99734,1,1,3,2,2,0,0
1777226739984000,1777226739980000,47.39774200622688,8.545594023124352,488.0107,488.0107,488.01163,488.01163,0.7604653,0.47435763,487.99738,1,1,3,2,2,0,0
1777226739992000,1777226739988000,47.397742007076005,8.545594022217145,488.01065,488.01065,488.01163,488.01163,0.7604792,0.47008798,487.9978,1,1,3,2,2,0,0
1777226740000000,1777226739996000,47.39774200791389,8.545594021314706,488.0106,488.0106,488.01163,488.01163,0.7604935,0.47011214,487.99783,1,1,3,2,2,0,0
1777226740008000,1777226740004000,47.39774200872682,8.545594020418346,488.01053,488.01053,488.01163,488.01163,0.7605083,0.47013685,487.99786,1,1,3,2,2,0,0
1777226740016000,1777226740012000,47.39774200929229,8.545594019475601,488.01044,488.01044,488.01163,488.01163,0.7293439,0.4566589,487.9973,1,1,3,2,2,0,0
