timestamp,timestamp_sample,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4],yaw_composite_valid
1777226748336000,1777226748180000,0.0,2.4674013,-2.5132742,-1.2566371,0.0,1.2566371,2.5132742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0
1777226748344000,1777226748188000,0.0,2.4674013,-2.513239,-1.2566018,3.5290956e-05,1.2566724,2.5133095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0
1777226748352000,1777226748196000,0.0,2.4674013,-2.5132995,-1.2566622,-2.5255133e-05,1.2566118,2.5132492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0
1777226748360000,1777226748204000,0.0,2.4674013,-2.5133557,-1.2567186,-8.153607e-05,1.2565554,2.5131927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0
1777226748368000,1777226748212000,0.0,2.4674013,-2.5134058,-1.2567686,-0.00013145481,1.2565056,2.513143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0
1777226748376000,1777226748220000,0.0,2.4674013,-2.513384,-1.256747,-0.00010993036,1.2565272,2.5131643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0
1777226748384000,1777226748228000,0.0,2.4674013,-2.513319,-1.2566819,-4.4772576e-05,1.2565922,2.5132296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0
1777226748392000,1777226748236000,-2.158799,3.6787465,-2.513321,-1.256684,-4.668579e-05,1.2565902,2.5132277,-0.00026675026,0.00024245685,0.0004165952,1.5013764e-05,-0.00040731765,-0.00034160595,-0.0003592565,0.00011957295,0.00043315827,0.00014813257,0.2,0.2,0.2,0.2,0.2,0
1777226748400000,1777226748244000,-2.158799,3.6787465,-2.513326,-1.2566892,-5.182348e-05,1.2565851,2.5132225,-0.00026675026,0.00024245685,0.0004165952,1.5013764e-05,-0.00040731765,-0.00034160595,-0.0003592565,0.00011957295,0.00043315827,0.00014813257,0.2,0.2,0.2,0.2,0.2,0
1777226748408000,1777226748252000,-2.158799,3.6787465,-2.5132937,-1.2566569,-1.9685902e-05,1.2566172,2.5132546,-0.00026675026,0.00024245685,0.0004165952,1.5013764e-05,-0.00040731765,-0.00034160595,-0.0003592565,0.00011957295,0.00043315827,0.00014813257,0.2,0.2,0.2,0.2,0.2,0
1777226748416000,1777226748260000,-2.158799,3.6787465,-2.5133097,-1.2566729,-3.547791e-05,1.2566016,2.513239,-0.00026675026,0.00024245685,0.0004165952,1.5013764e-05,-0.00040731765,-0.00034160595,-0.0003592565,0.00011957295,0.00043315827,0.00014813257,0.2,0.2,0.2,0.2,0.2,0
1777226748424000,1777226748268000,-2.158799,3.6787465,-2.5132966,-1.2566599,-2.252423e-05,1.2566144,2.513252,-0.00026675026,0.00024245685,0.0004165952,1.5013764e-05,-0.00040731765,-0.00034160595,-0.0003592565,0.00011957295,0.00043315827,0.00014813257,0.2,0.2,0.2,0.2,0.2,0
1777226748432000,1777226748276000,-2.158799,3.6787465,-2.5133338,-1.2566969,-5.9639897e-05,1.2565773,2.5132148,-0.00026675026,0.00024245685,0.0004165952,1.5013764e-05,-0.00040731765,-0.00034160595,-0.0003592565,0.00011957295,0.00043315827,0.00014813257,0.2,0.2,0.2,0.2,0.2,0
1777226748440000,1777226748284000,-1.7234457,3.7708302,-2.5134103,-1.2567732,-0.00013616741,1.2565008,2.5131383,0.00062643585,0.0012337397,0.00013605508,-0.0011496517,-0.00084658054,-0.0010936883,0.00025780755,0.0012530216,0.0005166046,-0.00093374425,0.2,0.20000003,0.2,0.2,0.19999999,0
1777226748448000,1777226748292000,-1.7234457,3.7708302,-2.513411,-1.2567741,-0.00013703445,1.2565,2.5131373,0.00062643585,0.0012337397,0.00013605508,-0.0011496517,-0.00084658054,-0.0010936883,0.00025780755,0.0012530216,0.0005166046,-0.00093374425,0.2,0.20000003,0.2,0.2,0.19999999,0
1777226748456000,1777226748300000,-1.7234457,3.7708302,-2.5133822,-1.2567453,-0.00010804165,1.2565291,2.5131664,0.00062643585,0.0012337397,0.00013605508,-0.0011496517,-0.00084658054,-0.0010936883,0.00025780755,0.0012530216,0.0005166046,-0.00093374425,0.2,0.20000003,0.2,0.2,0.19999999,0
1777226748464000,1777226748308000,-1.7234457,3.7708302,-2.5134096,-1.2567728,-0.00013557862,1.2565014,2.513139,0.00062643585,0.0012337397,0.00013605508,-0.0011496517,-0.00084658054,-0.0010936883,0.00025780755,0.0012530216,0.0005166046,-0.00093374425,0.2,0.20000003,0.2,0.2,0.19999999,0
1777226748472000,1777226748316000,-1.7234457,3.7708302,-2.5134532,-1.2568163,-0.00017912219,1.2564579,2.5130954,0.00062643585,0.0012337397,0.00013605508,-0.0011496517,-0.00084658054,-0.0010936883,0.00025780755,0.0012530216,0.0005166046,-0.00093374425,0.2,0.20000003,0.2,0.2,0.19999999,0
1777226748480000,1777226748324000,-1.7234457,3.7708302,-2.513487,-1.2568502,-0.0002130809,1.256424,2.5130615,0.00062643585,0.0012337397,0.00013605508,-0.0011496517,-0.00084658054,-0.0010936883,0.00025780755,0.0012530216,0.0005166046,-0.00093374425,0.2,0.20000003,0.2,0.2,0.19999999,0
1777226748488000,1777226748332000,-1.7234457,3.7708302,-2.5135083,-1.2568713,-0.0002342441,1.2564029,2.5130403,0.00062643585,0.0012337397,0.00013605508,-0.0011496517,-0.00084658054,-0.0010936883,0.00025780755,0.0012530216,0.0005166046,-0.00093374425,0.2,0.20000003,0.2,0.2,0.19999999,0
1777226748496000,1777226748340000,-2.6779451,3.5800593,-2.5135412,-1.2569041,-0.0002670855,1.2563703,2.5130074,0.0012034482,0.00090329687,-0.0006451829,-0.0013020404,-0.00015952426,-0.00055875716,0.0009718817,0.0011594127,-0.00025532252,-0.0013172125,0.2,0.20000003,0.2,0.20000003,0.19999999,0
1777226748504000,1777226748348000,-2.6779451,3.5800593,-2.5135717,-1.2569348,-0.0002977544,1.2563394,2.5129766,0.0012034482,0.00090329687,-0.0006451829,-0.0013020404,-0.00015952426,-0.00055875716,0.0009718817,0.0011594127,-0.00025532252,-0.0013172125,0.2,0.20000003,0.2,0.20000003,0.19999999,0
1777226748512000,1777226748356000,-2.6779451,3.5800593,-2.5135334,-1.2568963,-0.00025925512,1.2563778,2.5130153,0.0012034482,0.00090329687,-0.0006451829,-0.0013020404,-0.00015952426,-0.00055875716,0.0009718817,0.0011594127,-0.00025532252,-0.0013172125,0.2,0.20000003,0.2,0.20000003,0.19999999,0
1777226748520000,1777226748364000,-2.6779451,3.5800593,-2.513533,-1.2568961,-0.00025913096,1.2563779,2.5130155,0.0012034482,0.00090329687,-0.0006451829,-0.0013020404,-0.00015952426,-0.00055875716,0.0009718817,0.0011594127,-0.00025532252,-0.0013172125,0.2,0.20000003,0.2,0.20000003,0.19999999,0
1777226748528000,1777226748372000,-2.6779451,3.5800593,-2.5135276,-1.2568907,-0.00025360726,1.2563833,2.513021,0.0012034482,0.00090329687,-0.0006451829,-0.0013020404,-0.00015952426,-0.00055875716,0.0009718817,0.0011594127,-0.00025532252,-0.0013172125,0.2,0.20000003,0.2,0.20000003,0.19999999,0
1777226748536000,1777226748380000,-2.6779451,3.5800593,-2.5135763,-1.2569394,-0.00030240137,1.2563347,2.5129724,0.0012034482,0.00090329687,-0.0006451829,-0.0013020404,-0.00015952426,-0.00055875716,0.0009718817,0.0011594127,-0.00025532252,-0.0013172125,0.2,0.20000003,0.2,0.20000003,0.19999999,0
1777226748544000,1777226748388000,-2.0344439,3.7826662,-2.5136561,-1.2570193,-0.0003821329,1.256255,2.5128922,0.00081970356,0.00081916526,-0.00031343463,-0.0010128773,-0.00031256018,-0.0005949822,0.00059572473,0.00096316007,-4.5632623e-07,-0.00096344383,0.2,0.20000002,0.2,0.20000002,0.19999999,0
1777226748552000,1777226748396000,-2.0344439,3.7826662,-2.5136836,-1.2570468,-0.00040966753,1.2562275,2.5128648,0.00081970356,0.00081916526,-0.00031343463,-0.0010128773,-0.00031256018,-0.0005949822,0.00059572473,0.00096316007,-4.5632623e-07,-0.00096344383,0.2,0.20000002,0.2,0.20000002,0.19999999,0
1777226748560000,1777226748404000,-2.0344439,3.7826662,-2.5137153,-1.2570786,-0.0004414342,1.2561957,2.512833,0.00081970356,0.00081916526,-0.00031343463,-0.0010128773,-0.00031256018,-0.0005949822,0.00059572473,0.00096316007,-4.5632623e-07,-0.00096344383,0.2,0.20000002,0.2,0.20000002,0.19999999,0
1777226748568000,1777226748412000,-2.0344439,3.7826662,-2.5137515,-1.2571146,-0.00047749496,1.2561595,2.512797,0.00081970356,0.00081916526,-0.00031343463,-0.0010128773,-0.00031256018,-0.0005949822,0.00059572473,0.00096316007,-4.5632623e-07,-0.00096344383,0.2,0.20000002,0.2,0.20000002,0.19999999,0
1777226748576000,1777226748420000,-2.0344439,3.7826662,-2.5138407,-1.257204,-0.00056684593,1.2560701,2.5127077,0.00081970356,0.00081916526,-0.00031343463,-0.0010128773,-0.00031256018,-0.0005949822,0.00059572473,0.00096316007,-4.5632623e-07,-0.00096344383,0.2,0.20000002,0.2,0.20000002,0.19999999,0
