timestamp,safe_points_id,is_evaluation_pending,has_vtol_approach,rtl_type,safe_point_index
1777226731776000,0,0,0,1,255
1777226733792000,0,0,0,1,255
1777226735808000,0,0,0,1,255
1777226737856000,0,0,0,1,255
1777226739904000,0,0,0,1,255
1777226741960000,0,0,0,1,255
1777226743976000,0,0,0,1,255
1777226745992000,0,0,0,1,255
1777226748016000,0,0,0,1,255
1777226750040000,0,0,0,1,255
1777226752056000,0,0,0,1,255
1777226754072000,0,0,0,1,255
1777226756088000,0,0,0,1,255
1777226758104000,0,0,0,1,255
1777226760120000,0,0,0,1,255
1777226762136000,0,0,0,1,255
1777226764152000,0,0,0,1,255
1777226766168000,0,0,0,1,255
1777226768184000,0,0,0,1,255
1777226770200000,0,0,0,1,255
1777226772216000,0,0,0,1,255
1777226774232000,0,0,0,1,255
1777226776248000,0,0,0,1,255
1777226778264000,0,0,0,1,255
1777226780280000,0,0,0,1,255
1777226782304000,0,0,0,1,255
1777226784320000,0,0,0,1,255
1777226786336000,0,0,0,1,255
1777226788352000,0,0,0,1,255
1777226790368000,0,0,0,1,255
1777226792384000,0,0,0,1,255
1777226794400000,0,0,0,1,255
1777226796408000,0,0,0,1,255
1777226798424000,0,0,0,1,255
1777226800448000,0,0,0,1,255
1777226802464000,0,0,0,1,255
1777226804480000,0,0,0,1,255
1777226806504000,0,0,0,1,255
1777226808520000,0,0,0,1,255
1777226810536000,0,0,0,1,255
1777226812552000,0,0,0,1,255
1777226814568000,0,0,0,1,255
1777226816616000,0,0,0,1,255
1777226818632000,0,0,0,1,255
1777226820648000,0,0,0,1,255
1777226822664000,0,0,0,1,255
1777226824680000,0,0,0,1,255
1777226826696000,0,0,0,1,255
1777226828712000,0,0,0,1,255
1777226830456000,0,0,0,1,255
