timestamp,time_estimate,safe_time_estimate,valid
0,0.0,0.0,0
0,0.0,0.0,0
0,0.0,0.0,0
0,0.0,0.0,0
0,0.0,0.0,0
1777226739904000,0.0,0.0,0
1777226741960000,0.0,0.0,0
1777226743976000,0.0,0.0,0
1777226745992000,0.0,0.0,0
1777226748016000,0.0,0.0,0
1777226750040000,0.014918396,100.01641,1
1777226752056000,0.90979785,101.00078,1
1777226754072000,2.7867215,103.06539,1
1777226756088000,4.8010516,105.28116,1
1777226758104000,6.8340373,107.51744,1
1777226760120000,8.850731,109.7358,1
1777226762136000,9.582118,110.54033,1
1777226764152000,10.760749,111.83682,1
1777226766168000,28.212717,131.034,1
1777226768184000,30.11617,133.12779,1
1777226770200000,32.111362,135.3225,1
1777226772216000,34.095264,137.50479,1
1777226774232000,36.09359,139.70294,1
1777226776248000,38.09675,141.90643,1
1777226778264000,38.46836,142.3152,1
1777226780280000,40.070957,144.07805,1
1777226782304000,40.709267,144.7802,1
1777226784320000,42.274437,146.50188,1
1777226786336000,44.353436,148.78879,1
1777226788352000,46.27586,150.90344,1
1777226790368000,48.33262,153.16588,1
1777226792384000,50.351955,155.38715,1
1777226794400000,52.37898,157.61688,1
1777226796408000,54.423813,159.8662,1
1777226798424000,56.471016,162.11812,1
1777226800448000,58.472992,164.32028,1
1777226802464000,60.489193,166.53812,1
1777226804480000,62.51129,168.76242,1
1777226806504000,64.535255,170.98878,1
1777226808520000,66.548004,173.2028,1
1777226810536000,68.55114,175.40625,1
1777226812552000,70.56622,177.62285,1
1777226814568000,72.1879,179.40668,1
1777226816616000,72.68117,179.94928,1
1777226818632000,72.85049,180.13553,1
1777226820648000,72.92027,180.21231,1
1777226822664000,72.92303,180.21533,1
1777226824680000,72.9236,180.21596,1
1777226826696000,72.919975,180.21198,1
1777226828712000,72.915,180.20651,1
1777226830720000,72.90968,180.20065,1
1777226832728000,71.6283,178.79114,1
1777226834744000,69.655655,176.62122,1
1777226836760000,68.53538,175.38892,1
1777226838776000,67.908104,174.69891,1
1777226840800000,67.086365,173.79501,1
1777226842816000,64.9917,171.49088,1
1777226844832000,63.15977,169.47574,1
1777226846848000,61.1513,167.26642,1
1777226848864000,59.140255,165.05429,1
1777226850880000,57.113064,162.82437,1
1777226852896000,55.096466,160.60611,1
1777226854912000,53.079353,158.3873,1
1777226856928000,51.060684,156.16675,1
1777226858944000,49.04565,153.95023,1
1777226860960000,47.024746,151.72722,1
1777226862976000,45.01093,149.51202,1
1777226864992000,43.002636,147.3029,1
1777226867008000,40.98491,145.0834,1
1777226869024000,38.961098,142.85721,1
1777226871040000,36.955074,140.65057,1
1777226873056000,34.932602,138.42586,1
1777226875072000,32.919037,136.21094,1
1777226877096000,30.894468,133.98392,1
1777226879112000,28.87696,131.76466,1
1777226881128000,26.86233,129.54857,1
1777226883144000,24.852251,127.33748,1
1777226885160000,22.826744,125.10942,1
1777226887176000,21.00618,123.1068,1
1777226889192000,19.925476,121.91802,1
1777226891208000,18.094788,119.90427,1
1777226893224000,16.125488,117.73804,1
1777226895240000,14.112142,115.52335,1
1777226897256000,12.099956,113.30995,1
1777226899272000,10.086406,111.09505,1
1777226901288000,8.072205,108.879425,1
1777226903304000,6.0942993,106.70373,1
1777226905320000,4.537964,104.99176,1
1777226907336000,3.4093628,103.7503,1
1777226909352000,2.9416096,103.23577,1
1777226911368000,0.0,0.0,0
