timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,is_logging,num_messages
1777227356549000,89.47754,inf,0,136,12746,1024000,0,3,1,187
1777227357549000,402.87598,402.87598,0,137,3477,1024000,0,3,1,187
1777227358549000,702.44336,351.22165,0,137,6787,1024000,0,3,1,187
1777227359549000,1004.8672,334.95572,0,137,6754,1024000,0,3,1,187
1777227360549000,1310.709,327.67725,0,139,2903,1024000,0,3,1,187
1777227361549000,1610.4873,322.09747,0,139,5702,1024000,0,3,1,187
1777227362549000,1911.4629,318.57715,0,139,6820,1024000,0,3,1,187
1777227363549000,2217.503,316.78613,0,139,3520,1024000,0,3,1,187
1777227364549000,2519.9424,314.9928,0,141,3806,1024000,0,3,1,187
1777227365549000,2820.8584,313.4287,0,141,5643,1024000,0,3,1,187
1777227366549000,3122.1748,312.21747,0,141,6972,1024000,0,3,1,187
1777227367549000,3428.2344,311.65768,0,141,3477,1024000,0,3,1,187
1777227368549000,3730.7734,310.8978,0,141,3806,1024000,0,3,1,187
1777227369549000,4030.0928,310.00714,0,141,7301,1024000,0,3,1,187
1777227370549000,4333.1025,309.50732,0,141,6972,1024000,0,3,1,187
1777227371549000,4636.299,309.08658,0,141,6831,1024000,0,3,1,187
1777227372549000,4938.759,308.67242,0,142,6792,1024000,0,3,1,187
1777227373549000,5241.371,308.31595,0,143,6984,1024000,0,3,1,187
1777227374549000,5547.8926,308.21628,0,144,3002,1024000,0,3,1,187
1777227375549000,5846.376,307.704,0,145,7010,1024000,0,3,1,187
1777227376549000,6152.169,307.60846,0,146,3520,1024000,0,3,1,187
1777227377549000,6451.466,307.21265,0,146,7203,1024000,0,3,1,187
1777227378549000,6758.1396,307.18817,0,146,3383,1024000,0,3,1,187
1777227379549000,7057.09,306.83002,0,146,6972,1024000,0,3,1,187
1777227380549000,7363.117,306.79654,0,146,3477,1024000,0,3,1,187
1777227381549000,7665.8057,306.63223,0,146,3806,1024000,0,3,1,187
1777227382549000,7964.8955,306.34213,0,147,7301,1024000,0,3,1,187
1777227383549000,8271.202,306.34082,0,147,3477,1024000,0,3,1,187
1777227384549000,8573.891,306.2104,0,147,3477,1024000,0,3,1,187
1777227385549000,8876.346,306.08087,0,147,3520,1024000,0,3,1,187
1777227386549000,9179.286,305.97623,0,148,3477,1024000,0,3,1,187
1777227387549000,9482.497,305.887,0,149,3002,1024000,0,3,1,187
1777227388549000,9780.868,305.65213,0,150,7092,1024000,0,3,1,187
1777227389549000,10086.854,305.66223,0,150,3558,1024000,0,3,1,187
1777227390549000,10389.584,305.576,0,150,3806,1024000,0,3,1,187
1777227391549000,10692.25,305.49286,0,153,3131,1024000,0,3,1,187
1777227392549000,10990.822,305.30063,0,154,7048,1024000,0,3,1,187
1777227393549000,11296.684,305.3158,0,155,3477,1024000,0,3,1,187
1777227394549000,11596.022,305.1585,0,155,7203,1024000,0,3,1,187
1777227395549000,11899.76,305.12204,0,156,6092,1024000,0,3,1,187
1777227396549000,12202.689,305.06723,0,157,5491,1024000,0,3,1,187
1777227397549000,12507.229,305.05435,0,157,3477,1024000,0,3,1,187
1777227398549000,12809.917,304.99805,0,157,3520,1024000,0,3,1,187
1777227399549000,13112.735,304.94736,0,157,3477,1024000,0,3,1,187
1777227400549000,13413.335,304.8485,0,158,5544,1024000,0,3,1,187
1777227401549000,13714.7,304.77112,0,158,6955,1024000,0,3,1,187
1777227402549000,14020.743,304.79877,0,158,3520,1024000,0,3,1,187
1777227403549000,14323.357,304.7523,0,158,3806,1024000,0,3,1,187
1777227404549000,14626.825,304.72552,0,159,3111,1024000,0,3,1,187
1777227405549000,14925.51,304.60223,0,159,7092,1024000,0,3,1,187
1777227406549000,15231.537,304.63074,0,159,3515,1024000,0,3,1,187
1777227407549000,15534.184,304.59183,0,159,3849,1024000,0,3,1,187
1777227408549000,15837.53,304.5679,0,159,3263,1024000,0,3,1,187
1777227409549000,16140.314,304.53424,0,159,3002,1024000,0,3,1,187
1777227410549000,16439.152,304.42874,0,159,6869,1024000,0,3,1,187
1777227411549000,16746.285,304.4779,0,162,3520,1024000,0,3,1,187
1777227412549000,17047.037,304.41138,0,162,5831,1024000,0,3,1,187
1777227413549000,17349.93,304.3847,0,162,5643,1024000,0,3,1,187
1777227414549000,17651.227,304.33148,0,162,6972,1024000,0,3,1,187
1777227415549000,17957.191,304.3592,0,162,3477,1024000,0,3,1,187
1777227416549000,18259.71,304.3285,0,162,3806,1024000,0,3,1,187
1777227417549000,18560.434,304.2694,0,163,5801,1024000,0,3,1,187
1777227418549000,18865.682,304.2852,0,163,3002,1024000,0,3,1,187
1777227419549000,19167.922,304.25275,0,164,3488,1024000,0,3,1,187
1777227420549000,19470.559,304.22748,0,164,3806,1024000,0,3,1,187
1777227421549000,19771.344,304.1745,0,164,5972,1024000,0,3,1,187
1777227422549000,20073.352,304.1417,0,164,7092,1024000,0,3,1,187
1777227423549000,20379.576,304.1728,0,164,3515,1024000,0,3,1,187
1777227424549000,20682.363,304.1524,0,164,3520,1024000,0,3,1,187
1777227425549000,20985.42,304.1365,0,164,3477,1024000,0,3,1,187
1777227426549000,21286.035,304.0862,0,164,5719,1024000,0,3,1,187
1777227427549000,21587.385,304.04767,0,164,6972,1024000,0,3,1,187
1777227428549000,21889.977,304.02744,0,164,6971,1024000,0,3,1,187
1777227429549000,22192.512,304.007,0,165,7279,1024000,0,3,1,187
1777227430549000,22496.688,304.0093,0,166,5643,1024000,0,3,1,187
1777227431549000,22801.176,304.0157,0,167,3477,1024000,0,3,1,187
1777227432549000,23100.488,303.9538,0,168,6831,1024000,0,3,1,187
1777227433549000,23406.145,303.97592,0,168,3806,1024000,0,3,1,187
1777227434549000,23709.043,303.9621,0,168,3753,1024000,0,3,1,187
1777227435549000,24009.883,303.92258,0,168,5491,1024000,0,3,1,187
1777227436549000,24314.328,303.9291,0,168,3477,1024000,0,3,1,187
1777227437549000,24613.434,303.86954,0,170,6754,1024000,0,3,1,187
1777227438549000,24917.285,303.86932,0,171,5711,1024000,0,3,1,187
1777227439549000,25220.062,303.85617,0,171,5763,1024000,0,3,1,187
1777227440549000,25521.508,303.82748,0,171,6721,1024000,0,3,1,187
1777227441549000,25827.418,303.852,0,171,3477,1024000,0,3,1,187
1777227442549000,26126.488,303.79636,0,172,7203,1024000,0,3,1,187
1777227443549000,26430.72,303.8014,0,173,5681,1024000,0,3,1,187
1777227444549000,26731.738,303.76978,0,174,6972,1024000,0,3,1,187
1777227445549000,27034.45,303.75787,0,174,6831,1024000,0,3,1,187
1777227446549000,27340.316,303.7813,0,174,3926,1024000,0,3,1,187
1777227447549000,27639.73,303.7333,0,174,7301,1024000,0,3,1,187
1777227448549000,27942.645,303.7244,0,174,6972,1024000,0,3,1,187
1777227449549000,28248.61,303.74847,0,174,3378,1024000,0,3,1,187
1777227450549000,28547.93,303.7014,0,174,6754,1024000,0,3,1,187
1777227451549000,28854.55,303.73212,0,174,3477,1024000,0,3,1,187
1777227452549000,29157.629,303.72528,0,176,3002,1024000,0,3,1,187
1777227453549000,29456.145,303.6716,0,178,6820,1024000,0,3,1,187
1777227454549000,29758.727,303.66046,0,178,6754,1024000,0,3,1,187
1777227455549000,30061.242,303.64893,0,179,7180,1024000,0,3,1,187
1777227456549000,30365.262,303.65262,0,179,5763,1024000,0,3,1,187
1777227457549000,30666.535,303.62906,0,179,7010,1024000,0,3,1,187
