timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
1777227362701000,1777227362701000,0.49857733,0.005675576,0.06421249,8.809679,5.200397e-05,5.079732,0
1777227362709000,1777227362709000,0.49662188,0.0039683976,0.12756296,7.265001,0.0002488691,5.1532164,0
1777227362797000,1777227362797000,0.49321634,0.00094973453,0.08485535,6.1938643,0.00012916779,5.8405795,0
1777227362901000,1777227362901000,0.49237272,0.0005233736,-0.054798916,6.5983443,5.0566912e-05,6.4175053,0
1777227362997000,1777227362997000,0.49204022,0.00037757473,0.058875456,6.91113,5.5728455e-05,6.77885,0
1777227363101000,1777227363101000,0.49188247,0.0002930034,-0.05308889,7.129442,4.392474e-05,7.023721,0
1777227363205000,1777227363205000,0.49151802,0.00024059402,0.09267227,7.2323694,0.00013194002,7.1387854,0
1777227363301000,1777227363301000,0.49161234,0.00020674091,-0.0074151456,7.258492,8.4168664e-07,7.173339,0
1777227363405000,1777227363405000,0.49148062,0.00017946851,0.060214795,7.208625,5.588709e-05,7.12986,0
1777227363501000,1777227363501000,0.4916031,0.00015979406,-0.09627401,7.1196623,0.00014464927,7.046788,0
1777227363597000,1777227363597000,0.49151608,0.00014382615,0.06765479,6.9884934,7.2773124e-05,6.9173226,0
1777227363701000,1777227363701000,0.4915546,0.00012950996,-0.082491934,6.815408,0.00011094011,6.7495403,0
1777227363797000,1777227363797000,0.49157062,0.000118363794,0.026179276,6.6351047,1.147691e-05,6.5712605,0
1777227363901000,1777227363901000,0.4915628,0.00010799744,-0.07203942,6.4202404,8.981452e-05,6.360289,0
1777227363997000,1777227363997000,0.4915766,9.968424e-05,0.0013582893,6.213382,3.2992407e-08,6.155696,0
1777227364101000,1777227364101000,0.49169636,9.175878e-05,-0.09680951,5.98444,0.00017400831,5.930103,0
1777227364197000,1777227364197000,0.49170995,8.526985e-05,0.023863383,5.767861,1.0970002e-05,5.7152414,0
1777227364301000,1777227364301000,0.491662,7.8984136e-05,-0.03813285,5.5301104,2.9216098e-05,5.4803443,0
1777227364397000,1777227364397000,0.49163923,7.37656e-05,0.05987031,5.3134303,7.4955846e-05,5.265587,0
1777227364501000,1777227364501000,0.4916683,6.864444e-05,-0.069018334,5.082456,0.00010413886,5.037592,0
1777227364597000,1777227364597000,0.49162558,6.434456e-05,0.047901295,4.872923,5.2319363e-05,4.8297453,0
1777227364701000,1777227364701000,0.49164113,6.0085218e-05,-0.064065926,4.652128,9.803023e-05,4.6115255,0
1777227364805000,1777227364805000,0.49162585,5.6196946e-05,0.0694339,4.437742,0.00012070868,4.39902,1
1777227364901000,1777227364901000,0.49161893,5.2884752e-05,-0.029296422,4.2461014,2.2459304e-05,4.2092576,1
1777227364997000,1777227364997000,0.49156737,4.9823764e-05,0.0885026,4.060499,0.00021433353,4.025192,1
