timestamp,lat,lon,alt,nav_cmd,idx,vertex_count
0,0.0,0.0,0.0,0,0,0
1777317739876000,47.398476,8.544322,0.0,5001,0,4
1777317739892000,47.39846,8.547067,0.0,5001,0,4
1777317739908000,47.39733,8.546788,0.0,5001,0,4
1777317739936000,47.397392,8.544273,0.0,5001,0,4
1777317739964000,47.397182,8.54495,0.0,5001,0,4
1777317739984000,47.397175,8.546251,0.0,5001,0,4
1777317740000000,47.39695,8.54616,0.0,5001,0,4
1777317740016000,47.396935,8.54488,0.0,5001,0,4
