timestamp,lat,lon,alt,nav_cmd,idx,vertex_count
1777227356541000,0.0,0.0,0.0,0,0,0
1777227356557000,47.398476,8.544322,0.0,5001,0,4
1777227356573000,47.39846,8.547067,0.0,5001,0,4
1777227356589000,47.39733,8.546788,0.0,5001,0,4
1777227356617000,47.397392,8.544273,0.0,5001,0,4
1777227356645000,47.397182,8.54495,0.0,5001,0,4
1777227356665000,47.397175,8.546251,0.0,5001,0,4
1777227356681000,47.39695,8.54616,0.0,5001,0,4
1777227356697000,47.396935,8.54488,0.0,5001,0,4
