timestamp,speed_up,speed_down,want_takeoff
1777227357501000,3.6000001,1.8000001,0
1777227358501000,3.6000001,1.8000001,1
1777227359501000,3.6000001,1.8000001,1
1777227360501000,3.6000001,1.8000001,1
1777227361501000,3.6000001,1.8000001,1
1777227362501000,3.6000001,1.8000001,1
1777227363501000,3.6000001,1.8000001,1
1777227364501000,3.6000001,1.8000001,1
1777227365501000,3.6000001,1.8000001,1
1777227366501000,3.6000001,1.8000001,1
1777227367501000,3.6000001,1.8000001,1
1777227368501000,3.6000001,1.8000001,1
1777227369501000,3.6000001,1.8000001,1
1777227370501000,3.6000001,1.8000001,1
1777227371501000,3.6000001,1.8000001,0
1777227372501000,3.6000001,1.8000001,0
1777227373501000,3.6000001,1.8000001,0
1777227374501000,3.6000001,1.8000001,0
1777227375501000,3.6000001,1.8000001,0
1777227376501000,3.6000001,1.8000001,0
1777227377501000,3.6000001,1.8000001,0
1777227378501000,3.6000001,1.8000001,0
1777227379501000,3.6000001,1.8000001,0
1777227380501000,3.6000001,1.8000001,0
1777227381501000,3.6000001,1.8000001,0
1777227382501000,3.6000001,1.8000001,0
1777227383501000,3.6000001,1.8000001,0
1777227384501000,3.6000001,1.8000001,0
1777227385501000,3.6000001,1.8000001,0
1777227386501000,3.6000001,1.8000001,0
1777227387501000,3.6000001,1.8000001,0
1777227388501000,3.6000001,1.8000001,0
1777227389501000,3.6000001,1.8000001,0
1777227390501000,3.6000001,1.8000001,0
1777227391501000,3.6000001,1.8000001,0
1777227392501000,3.6000001,1.8000001,0
1777227393501000,3.6000001,1.8000001,0
1777227394501000,3.6000001,1.8000001,0
1777227395501000,3.6000001,1.8000001,0
1777227396501000,3.6000001,1.8000001,0
1777227397501000,3.6000001,1.8000001,0
1777227398501000,3.6000001,1.8000001,0
1777227399501000,3.6000001,1.8000001,0
1777227400501000,3.6000001,1.8000001,0
1777227401501000,3.6000001,1.8000001,0
1777227402501000,3.6000001,1.8000001,0
1777227403501000,3.6000001,1.8000001,0
1777227404501000,3.6000001,1.8000001,0
1777227405501000,3.6000001,1.8000001,0
1777227406501000,3.6000001,1.8000001,0
1777227407501000,3.6000001,1.8000001,0
1777227408501000,3.6000001,1.8000001,0
1777227409501000,3.6000001,1.8000001,0
1777227410501000,3.6000001,1.8000001,0
1777227411501000,3.6000001,1.8000001,1
1777227412501000,3.6000001,1.8000001,1
1777227413501000,3.6000001,1.8000001,1
1777227414501000,3.6000001,1.8000001,1
1777227415501000,3.6000001,1.8000001,1
1777227416501000,3.6000001,1.8000001,1
1777227417501000,3.6000001,1.8000001,1
1777227418501000,3.6000001,1.8000001,1
1777227419501000,3.6000001,1.8000001,0
1777227420501000,3.6000001,1.8000001,0
1777227421501000,3.6000001,1.8000001,0
1777227422501000,3.6000001,1.8000001,0
1777227423501000,3.6000001,1.8000001,0
1777227424501000,3.6000001,1.8000001,0
1777227425501000,3.6000001,1.8000001,0
1777227426501000,3.6000001,1.8000001,0
1777227427501000,3.6000001,1.8000001,0
1777227428501000,3.6000001,1.8000001,0
1777227429501000,3.6000001,1.8000001,0
1777227430501000,3.6000001,1.8000001,0
1777227431501000,3.6000001,1.8000001,0
1777227432501000,3.6000001,1.8000001,0
1777227433501000,3.6000001,1.8000001,0
1777227434501000,3.6000001,1.8000001,0
1777227435501000,3.6000001,1.8000001,0
1777227436501000,3.6000001,1.8000001,0
1777227437501000,3.6000001,1.8000001,0
1777227438501000,3.6000001,1.8000001,0
1777227439501000,3.6000001,1.8000001,0
1777227440501000,3.6000001,1.8000001,0
1777227441501000,3.6000001,1.8000001,0
1777227442501000,3.6000001,1.8000001,0
1777227443501000,3.6000001,1.8000001,0
1777227444501000,3.6000001,1.8000001,0
1777227445501000,3.6000001,1.8000001,0
1777227446501000,3.6000001,1.8000001,0
1777227447501000,3.6000001,1.8000001,0
1777227448501000,3.6000001,1.8000001,0
1777227449501000,3.6000001,1.8000001,0
1777227450501000,3.6000001,1.8000001,0
1777227451501000,3.6000001,1.8000001,0
1777227452501000,3.6000001,1.8000001,0
1777227453501000,3.6000001,1.8000001,0
1777227454501000,3.6000001,1.8000001,0
1777227455501000,3.6000001,1.8000001,0
1777227456501000,3.6000001,1.8000001,0
1777227457501000,3.6000001,1.8000001,0
1777227458501000,3.6000001,1.8000001,0
1777227459501000,3.6000001,1.8000001,0
1777227460501000,3.6000001,1.8000001,0
1777227461501000,3.6000001,1.8000001,0
1777227462501000,3.6000001,1.8000001,0
1777227463501000,3.6000001,1.8000001,0
1777227464501000,3.6000001,1.8000001,0
1777227465501000,3.6000001,1.8000001,0
1777227466501000,3.6000001,1.8000001,0
1777227467501000,3.6000001,1.8000001,0
1777227468501000,3.6000001,1.8000001,0
1777227469501000,3.6000001,1.8000001,0
1777227470501000,3.6000001,1.8000001,0
1777227471501000,3.6000001,1.8000001,0
1777227472501000,3.6000001,1.8000001,0
1777227473501000,3.6000001,1.8000001,0
1777227474501000,3.6000001,1.8000001,0
1777227475501000,3.6000001,1.8000001,0
1777227476501000,3.6000001,1.8000001,0
1777227477501000,3.6000001,1.8000001,0
1777227478501000,3.6000001,1.8000001,0
1777227479501000,3.6000001,1.8000001,0
1777227480501000,3.6000001,1.8000001,0
1777227481501000,3.6000001,1.8000001,0
1777227482501000,3.6000001,1.8000001,0
