timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_angle_clipping,delta_velocity_clipping,accel_calibration_count,gyro_calibration_count
1777227356909000,1777227356909000,1310988,1310988,2.3295788e-05,4.193135e-06,-7.270072e-06,0.00021068976,-4.3094948e-05,-0.03937026,4000,4000,0,0,0,1
1777227357409000,1777227357409000,1310988,1310988,-2.6771704e-05,4.193155e-06,-1.3661629e-05,-1.43652105e-05,9.577496e-06,-0.039360676,4000,4000,0,0,0,1
1777227357909000,1777227357909000,1310988,1310988,4.12098e-06,2.4433184e-05,5.5130486e-06,-7.6614466e-05,-0.00018195868,-0.039231393,4000,4000,0,0,0,1
1777227358409000,1777227358409000,1310988,1310988,-8.662159e-06,-8.590033e-06,-8.7854033e-07,-4.788404e-06,-0.00013407464,-0.03931758,4000,4000,0,0,0,1
1777227358909000,1777227358909000,1310988,1310988,4.0339928e-05,2.9759594e-05,6.578288e-06,0.00018195936,-8.619059e-05,-0.03928406,4000,4000,0,0,0,1
1777227359409000,1777227359409000,1310988,1310988,-4.275051e-05,6.91744e-05,-8.33524e-06,-9.097968e-05,5.7461526e-05,-0.03930322,4000,4000,0,0,0,1
1777227359909000,1777227359909000,1310988,1310988,-1.3988596e-05,-4.0547908e-05,1.8296254e-05,3.3518827e-05,0.00011013397,-0.038968027,4000,4000,0,0,0,1
1777227360409000,1777227360409000,1310988,1310988,1.5838928e-05,-4.161322e-05,1.4035157e-05,-9.576807e-05,-0.00016280502,-0.03919787,4000,4000,0,0,0,1
1777227360909000,1777227360909000,1310988,1310988,-0.0001492771,0.00011391545,1.0838864e-05,-7.182605e-05,0.00011013399,-0.040198654,4000,4000,0,0,0,1
1777227361409000,1777227361409000,1310988,1310988,2.7556815e-05,8.454244e-06,-5.139576e-06,-5.746084e-05,6.7038396e-05,-0.042635947,4000,4000,0,0,0,1
1777227361909000,1777227361909000,1310988,1310988,1.1577848e-05,2.869424e-05,3.3825283e-06,9.576806e-06,7.182679e-05,-0.042109225,4000,4000,0,0,0,1
1777227362409000,1777227362409000,1310988,1310988,6.910212e-05,-4.4809054e-05,-8.7867943e-07,0.0002394202,-0.00020590065,-0.041912902,4000,4000,0,0,0,1
1777227362909000,1777227362909000,1310988,1310988,-3.4228517e-05,-7.25059e-05,2.3172827e-06,-6.2249244e-05,-7.182535e-05,-0.03991613,4000,4000,0,0,0,1
1777227363409000,1777227363409000,1310988,1310988,-1.2051851e-06,-2.6699521e-05,2.4687846e-05,4.3095635e-05,5.7461533e-05,-0.0395187,4000,4000,0,0,0,1
1777227363909000,1777227363909000,1310988,1310988,-4.9142112e-05,3.721659e-05,-5.307643e-05,1.43652105e-05,5.267313e-05,-0.039652772,4000,4000,0,0,0,1
1777227364409000,1777227364409000,1310988,1310988,-4.062011e-05,1.804159e-05,-4.0743107e-06,9.57681e-06,-2.3941328e-05,-0.03948997,4000,4000,0,0,0,1
1777227364909000,1777227364909000,1310988,1310988,-4.2750664e-05,-1.4981509e-05,1.9361521e-05,0.00012928691,-2.872973e-05,-0.03947561,4000,4000,0,0,0,1
1777227365409000,1777227365409000,1310988,1310988,-1.4000945e-07,-1.0720561e-05,-4.074325e-06,4.788403e-06,-8.140217e-05,-0.039217032,4000,4000,0,0,0,1
1777227365909000,1777227365909000,1310988,1310988,1.15777875e-05,-1.6046833e-05,-1.1531258e-05,0.00012449849,0.00018674844,-0.039346315,4000,4000,0,0,0,1
1777227366409000,1777227366409000,1310988,1310988,2.0100015e-05,7.3889446e-06,-1.579219e-05,-0.000114921684,-0.00014843985,-0.03910211,4000,4000,0,0,0,1
1777227366909000,1777227366909000,1310988,1310988,8.295057e-05,4.1477433e-05,6.578259e-06,-7.1826056e-05,2.8731109e-05,-0.039403778,4000,4000,0,0,0,1
1777227367409000,1777227367409000,1310988,1310988,-2.0380092e-05,2.0625685e-06,-2.8575401e-05,-0.00024899698,4.7884718e-05,-0.03903028,4000,4000,0,0,0,1
1777227367909000,1777227367909000,1310988,1310988,2.8622151e-05,-1.1332468e-06,3.214462e-05,8.619127e-05,-4.7877197e-06,-0.039159562,4000,4000,0,0,0,1
1777227368409000,1777227368409000,1310988,1310988,-2.03801e-05,-3.2635494e-06,2.788362e-05,-0.00017717094,-3.351814e-05,-0.039183512,4000,4000,0,0,0,1
1777227368909000,1777227368909000,1310988,1310988,-2.1445327e-05,9.973712e-07,2.042679e-05,0.000119710094,0.00019153685,-0.040615246,4000,4000,0,0,0,1
1777227369409000,1777227369409000,1310988,1310988,3.9274753e-05,-1.3916203e-05,-3.496703e-05,2.8730421e-05,4.788475e-05,-0.04107972,4000,4000,0,0,0,1
1777227369909000,1777227369909000,1310988,1310988,2.1165128e-05,-1.8177438e-05,3.6405774e-05,-5.7460842e-05,7.661505e-05,-0.03331771,4000,4000,0,0,0,1
1777227370409000,1777227370409000,1310988,1310988,2.96874e-05,-2.3503746e-05,3.214462e-05,5.267244e-05,-0.00012449788,-0.03632004,4000,4000,0,0,0,1
1777227370909000,1777227370909000,1310988,1310988,-1.3988425e-05,4.1931994e-06,6.516789e-05,-4.788403e-06,-0.00023463115,-0.03713886,4000,4000,0,0,0,1
1777227371409000,1777227371409000,1310988,1310988,4.9926177e-05,-0.0010429621,6.5167325e-05,-0.000114921684,5.2673102e-05,-0.037737414,4000,4000,0,0,0,1
1777227371909000,1777227371909000,1310988,1310988,-2.1441281e-05,-0.0017588198,1.08415525e-05,-0.00028730422,-0.00011970942,-0.039068587,4000,4000,0,0,0,1
1777227372409000,1777227372409000,1310988,1310988,3.7143756e-05,-0.00015240074,-4.4554694e-05,-0.00031124623,-0.00020590068,-0.039729387,4000,4000,0,0,0,1
1777227372909000,1777227372909000,1310988,1310988,3.501337e-05,0.00016611346,-1.5791977e-05,-0.0009193735,-0.0001436514,-0.04018428,4000,4000,0,0,0,1
1777227373409000,1777227373409000,1310988,1310988,2.9684707e-05,0.0014508226,-1.0463437e-05,-0.0013120227,-2.872974e-05,-0.038905777,4000,4000,0,0,0,1
1777227373909000,1777227373909000,1310988,1310988,1.6905775e-05,0.0013581445,-2.1116171e-05,-0.0017046717,-0.0003447644,-0.039863463,4000,4000,0,0,0,1
1777227374409000,1777227374409000,1310988,1310988,6.25154e-06,5.639118e-05,3.9601426e-05,-0.0014317327,-0.00027772674,-0.03952349,4000,4000,0,0,0,1
1777227374909000,1777227374909000,1310988,1310988,-1.6119e-05,-4.0548006e-05,3.0014091e-05,-0.0012497733,-0.00013407462,-0.039173935,4000,4000,0,0,0,1
1777227375409000,1777227375409000,1310988,1310988,-4.9142196e-05,-0.00010233332,-3.6032245e-05,-0.0012258315,6.859706e-10,-0.03930322,4000,4000,0,0,0,1
1777227375909000,1777227375909000,1310988,1310988,-1.2923346e-05,-9.061537e-05,7.643439e-06,-0.0011204864,6.848005e-10,-0.039236177,4000,4000,0,0,0,1
1777227376409000,1777227376409000,1310988,1310988,-8.662224e-06,-0.00015346584,4.173263e-05,-0.0014556749,2.8731101e-05,-0.0389776,4000,4000,0,0,0,1
1777227376909000,1777227376909000,1310988,1310988,-5.872957e-05,-7.676694e-05,-4.7750207e-05,-0.0010965444,-6.703698e-05,-0.039135627,4000,4000,0,0,0,1
1777227377409000,1777227377409000,1310988,1310988,1.7969232e-05,-7.783221e-05,3.3210086e-05,-0.0013120227,-0.0003351876,-0.039375048,4000,4000,0,0,0,1
1777227377909000,1777227377909000,1310988,1310988,2.1165262e-05,7.876167e-05,4.4479702e-06,-0.0012880805,-1.4364522e-05,-0.039418142,4000,4000,0,0,0,1
1777227378409000,1777227378409000,1310988,1310988,1.37081115e-05,3.2955388e-05,-4.455437e-05,-0.0014748285,-0.0002394195,-0.03918351,4000,4000,0,0,0,1
1777227378909000,1777227378909000,1310988,1310988,-3.1032752e-05,3.9346858e-05,-6.204886e-06,-0.0014030023,-7.1825365e-05,-0.039154775,4000,4000,0,0,0,1
1777227379409000,1777227379409000,1310988,1310988,2.5426329e-05,3.934686e-05,6.5783506e-06,-0.0012976573,4.7884725e-05,-0.039288856,4000,4000,0,0,0,1
1777227379909000,1777227379909000,1310988,1310988,-1.4011609e-07,5.2130006e-05,-1.3661852e-05,-0.0015753848,-8.619059e-05,-0.039240967,4000,4000,0,0,0,1
1777227380409000,1777227380409000,1310988,1310988,-3.7424332e-05,-1.4981577e-05,-8.3353425e-06,-0.0009145851,0.00015322962,-0.039159562,4000,4000,0,0,0,1
1777227380909000,1777227380909000,1310988,1310988,3.181787e-05,2.0627158e-06,2.3173116e-06,-0.0010582374,0.00014365278,-0.03920266,4000,4000,0,0,0,1
1777227381409000,1777227381409000,1310988,1310988,6.803687e-05,-3.0960557e-05,8.709024e-06,-0.000948104,0.00031124693,-0.03922182,4000,4000,0,0,0,1
1777227381909000,1777227381909000,1310988,1310988,1.3708458e-05,4.1477393e-05,5.5130804e-06,-0.0011013328,6.703833e-05,-0.03903028,4000,4000,0,0,0,1
1777227382409000,1777227382409000,1310988,1310988,1.90349e-05,-9.27459e-05,-1.9436193e-06,-0.000948104,0.000134076,-0.039106894,4000,4000,0,0,0,1
1777227382909000,1777227382909000,1310988,1310988,3.0557665e-06,-8.955013e-05,1.8651535e-07,-0.0013359648,-0.0001005558,-0.039068587,4000,4000,0,0,0,1
1777227383409000,1777227383409000,1310988,1310988,5.5253684e-05,-6.611429e-05,1.510058e-05,-0.0011923127,-0.00016280502,-0.039231393,4000,4000,0,0,0,1
1777227383909000,1777227383909000,1310988,1310988,2.2230526e-05,-7.5247344e-06,3.640573e-05,-0.0011444284,5.2673127e-05,-0.039231393,4000,4000,0,0,0,1
1777227384409000,1777227384409000,1310988,1310988,-1.7184277e-05,3.402062e-05,3.0014082e-05,-0.0011204864,-9.097899e-05,-0.03920266,4000,4000,0,0,0,1
