timestamp,safe_points_id,is_evaluation_pending,has_vtol_approach,rtl_type,safe_point_index
1777227357613000,0,0,0,1,255
1777227359637000,0,0,0,1,255
1777227361653000,0,0,0,1,255
1777227363669000,0,0,0,1,255
1777227365685000,0,0,0,1,255
1777227367701000,0,0,0,1,255
1777227369717000,0,0,0,1,255
1777227371733000,0,0,0,1,255
1777227373749000,0,0,0,1,255
1777227375765000,0,0,0,1,255
1777227377789000,0,0,0,1,255
1777227379805000,0,0,0,1,255
1777227381821000,0,0,0,1,255
1777227383837000,0,0,0,1,255
1777227385853000,0,0,0,1,255
1777227387869000,0,0,0,1,255
1777227389885000,0,0,0,1,255
1777227391901000,0,0,0,1,255
1777227393917000,0,0,0,1,255
1777227395941000,0,0,0,1,255
1777227397957000,0,0,0,1,255
1777227399973000,0,0,0,1,255
1777227402029000,0,0,0,1,255
1777227404037000,0,0,0,1,255
1777227406053000,0,0,0,1,255
1777227408069000,0,0,0,1,255
1777227410093000,0,0,0,1,255
1777227410733000,0,0,0,1,255
