timestamp,command,result_param2,target_component,result,result_param1,target_system,from_external
1777227353421000,410,0,0,0,0,255,0
1777227356549000,400,0,0,0,0,255,0
1777227358053000,176,0,0,0,0,255,0
1777227358061000,176,0,0,0,0,255,0
1777227371169000,192,0,0,0,0,255,0
1777227410721000,176,0,190,0,0,255,0
