timestamp,load,ram_usage
1777227356057000,0.30864197,0.19732438
1777227356557000,0.32142857,0.1973228
1777227357057000,0.32467532,0.19725102
1777227357557000,0.2857143,0.19727588
1777227358057000,0.2987013,0.19724867
1777227358557000,0.29850745,0.19722027
1777227359057000,0.26984128,0.19724512
1777227359557000,0.30555555,0.19721948
1777227360057000,0.3108108,0.19721909
1777227360557000,0.30769232,0.19720766
1777227361057000,0.30588236,0.19722067
1777227361557000,0.225,0.19732477
1777227362057000,0.30985916,0.19729875
1777227362557000,0.29166666,0.19731215
1777227363057000,0.27142859,0.19729362
1777227363557000,0.3258427,0.19730072
1777227364057000,0.2967033,0.197281
1777227364557000,0.29113925,0.19728415
1777227365057000,0.3292683,0.19726364
1777227365557000,0.2948718,0.19727705
1777227366057000,0.32394367,0.19726601
1777227366557000,0.30769232,0.19724077
1777227367057000,0.2857143,0.19724393
1777227367557000,0.30882353,0.19723131
1777227368057000,0.30487806,0.19723801
1777227368557000,0.31034482,0.19722304
1777227369057000,0.30666667,0.19722383
1777227369557000,0.3015873,0.19720884
1777227370057000,0.32098764,0.19719897
1777227370557000,0.31428573,0.19719897
1777227371057000,0.28787878,0.19718754
1777227371557000,0.2837838,0.1971627
1777227372057000,0.3026316,0.19717729
1777227372557000,0.2857143,0.19715205
1777227373057000,0.30379745,0.19714062
1777227373557000,0.28767124,0.19716822
1777227374057000,0.33333334,0.19717689
1777227374557000,0.27941176,0.19718517
1777227375057000,0.28767124,0.19715916
1777227375557000,0.30769232,0.19717255
1777227376057000,0.27380952,0.19715008
1777227376557000,0.25925925,0.19716546
1777227377057000,0.278481,0.19716743
1777227377557000,0.28985506,0.197156
1777227378057000,0.3030303,0.19715679
1777227378557000,0.25714287,0.1971422
1777227379057000,0.2777778,0.19714338
1777227379557000,0.27941176,0.19715679
1777227380057000,0.28767124,0.19716625
1777227380557000,0.2857143,0.19714417
1777227381057000,0.2647059,0.19715758
1777227381557000,0.29032257,0.19714338
1777227382057000,0.27272728,0.19713983
1777227382557000,0.3030303,0.19715324
1777227383057000,0.2875,0.19712721
1777227383557000,0.2682927,0.1971418
1777227384057000,0.3068182,0.1971217
1777227384557000,0.30120483,0.19712642
1777227385057000,0.29885057,0.19710632
1777227385557000,0.3,0.19709487
1777227386057000,0.24705882,0.1971067
1777227386557000,0.30232558,0.19708501
1777227387057000,0.26760563,0.19709054
1777227387557000,0.28915662,0.19706963
1777227388057000,0.30985916,0.19708225
1777227388557000,0.30555555,0.19706845
1777227389057000,0.3253012,0.19707082
1777227389557000,0.25974026,0.19704834
1777227390057000,0.26506025,0.19704165
1777227390557000,0.30232558,0.1970519
1777227391057000,0.26881722,0.19693793
1777227391557000,0.27118644,0.19685669
1777227392057000,0.278481,0.19685669
1777227392557000,0.2962963,0.19685669
1777227393057000,0.3372093,0.19686143
1777227393557000,0.33333334,0.19684131
1777227394057000,0.26666668,0.19684486
1777227394557000,0.2857143,0.19682673
1777227395057000,0.29166666,0.1968003
1777227395557000,0.32051283,0.19682397
1777227396057000,0.325,0.19680268
1777227396557000,0.2638889,0.19678059
1777227397057000,0.33333334,0.19678414
1777227397557000,0.33333334,0.19676521
1777227398057000,0.2820513,0.19677192
1777227398557000,0.2777778,0.19676521
1777227399057000,0.27380952,0.19676915
1777227399557000,0.2857143,0.19674864
1777227400057000,0.32954547,0.19672854
1777227400557000,0.30120483,0.19674195
1777227401057000,0.32142857,0.19672933
1777227401557000,0.32911393,0.19673604
1777227402057000,0.30864197,0.19671276
1777227402557000,0.27941176,0.19673681
1777227403057000,0.2982456,0.19694898
1777227403557000,0.25,0.19675338
1777227404057000,0.34146342,0.19675614
1777227404557000,0.296875,0.19675614
1777227405057000,0.28985506,0.19672775
1777227405557000,0.30379745,0.19670291
1777227406057000,0.30985916,0.19668989
1777227406557000,0.3,0.19668122
1777227407057000,0.29032257,0.1966548
1777227407557000,0.3108108,0.19663863
1777227408057000,0.30666667,0.19662128
1777227408557000,0.325,0.19660826
1777227409057000,0.27142859,0.19658421
1777227409557000,0.28947368,0.19657278
1777227410057000,0.2857143,0.19655463
1777227410557000,0.30864197,0.19653808
1777227411057000,0.32876712,0.19651599
1777227411557000,0.32142857,0.19651283
1777227412057000,0.30379745,0.19648603
1777227412557000,0.28985506,0.19646433
1777227413057000,0.2972973,0.19646394
1777227413557000,0.3116883,0.19646394
1777227414057000,0.32894737,0.19643003
1777227414557000,0.2923077,0.1964174
1777227415057000,0.33802816,0.19640598
1777227415557000,0.43548387,0.19637956
1777227416057000,0.32394367,0.19636457
1777227416557000,0.2857143,0.19635314
1777227417057000,0.2923077,0.19633736
1777227417557000,0.2837838,0.19631173
1777227418057000,0.3125,0.1963003
1777227418557000,0.32967034,0.19628294
1777227419057000,0.30136988,0.19626322
1777227419557000,0.3108108,0.19624193
1777227420057000,0.2658228,0.19622064
1777227420557000,0.31034482,0.1962092
1777227421057000,0.28169015,0.19621433
1777227421557000,0.32894737,0.1962021
1777227422057000,0.278481,0.19617845
1777227422557000,0.31914893,0.19615872
1777227423057000,0.28787878,0.1961473
1777227423557000,0.25862068,0.1961335
1777227424057000,0.2837838,0.19610746
1777227424557000,0.325,0.19608775
1777227425057000,0.29166666,0.19608459
1777227425557000,0.2638889,0.19606015
1777227426057000,0.29166666,0.19603886
1777227426557000,0.28333333,0.19602741
1777227427057000,0.2857143,0.19601007
1777227427557000,0.3139535,0.19598837
1777227428057000,0.2739726,0.19597694
1777227428557000,0.26153848,0.19596432
1777227429057000,0.32051283,0.19593711
1777227429557000,0.31578946,0.19591582
1777227430057000,0.30379745,0.19590439
1777227430557000,0.325,0.19588861
1777227431057000,0.32876712,0.19587165
1777227431557000,0.3188406,0.1958476
1777227432057000,0.296875,0.19583617
1777227432557000,0.3452381,0.1958196
1777227433057000,0.30952382,0.19579397
1777227433557000,0.30864197,0.19578017
1777227434057000,0.28787878,0.19576873
1777227434557000,0.27868852,0.19575454
1777227435057000,0.28169015,0.19572772
1777227435557000,0.27272728,0.19571629
1777227436057000,0.28985506,0.19569579
1777227436557000,0.30769232,0.19568
1777227437057000,0.30136988,0.19565555
1777227437557000,0.28985506,0.19564413
1777227438057000,0.325,0.19562717
1777227438557000,0.31764707,0.19561061
1777227439057000,0.32467532,0.19558655
1777227439557000,0.296875,0.19558655
1777227440057000,0.30555555,0.19556132
1777227440557000,0.3218391,0.19554003
1777227441057000,0.30666667,0.19551873
1777227441557000,0.31707317,0.19550335
1777227442057000,0.32,0.19549625
1777227442557000,0.30769232,0.19547416
1777227443057000,0.32307693,0.19544932
1777227443557000,0.29411766,0.19543119
1777227444057000,0.3108108,0.19542487
1777227444557000,0.29032257,0.19539885
1777227445057000,0.29411766,0.19539648
1777227445557000,0.28,0.19536178
1777227446057000,0.24637681,0.19534956
1777227446557000,0.2777778,0.1953251
1777227447057000,0.2753623,0.19530894
1777227447557000,0.27868852,0.19529672
1777227448057000,0.31578946,0.19527464
1777227448557000,0.27160493,0.19526319
1777227449057000,0.27868852,0.19525217
1777227449557000,0.3,0.19522297
1777227450057000,0.3030303,0.19521154
1777227450557000,0.2647059,0.1951934
1777227451057000,0.31182796,0.19517054
1777227451557000,0.31578946,0.19515476
1777227452057000,0.31325302,0.19513583
1777227452557000,0.265625,0.19513583
1777227453057000,0.30952382,0.19510941
1777227453557000,0.27631578,0.19508654
1777227454057000,0.28985506,0.19506288
1777227454557000,0.28787878,0.19506288
1777227455057000,0.29850745,0.19503646
1777227455557000,0.33333334,0.19501437
1777227456057000,0.2923077,0.19500412
1777227456557000,0.28947368,0.19498992
1777227457057000,0.31325302,0.19496863
1777227457557000,0.31764707,0.19494694
1777227458057000,0.30379745,0.19492526
1777227458557000,0.32911393,0.194915
1777227459057000,0.3030303,0.19490239
1777227459557000,0.29577464,0.19490041
1777227460057000,0.30985916,0.19488898
1777227460557000,0.31764707,0.19487241
1777227461057000,0.32894737,0.19485703
1777227461557000,0.28169015,0.19483417
1777227462057000,0.2857143,0.19482826
1777227462557000,0.26153848,0.1947971
1777227463057000,0.2835821,0.19478211
1777227463557000,0.27272728,0.19477068
1777227464057000,0.28985506,0.19475609
1777227464557000,0.3,0.19472967
1777227465057000,0.32911393,0.19470562
1777227465557000,0.34444445,0.19469418
1777227466057000,0.30555555,0.1946863
1777227466557000,0.32142857,0.19466224
1777227467057000,0.34146342,0.19464292
1777227467557000,0.3114754,0.19461966
1777227468057000,0.2923077,0.19460821
1777227468557000,0.3292683,0.19459245
1777227469057000,0.34666666,0.19456759
1777227469557000,0.2857143,0.19455104
1777227470057000,0.28787878,0.19453882
1777227470557000,0.30952382,0.19451791
1777227471057000,0.26027396,0.19449504
1777227471557000,0.28985506,0.19449504
1777227472057000,0.31707317,0.19447137
1777227472557000,0.32352942,0.19444694
1777227473057000,0.30864197,0.19443549
1777227473557000,0.3026316,0.19441341
1777227474057000,0.31764707,0.19440119
1777227474557000,0.33333334,0.19437635
1777227475057000,0.28125,0.19435664
1777227475557000,0.28,0.19435664
1777227476057000,0.30864197,0.19433257
1777227476557000,0.30864197,0.19431247
1777227477057000,0.27941176,0.19428723
1777227477557000,0.296875,0.19427422
1777227478057000,0.30864197,0.19426239
1777227478557000,0.30120483,0.19424227
1777227479057000,0.30666667,0.19421783
1777227479557000,0.3030303,0.19420914
1777227480057000,0.2857143,0.1941918
1777227480557000,0.2948718,0.19416814
1777227481057000,0.34285715,0.19418392
1777227481557000,0.2647059,0.1941575
1777227482057000,0.32911393,0.19414447
1777227482557000,0.28915662,0.19412239
