timestamp,airspeed_timestamp_rel,airspeed_validated_timestamp_rel,distance_sensor_timestamp_rel,optical_flow_timestamp_rel,vehicle_air_data_timestamp_rel,vehicle_magnetometer_timestamp_rel,visual_odometry_timestamp_rel
1777227356549000,32767,32767,32767,32767,32767,32767,32767
1777227356553000,32767,32767,32767,32767,32767,32767,32767
1777227356557000,32767,32767,32767,32767,32767,32767,32767
1777227356561000,32767,32767,32767,32767,32767,32767,32767
1777227356565000,32767,32767,32767,32767,32767,32767,32767
1777227356569000,32767,32767,32767,32767,32767,32767,32767
1777227356573000,32767,32767,32767,32767,32767,32767,32767
1777227356577000,32767,32767,32767,32767,32767,32767,32767
1777227356581000,32767,32767,32767,32767,32767,32767,32767
1777227356585000,32767,32767,32767,32767,-40,32767,32767
1777227356589000,32767,32767,32767,32767,32767,32767,32767
1777227356593000,32767,32767,32767,32767,32767,32767,32767
1777227356597000,32767,32767,32767,32767,32767,32767,32767
1777227356601000,32767,32767,32767,32767,32767,32767,32767
1777227356605000,32767,32767,32767,32767,32767,32767,32767
1777227356609000,32767,32767,32767,32767,32767,32767,32767
1777227356613000,32767,32767,32767,32767,32767,32767,32767
1777227356617000,32767,32767,32767,32767,32767,32767,32767
1777227356621000,32767,32767,32767,32767,32767,32767,32767
1777227356625000,32767,32767,32767,32767,32767,32767,32767
1777227356629000,32767,32767,32767,32767,32767,32767,32767
1777227356633000,32767,32767,32767,32767,0,32767,32767
1777227356637000,32767,32767,32767,32767,32767,0,32767
1777227356641000,32767,32767,32767,32767,32767,0,32767
1777227356645000,32767,32767,32767,32767,32767,32767,32767
1777227356649000,32767,32767,32767,32767,32767,32767,32767
1777227356653000,32767,32767,32767,32767,32767,32767,32767
1777227356657000,32767,32767,32767,32767,32767,32767,32767
1777227356661000,32767,32767,32767,32767,32767,32767,32767
1777227356665000,32767,32767,32767,32767,32767,32767,32767
1777227356669000,32767,32767,32767,32767,32767,32767,32767
1777227356673000,32767,32767,32767,32767,32767,32767,32767
1777227356677000,32767,32767,32767,32767,32767,32767,32767
1777227356681000,32767,32767,32767,32767,32767,32767,32767
1777227356685000,32767,32767,32767,32767,32767,32767,32767
1777227356689000,32767,32767,32767,32767,-40,32767,32767
1777227356693000,32767,32767,32767,32767,32767,32767,32767
1777227356697000,32767,32767,32767,32767,32767,32767,32767
1777227356701000,32767,32767,32767,32767,32767,32767,32767
1777227356705000,32767,32767,32767,32767,32767,32767,32767
1777227356709000,32767,32767,32767,32767,32767,32767,32767
1777227356713000,32767,32767,32767,32767,32767,32767,32767
1777227356717000,32767,32767,32767,32767,32767,32767,32767
1777227356721000,32767,32767,32767,32767,32767,32767,32767
1777227356725000,32767,32767,32767,32767,32767,32767,32767
1777227356729000,32767,32767,32767,32767,32767,32767,32767
1777227356733000,32767,32767,32767,32767,32767,32767,32767
1777227356737000,32767,32767,32767,32767,32767,32767,32767
1777227356741000,32767,32767,32767,32767,-40,32767,32767
1777227356745000,32767,32767,32767,32767,32767,32767,32767
1777227356749000,32767,32767,32767,32767,32767,32767,32767
1777227356753000,32767,32767,32767,32767,32767,32767,32767
1777227356757000,32767,32767,32767,32767,32767,32767,32767
1777227356761000,32767,32767,32767,32767,32767,32767,32767
1777227356765000,32767,32767,32767,32767,32767,32767,32767
1777227356769000,32767,32767,32767,32767,32767,32767,32767
1777227356773000,32767,32767,32767,32767,32767,0,32767
