timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
1777227357369000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03837478,0.0074475766,7.7646785e-11,-0.00028730388,-0.021164572,-9.802532,0.00029827407,-0.002705772,0.00083090615,0.0013305013,0.0014840097,0.0008572279,3.6007783e-05,0.0001051788,1.491963e-05,0.0,0.0
1777227358369000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.0381568,0.00742364,5.260837e-11,0.010821791,-0.01972805,-9.805501,0.0020453078,8.5221174e-05,0.0012783174,0.0010504833,0.0011102702,0.0009071885,5.2121773e-05,2.5028703e-05,3.0521078e-05,0.0,0.0
1777227359369000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.037690233,0.0077332635,5.1867823e-11,-0.0071826046,-0.016567705,-9.803106,0.0018322548,0.0004900217,-0.0009800433,0.0010867299,0.00056553906,0.0014832843,3.0002859e-05,5.6170138e-05,3.4532557e-05,0.0,0.0
1777227360369000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03847209,0.007977524,7.679267e-11,-0.002106898,-0.016376168,-9.815844,-0.00010652642,-0.00027696887,0.0022796658,0.001328113,0.001008237,0.001262858,4.1632546e-05,5.4047134e-05,4.9328308e-05,0.0,0.0
1777227361369000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.042034116,0.0077420166,1.3712334e-10,-0.0061291563,0.009193922,-10.768928,0.015616777,-0.0021092237,-0.0016618124,0.0014268787,0.001915358,0.0014277585,8.262016e-05,3.2707438e-05,4.3720556e-05,0.0,0.0
1777227362369000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.04532286,0.007941661,7.72642e-11,0.0063206926,0.019536868,-10.499628,0.0032810145,-0.001257012,-0.0014274542,0.0011153336,0.0016683955,0.0022953083,5.467505e-05,3.5270168e-05,5.2997457e-05,0.0,0.0
1777227363369000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.04117406,0.00839757,1.2702199e-10,0.0002873044,0.036008965,-9.903951,-0.0035153728,0.001917476,0.0041758367,0.00030491492,0.00089540816,0.0018017816,8.168112e-05,0.000108939676,3.573827e-05,0.0,0.0
1777227364369000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.041028343,0.007917392,4.605113e-11,0.019728223,0.020973377,-9.859131,-0.0035792885,0.0036432045,0.0017470339,0.0012225258,0.0012015078,0.0026167238,2.9043962e-05,2.1671622e-05,2.9965979e-05,0.0,0.0
1777227365369000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.040843427,0.008666298,1.363738e-10,-0.0044053313,0.02039877,-9.836913,-0.0009800433,0.0049641323,0.001896171,0.0019492734,0.0012277039,0.0016288453,4.524212e-05,0.00019139436,7.236829e-05,0.0,0.0
1777227366369000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.042894937,0.008841313,1.1159226e-10,0.012928689,0.015035758,-9.797648,0.00515588,0.00029827424,-0.0019174761,0.00069694023,0.00088109676,0.0015822373,0.00012760979,3.5038483e-05,5.9765523e-05,0.0,0.0
1777227367369000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.043893974,0.007891118,8.916408e-11,-0.005363012,0.0070870076,-9.80349,0.003685815,-0.0023648872,0.00017044223,0.0016376327,0.00084859517,0.0016201825,4.917227e-05,0.000107995926,2.6353568e-05,0.0,0.0
1777227368369000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.04457442,0.008395956,1.250043e-10,-0.013024457,0.00095785194,-9.816514,-0.00051132706,-0.00087351707,0.0034301516,0.0014541068,0.0009032994,0.0014594885,8.117236e-05,0.00012967037,3.116129e-05,0.0,0.0
1777227369369000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.04416187,0.008274837,6.5736076e-11,-0.010151415,-0.0147480965,-10.648452,0.0023861923,-0.00070307456,-0.00046871637,0.000697074,0.0013273295,0.018952109,3.473209e-05,4.890749e-05,4.8141505e-05,0.0,0.0
