timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
1777227357417000,1777227357417000,197388,0.21932642,0.018635608,0.4271226,0.0,0
1777227358417000,1777227358417000,197388,0.2100461,0.0047718384,0.4267651,0.0,0
1777227359417000,1777227359417000,197388,0.21242392,0.0038276822,0.4268022,0.0,0
1777227360417000,1777227360417000,197388,0.2162882,0.0019328998,0.43025586,0.0,0
1777227361417000,1777227361417000,197388,0.20832376,0.0060213334,0.4352868,0.0,0
1777227362417000,1777227362417000,197388,0.21600665,0.0143293105,0.4314888,0.0,0
1777227363417000,1777227363417000,197388,0.22502129,0.018830368,0.43117929,0.0,0
1777227364417000,1777227364417000,197388,0.213898,0.019382121,0.4270831,0.0,0
1777227365417000,1777227365417000,197388,0.21588148,0.012020058,0.43149048,0.0,0
1777227366417000,1777227366417000,197388,0.2158871,0.014362318,0.424725,0.0,0
1777227367417000,1777227367417000,197388,0.22047229,0.026898617,0.42941463,0.0,0
1777227368417000,1777227368417000,197388,0.22088619,0.0029936335,0.42961386,0.0,0
1777227369417000,1777227369417000,197388,0.21247879,0.014907513,0.42595163,0.0,0
1777227370413000,1777227370413000,197388,0.2169108,0.007739748,0.43559313,0.0,0
1777227371417000,1777227371417000,197388,0.23062482,0.013867424,0.42230606,0.0,0
1777227372417000,1777227372417000,197388,0.34507105,0.0097152,0.3375562,0.0,0
1777227373417000,1777227373417000,197388,0.31217748,0.015199348,0.37526065,0.0,0
1777227374417000,1777227374417000,197388,0.21014477,0.024755675,0.42890996,0.0,0
1777227375417000,1777227375417000,197388,0.21664943,0.011665745,0.43888414,0.0,0
1777227376417000,1777227376417000,197388,0.22690707,0.003731051,0.41883293,0.0,0
1777227377417000,1777227377417000,197388,0.23307295,0.012660131,0.41964442,0.0,0
1777227378417000,1777227378417000,197388,0.22874014,0.019389244,0.4157721,0.0,0
1777227379417000,1777227379417000,197388,0.22979936,0.006839898,0.41985083,0.0,0
1777227380417000,1777227380417000,197388,0.23265329,0.015093886,0.42703828,0.0,0
1777227381417000,1777227381417000,197388,0.23960711,0.013581998,0.41669795,0.0,0
1777227382417000,1777227382417000,197388,0.22652012,0.0044482187,0.42145157,0.0,0
1777227383417000,1777227383417000,197388,0.22759277,0.010090794,0.42298415,0.0,0
1777227384417000,1777227384417000,197388,0.22271016,0.011745664,0.42064622,0.0,0
1777227385413000,1777227385413000,197388,0.23918313,0.014325122,0.4312061,0.0,0
1777227386413000,1777227386413000,197388,0.21741863,0.0044600903,0.41507995,0.0,0
1777227387417000,1777227387417000,197388,0.23408696,0.004461051,0.42766127,0.0,0
1777227388417000,1777227388417000,197388,0.23627295,0.016802564,0.42461902,0.0,0
1777227389417000,1777227389417000,197388,0.22813344,0.011541042,0.4312108,0.0,0
1777227390413000,1777227390413000,197388,0.23942792,0.009278688,0.4282511,0.0,0
1777227391417000,1777227391417000,197388,0.22322118,-0.0022050512,0.43117455,0.0,0
1777227392413000,1777227392413000,197388,0.22905388,0.009117677,0.42599007,0.0,0
1777227393417000,1777227393417000,197388,0.22797556,0.0047625313,0.4203657,0.0,0
1777227394417000,1777227394417000,197388,0.22771731,0.004999307,0.41725987,0.0,0
1777227395413000,1777227395413000,197388,0.22765608,0.009553035,0.42333093,0.0,0
1777227396417000,1777227396417000,197388,0.22202502,0.017541524,0.42781064,0.0,0
1777227397417000,1777227397417000,197388,0.22686203,0.008619175,0.42442486,0.0,0
1777227398417000,1777227398417000,197388,0.22265953,0.0080495365,0.42479542,0.0,0
1777227399417000,1777227399417000,197388,0.22804978,0.008200388,0.4219417,0.0,0
1777227400417000,1777227400417000,197388,0.22358984,0.02094936,0.4145148,0.0,0
1777227401417000,1777227401417000,197388,0.15072957,0.012239916,0.46204114,0.0,0
1777227402417000,1777227402417000,197388,0.14630653,0.0010365812,0.45687458,0.0,0
1777227403417000,1777227403417000,197388,0.18370059,0.008275158,0.44425538,0.0,0
1777227404417000,1777227404417000,197388,0.20791002,0.0082718795,0.42523822,0.0,0
1777227405417000,1777227405417000,197388,0.21577904,0.0057173683,0.42897552,0.0,0
1777227406417000,1777227406417000,197388,0.20351581,0.000925018,0.4283552,0.0,0
1777227407417000,1777227407417000,197388,0.21449238,0.01251878,0.43116245,0.0,0
1777227408417000,1777227408417000,197388,0.22014758,0.006788975,0.43300232,0.0,0
1777227409417000,1777227409417000,197388,0.21420641,0.0052349376,0.4301468,0.0,0
1777227410417000,1777227410417000,197388,0.21683924,0.018132368,0.42323986,0.0,0
1777227411417000,1777227411417000,197388,0.20784189,0.009729582,0.4238627,0.0,0
1777227412417000,1777227412417000,197388,0.21697804,0.014705746,0.4319257,0.0,0
1777227413413000,1777227413413000,197388,0.21893926,0.012568145,0.43480688,0.0,0
1777227414417000,1777227414417000,197388,0.21385969,0.0069553484,0.43075082,0.0,0
1777227415417000,1777227415417000,197388,0.21904108,-0.0020706006,0.43257552,0.0,0
1777227416417000,1777227416417000,197388,0.20927781,0.0047129453,0.43015084,0.0,0
1777227417417000,1777227417417000,197388,0.21620192,0.0035838678,0.4217281,0.0,0
1777227418413000,1777227418413000,197388,0.21973053,0.015322945,0.43360034,0.0,0
1777227419417000,1777227419417000,197388,0.14250423,0.005996467,0.45890337,0.0,0
1777227420413000,1777227420413000,197388,0.05379119,-0.021896897,0.4683225,0.0,0
1777227421417000,1777227421417000,197388,0.08249609,-0.15339316,0.4539235,0.0,0
1777227422417000,1777227422417000,197388,-0.12324908,-0.19514278,0.42146736,0.0,0
1777227423417000,1777227423417000,197388,-0.20150459,-0.061654348,0.43575844,0.0,0
1777227424413000,1777227424413000,197388,-0.18772049,-0.012694611,0.44263303,0.0,0
1777227425417000,1777227425417000,197388,-0.19741909,-0.012724089,0.44056872,0.0,0
1777227426417000,1777227426417000,197388,-0.19445439,-0.012925547,0.44831213,0.0,0
1777227427417000,1777227427417000,197388,-0.18993384,-0.024666555,0.42913762,0.0,0
1777227428417000,1777227428417000,197388,-0.20967165,-0.02071981,0.4344929,0.0,0
1777227429413000,1777227429413000,197388,-0.21405303,-0.01118021,0.4348718,0.0,0
1777227430417000,1777227430417000,197388,-0.20685726,-0.0095425,0.437671,0.0,0
1777227431417000,1777227431417000,197388,-0.19312489,-0.017811982,0.4278436,0.0,0
1777227432413000,1777227432413000,197388,-0.19676088,-0.014449242,0.43258575,0.0,0
1777227433417000,1777227433417000,197388,-0.20205618,-0.0040190527,0.4353105,0.0,0
1777227434417000,1777227434417000,197388,-0.20884725,-0.012171367,0.4372828,0.0,0
1777227435417000,1777227435417000,197388,-0.19825771,-0.019224634,0.4395391,0.0,0
1777227436417000,1777227436417000,197388,-0.20141348,-0.009469424,0.4367357,0.0,0
1777227437417000,1777227437417000,197388,-0.20197299,-0.011487064,0.44464573,0.0,0
1777227438417000,1777227438417000,197388,-0.19746874,-0.0124495635,0.43460992,0.0,0
1777227439417000,1777227439417000,197388,-0.20636788,-0.015606242,0.44535643,0.0,0
1777227440417000,1777227440417000,197388,-0.20359202,-0.009498145,0.4355821,0.0,0
1777227441417000,1777227441417000,197388,-0.20249629,-0.01360092,0.4210113,0.0,0
1777227442417000,1777227442417000,197388,-0.20154762,-0.013891445,0.4359764,0.0,0
1777227443417000,1777227443417000,197388,-0.19631885,-0.018230809,0.4328094,0.0,0
1777227444417000,1777227444417000,197388,-0.20975056,-0.015107731,0.4306963,0.0,0
1777227445417000,1777227445417000,197388,-0.19968078,-0.0040129786,0.43700692,0.0,0
1777227446417000,1777227446417000,197388,-0.19644849,-0.014442024,0.43997273,0.0,0
1777227447417000,1777227447417000,197388,-0.20090975,-0.015714366,0.4363503,0.0,0
1777227448417000,1777227448417000,197388,-0.25290135,-0.014871791,0.40444228,0.0,0
1777227449417000,1777227449417000,197388,-0.2854952,-0.015093915,0.3795818,0.0,0
1777227450417000,1777227450417000,197388,-0.25706795,-0.016120855,0.3960813,0.0,0
1777227451417000,1777227451417000,197388,-0.23231901,-0.026283778,0.41325995,0.0,0
1777227452417000,1777227452417000,197388,-0.19230253,-0.08114749,0.42448178,0.0,0
1777227453417000,1777227453417000,197388,-0.088906676,-0.19219734,0.4255063,0.0,0
1777227454417000,1777227454417000,197388,0.12263685,-0.17875804,0.41862825,0.0,0
1777227455417000,1777227455417000,197388,0.20773636,-0.07029835,0.4270184,0.0,0
1777227456417000,1777227456417000,197388,0.22574322,0.015484599,0.43063155,0.0,0
1777227457413000,1777227457413000,197388,0.22002362,0.012575823,0.4299515,0.0,0
1777227458417000,1777227458417000,197388,0.21710573,0.005804927,0.42915627,0.0,0
1777227459417000,1777227459417000,197388,0.22092247,0.009944404,0.4297625,0.0,0
1777227460413000,1777227460413000,197388,0.20988034,0.003007492,0.4229172,0.0,0
1777227461417000,1777227461417000,197388,0.21490158,0.008140032,0.43123814,0.0,0
1777227462417000,1777227462417000,197388,0.20671701,0.010648043,0.42314234,0.0,0
1777227463417000,1777227463417000,197388,0.2221547,0.008849639,0.42432755,0.0,0
1777227464417000,1777227464417000,197388,0.21070379,0.0072767786,0.43729264,0.0,0
1777227465413000,1777227465413000,197388,0.21898024,0.017921299,0.427703,0.0,0
1777227466417000,1777227466417000,197388,0.2242389,0.014851074,0.44212165,0.0,0
1777227467417000,1777227467417000,197388,0.21478863,0.007992685,0.4227027,0.0,0
1777227468417000,1777227468417000,197388,0.21046542,0.015978457,0.43190688,0.0,0
1777227469417000,1777227469417000,197388,0.2147636,0.016398491,0.4268354,0.0,0
1777227470417000,1777227470417000,197388,0.20955476,0.00776611,0.4214324,0.0,0
1777227471413000,1777227471413000,197388,0.2164905,0.012398072,0.42706907,0.0,0
1777227472417000,1777227472417000,197388,0.21502697,0.007564269,0.43489057,0.0,0
1777227473413000,1777227473413000,197388,0.21564077,0.013015117,0.43481085,0.0,0
1777227474413000,1777227474413000,197388,0.20834899,0.021166012,0.42527783,0.0,0
1777227475417000,1777227475417000,197388,0.2193996,0.021151349,0.4275522,0.0,0
1777227476417000,1777227476417000,197388,0.21263415,0.0138091985,0.43534008,0.0,0
1777227477417000,1777227477417000,197388,0.21435449,0.008444099,0.43587318,0.0,0
1777227478417000,1777227478417000,197388,0.20819712,0.02064922,0.42813072,0.0,0
1777227479417000,1777227479417000,197388,0.2170513,0.016870646,0.42943117,0.0,0
1777227480417000,1777227480417000,197388,0.21261157,0.014209361,0.4256704,0.0,0
1777227481417000,1777227481417000,197388,0.21401894,0.015771812,0.4344493,0.0,0
1777227482417000,1777227482417000,197388,0.21961035,0.01493254,0.42510793,0.0,0
