timestamp,control_power[0],control_power[1],control_power[2]
1777227356221000,2.7613517e-06,4.2947577e-06,5.5818994e-08
1777227356721000,3.6641184e-06,4.3499763e-06,1.6759869e-07
1777227357221000,3.467073e-06,3.4621455e-06,1.7846438e-07
1777227357721000,2.9801045e-06,4.269473e-06,4.4224155e-08
1777227358221000,4.7651674e-06,5.283915e-06,7.177695e-08
1777227358721000,3.7736274e-06,3.0100994e-06,1.5341092e-07
1777227359221000,4.3732066e-06,5.569911e-06,5.87915e-07
1777227359721000,7.2419393e-06,4.2906418e-06,5.414209e-08
1777227360221000,1.8776855e-05,4.4048434e-06,1.8734858e-07
1777227360721000,3.6759106e-05,7.3681485e-06,7.260976e-08
1777227361221000,1.2683699e-05,9.610522e-06,2.594521e-07
1777227361721000,7.3396445e-06,8.387394e-06,1.4992415e-07
1777227362221000,5.9618774e-06,1.1560868e-05,1.4454466e-07
1777227362721000,5.1848365e-06,8.065909e-06,9.1649e-08
1777227363221000,5.7121597e-06,9.941838e-06,7.653869e-08
1777227363721000,6.049378e-06,6.9155394e-06,1.787437e-07
1777227364221000,6.892926e-06,1.5079893e-05,1.4843349e-07
1777227364721000,4.5966617e-06,5.6910317e-06,5.5211995e-08
1777227365221000,8.734711e-06,6.788188e-06,2.5285183e-07
1777227365721000,5.696495e-06,1.6598167e-05,2.5796783e-07
1777227366221000,7.111887e-06,1.4968405e-05,1.1966236e-07
1777227366721000,9.380867e-06,9.340087e-06,3.174302e-07
1777227367221000,7.66179e-06,7.4253476e-06,4.346182e-08
1777227367721000,5.5324567e-06,4.8131346e-06,3.1650518e-07
1777227368221000,6.1711776e-06,7.189887e-06,2.7093233e-07
1777227368721000,7.786507e-06,7.595277e-06,1.2409932e-07
1777227369221000,2.8421405e-06,9.604432e-06,3.0888617e-07
1777227369721000,4.459466e-06,5.5253604e-06,4.7711204e-08
1777227370221000,5.3722074e-06,1.26026725e-05,2.0552834e-07
1777227370721000,7.047121e-06,8.3551095e-06,2.4621022e-07
1777227371221000,3.6013244e-06,9.093091e-06,8.9418805e-08
1777227371721000,7.26497e-06,2.8651117e-05,9.481661e-06
1777227372221000,5.567384e-06,3.27515e-05,6.320193e-06
1777227372721000,5.276763e-06,1.7854583e-05,7.828605e-07
1777227373221000,5.202097e-06,3.9594717e-05,5.4561764e-07
1777227373721000,4.0906316e-06,1.6720434e-05,7.5117435e-07
1777227374221000,6.0176403e-06,2.758519e-05,3.1340392e-07
1777227374721000,5.362633e-06,2.103382e-05,4.912663e-07
1777227375221000,4.733351e-06,1.5154957e-05,6.6221716e-08
1777227375721000,6.928087e-06,3.1313768e-05,1.0927984e-07
1777227376221000,5.428068e-06,2.669642e-05,2.6450735e-07
1777227376721000,4.539633e-06,2.616669e-05,6.183237e-07
1777227377221000,6.2141967e-06,2.0861109e-05,8.456725e-07
1777227377721000,5.753384e-06,2.7147278e-05,2.6586932e-07
1777227378221000,6.53701e-06,1.5515096e-05,1.2114752e-07
1777227378721000,4.8254933e-06,1.7527836e-05,1.7544659e-07
1777227379221000,4.902889e-06,1.8907465e-05,1.4265123e-07
1777227379721000,8.773159e-06,2.1772497e-05,2.767205e-07
1777227380221000,6.3070606e-06,1.8599081e-05,3.618789e-07
1777227380721000,8.309711e-06,1.9584795e-05,1.9872544e-07
1777227381221000,5.0682156e-06,2.1553673e-05,5.1596663e-07
1777227381721000,6.905509e-06,1.9513076e-05,2.5846995e-07
1777227382221000,5.4505763e-06,1.844175e-05,2.6070396e-07
1777227382721000,5.2772034e-06,1.8191067e-05,4.860129e-07
1777227383221000,4.4865665e-06,1.9570301e-05,5.756626e-08
1777227383721000,5.466547e-06,1.9481147e-05,1.65907e-07
1777227384221000,6.3245643e-06,2.306353e-05,2.1010527e-07
1777227384721000,6.6115203e-06,2.1198068e-05,1.3545957e-07
1777227385221000,4.026148e-06,2.2994138e-05,4.472405e-08
1777227385721000,7.052607e-06,2.5001978e-05,7.577096e-08
1777227386221000,8.734499e-06,2.0462427e-05,2.3368669e-07
1777227386721000,5.4609086e-06,1.7959308e-05,3.8401993e-07
1777227387221000,7.868676e-06,1.7189248e-05,1.9587694e-07
1777227387721000,5.7004786e-06,2.2212998e-05,3.7614745e-07
1777227388221000,3.8015896e-06,1.7143995e-05,1.5554026e-07
1777227388721000,3.804968e-06,1.887374e-05,1.9121379e-07
1777227389221000,3.5671192e-06,2.528773e-05,1.7534263e-07
1777227389721000,4.4915437e-06,2.139179e-05,3.1155614e-07
1777227390221000,6.6960183e-06,1.6155022e-05,5.268259e-07
1777227390721000,6.808409e-06,1.8058714e-05,5.249489e-07
1777227391221000,6.325496e-06,1.802206e-05,3.0490443e-07
1777227391721000,7.2004937e-06,3.0175677e-05,2.27434e-07
1777227392221000,4.4271374e-06,2.3891376e-05,2.3666637e-07
1777227392721000,3.9385404e-06,1.8341205e-05,1.3251325e-07
1777227393221000,5.3148456e-06,2.3823413e-05,1.1285199e-07
1777227393721000,6.527456e-06,1.9648203e-05,3.0122717e-07
1777227394221000,6.5305658e-06,2.013066e-05,1.4415008e-07
1777227394721000,6.4848514e-06,1.81245e-05,1.6114731e-07
1777227395221000,6.9694534e-06,2.0479534e-05,4.000411e-07
1777227395721000,6.7989477e-06,1.9336394e-05,2.9661118e-07
1777227396221000,5.002728e-06,1.7059669e-05,4.2462818e-07
1777227396721000,5.986143e-06,1.3417121e-05,7.702171e-08
1777227397221000,8.234925e-06,2.1321395e-05,1.3919761e-07
1777227397721000,3.6825452e-06,1.9488603e-05,1.1576564e-07
1777227398221000,9.620793e-06,1.9697221e-05,7.411091e-08
1777227398721000,4.2372553e-06,1.8744457e-05,1.257906e-07
1777227399221000,6.0586613e-06,1.5766556e-05,2.1944804e-07
1777227399721000,3.840322e-06,2.2250239e-05,4.231258e-07
1777227400221000,5.228611e-06,1.6500933e-05,6.550751e-08
1777227400721000,4.8923625e-06,3.1216478e-05,4.4899924e-08
1777227401221000,6.8240756e-06,1.8552115e-05,2.2749934e-07
1777227401721000,6.203427e-06,1.4077265e-05,1.1664995e-07
1777227402221000,4.6968526e-06,1.9881169e-05,4.3744916e-07
1777227402721000,4.66315e-06,1.19999795e-05,4.2345403e-07
1777227403221000,8.438642e-06,1.3123941e-05,7.4352835e-07
1777227403721000,7.850254e-06,7.779188e-06,2.3301466e-06
1777227404221000,5.677713e-06,6.855173e-06,5.103993e-07
1777227404721000,3.6663598e-06,1.0685309e-05,2.8591532e-07
1777227405221000,4.877815e-06,1.4536167e-05,1.0654997e-07
1777227405721000,3.883049e-06,5.6840854e-06,9.3781026e-08
1777227406221000,4.356983e-06,1.6084845e-05,8.2552994e-08
1777227406721000,3.5373253e-06,7.5831636e-06,8.152755e-08
1777227407221000,7.5413122e-06,1.4229798e-05,8.481249e-08
1777227407721000,4.155044e-06,1.0522362e-05,2.8775543e-07
1777227408221000,4.3444893e-06,1.10171595e-05,1.0325226e-07
1777227408721000,7.4389054e-06,1.2008285e-05,5.3020948e-08
1777227409221000,5.5858504e-06,9.117893e-06,9.193536e-08
1777227409721000,3.2260384e-06,3.6964266e-06,9.203588e-08
1777227410221000,3.0315507e-06,6.935768e-06,1.2289479e-07
1777227410721000,5.692958e-06,8.200897e-06,9.253316e-08
1777227411221000,1.1642569e-05,1.0026467e-05,1.0991852e-07
1777227411721000,9.416622e-06,1.2955418e-05,1.4836365e-07
1777227412221000,5.1375555e-06,7.051397e-06,6.14136e-08
1777227412721000,4.2664965e-06,5.003588e-06,4.8700347e-08
1777227413221000,6.8593054e-06,1.4161291e-05,1.0913962e-07
1777227413721000,6.0914176e-06,6.2999716e-06,3.901383e-08
1777227414221000,5.6853905e-06,7.437858e-06,7.11557e-08
1777227414721000,7.050855e-06,4.7162457e-06,1.2071084e-07
1777227415221000,5.181968e-06,6.011799e-06,8.3348006e-08
1777227415721000,7.117624e-06,7.0450437e-06,2.5296228e-07
1777227416221000,5.477824e-06,5.586323e-06,4.6274516e-07
1777227416721000,4.2189167e-06,6.65702e-06,3.8501236e-07
1777227417221000,9.9679255e-06,6.5314507e-06,1.03780415e-07
1777227417721000,8.941741e-06,6.482779e-06,2.3617297e-07
1777227418221000,5.2437517e-06,1.3512623e-05,2.9932033e-07
1777227418721000,5.5104906e-06,5.4276693e-06,1.969993e-07
1777227419221000,1.308605e-05,2.4426903e-05,0.00012391289
1777227419721000,3.9926785e-05,2.5078338e-05,0.000649776
1777227420221000,2.1989326e-05,3.4870984e-05,0.0002634742
1777227420721000,2.8841614e-05,1.4780488e-05,0.00030372833
1777227421221000,0.0001078113,1.3718615e-05,0.0006551611
1777227421721000,4.0851668e-05,1.5252336e-05,0.00024524715
1777227422221000,2.826575e-05,1.6367498e-05,0.00020752783
1777227422721000,9.9854915e-05,1.277607e-05,0.0011834647
1777227423221000,2.6455056e-05,1.8770334e-05,0.00031086928
1777227423721000,1.20980585e-05,1.9553712e-05,0.00018405356
1777227424221000,2.416314e-05,2.2801982e-05,0.00035566892
1777227424721000,2.5526999e-05,2.2133869e-05,0.00033666726
1777227425221000,1.46301845e-05,1.8500185e-05,0.00012850104
1777227425721000,1.3743969e-05,2.5625422e-05,8.2400635e-05
1777227426221000,1.235134e-05,2.0786745e-05,4.7944627e-06
1777227426721000,7.269255e-06,2.1979924e-05,4.3876207e-06
1777227427221000,7.0093115e-06,2.6133159e-05,6.635874e-07
1777227427721000,6.734169e-06,1.9200634e-05,3.1442815e-07
1777227428221000,3.4762418e-06,1.5642934e-05,2.3356122e-07
1777227428721000,5.7855996e-06,2.1842898e-05,2.7811427e-07
1777227429221000,6.328165e-06,1.7648252e-05,1.2973067e-07
