timestamp,tilt_limit,takeoff_state
1777227356549000,0.20943952,2
1777227358085000,0.20943952,4
1777227361093000,0.21103951,5
1777227361101000,0.21263951,5
1777227362093000,0.41103917,5
1777227363093000,0.6110409,5
1777227363965000,0.7853982,5
1777227479669000,0.78379816,3
1777227479677000,0.78219813,3
1777227480661000,0.5853948,3
1777227481661000,0.38539356,3
1777227482541000,0.20943952,1
