timestamp,timestamp_sample,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,hdg_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,mag_inclination_deg,mag_inclination_ref_deg,mag_strength_gs,mag_strength_ref_gs,gps_check_fail_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_height,pre_flt_fail_innov_pos_horiz,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
1777227356549000,1777227356397000,17764060236391,6.0922343e-05,0.0018329555,0.0018121423,0,0.12028387,0.11296329,0.025742862,0.008557096,0.005510386,0.0045148833,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.11603,63.1572,0.4855067,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777227356557000,1777227356405000,17764060236391,6.295289e-05,0.0018227862,0.0018914348,0,0.12068861,0.113213554,0.025742862,0.008557096,0.005510386,0.0045148833,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.11603,63.1572,0.4855067,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777227356565000,1777227356413000,17764060236391,6.499716e-05,0.0018140211,0.001973646,0,0.1210961,0.11346466,0.025742862,0.008557096,0.005510386,0.0045148833,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.11603,63.1572,0.4855067,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777227356573000,1777227356421000,17764060236391,0.00010337632,0.0018040091,0.0020560238,0,0.12150594,0.11371661,0.025742862,0.008557096,0.005510386,0.0045148833,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.11603,63.1572,0.4855067,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777227356581000,1777227356429000,17764060236391,0.00010573163,0.0017991266,0.0021421667,0,0.12191894,0.113969386,0.025742862,0.008557096,0.005510386,0.0045148833,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.11603,63.1572,0.4855067,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777227356589000,1777227356437000,17764060236391,0.00010252868,0.0019032651,0.0016854513,0,0.11968463,0.112649105,0.023806361,0.008553622,0.005532082,0.0046090577,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.280804,63.1572,0.4792181,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777227356597000,1777227356445000,17764060236391,0.000104663144,0.0018843996,0.001739363,0,0.12008528,0.11289826,0.023806361,0.008553622,0.005532082,0.0046090577,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.280804,63.1572,0.4792181,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777227356605000,1777227356453000,17764060236391,0.000106774285,0.0018660029,0.0017908379,0,0.120488666,0.11308967,0.023806361,0.008553622,0.005532082,0.004591047,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.280804,63.1572,0.4792181,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777227356621000,1777227356469000,17764060236391,0.00011091318,0.0018405227,0.0019419356,0,0.12130367,0.1135919,0.023806361,0.008553622,0.005532082,0.004591047,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.280804,63.1572,0.4792181,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777227356629000,1777227356477000,17764060236391,0.00011294064,0.0018318658,0.0020258997,0,0.12171531,0.11384427,0.023806361,0.008553622,0.005532082,0.004591047,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.280804,63.1572,0.4792181,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777227356637000,1777227356485000,17764060236391,0.000114916664,0.0018233708,0.0021128608,0,0.1221297,0.11409747,0.023806361,0.008553622,0.005532082,0.004591047,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.280804,63.1572,0.4792181,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777227356645000,1777227356493000,17764060236391,0.00011719122,0.0020928227,0.0020470703,0,0.11988268,0.11277208,0.023806361,0.008516057,0.0052763945,0.0046449825,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.280804,63.1572,0.4792181,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777227356661000,1777227356509000,17764060236391,0.000184795,0.0021476022,0.002184282,0,0.12068713,0.113213524,0.023161484,0.008516057,0.0052763945,0.0045921765,nan,nan,nan,0.0,1310988,1310988,6620172,197388,62.778664,63.1572,0.48632875,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777227356669000,1777227356517000,17764060236391,0.00018656474,0.0021237324,0.0022378538,0,0.121094555,0.11346463,0.023161484,0.008516057,0.0052763945,0.0045921765,nan,nan,nan,0.0,1310988,1310988,6620172,197388,62.778664,63.1572,0.48632875,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777227356677000,1777227356525000,17764060236391,0.00018484256,0.0021037564,0.0022974084,0,0.121504754,0.11371657,0.023161484,0.008516057,0.0052763945,0.0045921765,nan,nan,nan,0.0,1310988,1310988,6620172,197388,62.778664,63.1572,0.48632875,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777227356685000,1777227356533000,17764060236391,0.00018305861,0.0020859828,0.002362707,0,0.1219177,0.113969356,0.023161484,0.008516057,0.0052763945,0.0045921765,nan,nan,nan,0.0,1310988,1310988,6620172,197388,62.778664,63.1572,0.48632875,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777227356701000,1777227356549000,17764060236391,0.00017842044,0.0023177718,0.0025527591,0,0.120086424,0.11289823,0.023161484,0.008448485,0.005296111,0.00447118,nan,nan,nan,0.0,1310988,1310988,6620172,197388,62.778664,63.1572,0.48632875,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777227356709000,1777227356557000,17764060236391,0.00017639656,0.0022856186,0.0025583294,0,0.12048982,0.11308964,0.023161484,0.008448485,0.005296111,0.00449855,nan,nan,nan,0.0,1310988,1310988,6620172,197388,62.778664,63.1572,0.48632875,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777227356717000,1777227356565000,17764060236391,0.00017430798,0.0022566551,0.0025881657,0,0.12089597,0.11334034,0.023161484,0.008448485,0.005296111,0.00449855,nan,nan,nan,0.0,1310988,1310988,6620172,197388,62.778664,63.1572,0.48632875,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777227356725000,1777227356573000,17764060236391,0.00016310543,0.0022252586,0.002620058,0,0.12130248,0.11359187,0.021807836,0.008448485,0.005296111,0.00449855,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.389828,63.1572,0.48162577,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777227356741000,1777227356589000,17764060236391,0.00015660802,0.0021801179,0.0026997442,0,0.122128434,0.11409744,0.021807836,0.008448485,0.005296111,0.00449855,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.389828,63.1572,0.48162577,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
1777227356749000,1777227356597000,17764060236391,0.00015436293,0.0023679368,0.0025453065,0,0.1198816,0.11277205,0.021807836,0.008365389,0.0050476813,0.004506168,nan,nan,nan,0.0,1310988,1310988,6620172,197388,63.389828,63.1572,0.48162577,0.48238713,0,959,2,1,3,2,2,0,0,0,0,0,0,0,0
