timestamp,timestamp_sample,information_event_changes,gps_checks_passed,reset_vel_to_gps,reset_vel_to_flow,reset_vel_to_vision,reset_vel_to_zero,reset_pos_to_last_known,reset_pos_to_gps,reset_pos_to_vision,starting_gps_fusion,starting_vision_pos_fusion,starting_vision_vel_fusion,starting_vision_yaw_fusion,yaw_aligned_to_imu_gps,reset_hgt_to_baro,reset_hgt_to_gps,reset_hgt_to_rng,reset_hgt_to_ev
1777227356045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227357045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227358045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227359045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227360045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227361045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227362045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227363045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227364045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227365045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227366045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227367045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227368045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227369045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227370045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227371045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227372045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227373045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227374045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227375045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227376045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227377045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227378045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227379045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227380045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227381045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227382045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227383045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227384045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227385045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227386045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227387045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227388045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227389045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227390045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227391045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227392045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227393045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227394045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227395045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227396045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227397045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227398045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227399045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227400045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227401045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227402045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227403045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227404045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227405045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227406045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227407045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227408045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227409045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227410045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227411045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227412045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227413045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227414045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227415045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227416045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227417045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227418045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227419045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227420045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227421045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227422045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227423045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227424045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227425045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227426045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227427045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227428045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227429045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227430045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227431045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227432045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227433045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227434045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227435045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227436045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227437045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227438045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227439045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227440045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227441045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227442045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227443045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227444045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227445045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227446045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227447045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227448045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227449045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227450045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227451045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227452045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227453045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227454045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227455045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227456045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227457045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227458045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227459045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
1777227460045000,1777227106893000,3,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
