timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_pressure_pa,ambient_temperature,rho,temperature_source,calibration_count
1777227356529000,1777227356505000,6620172,488.1075,95597.97,15.0,1.1555716,0,2
1777227356581000,1777227356557000,6620172,488.06055,95598.47,15.0,1.1555775,0,2
1777227356633000,1777227356609000,6620172,488.0934,95598.12,15.0,1.1555734,0,2
1777227356685000,1777227356661000,6620172,488.1122,95597.91,15.0,1.1555709,0,2
1777227356737000,1777227356713000,6620172,488.1028,95597.99,15.0,1.1555718,0,2
1777227356789000,1777227356765000,6620172,488.1028,95598.016,15.0,1.155572,0,2
1777227356841000,1777227356817000,6620172,488.0981,95598.03,15.0,1.1555723,0,2
1777227356893000,1777227356869000,6620172,488.05588,95598.58,15.0,1.155579,0,2
1777227356945000,1777227356921000,6620172,488.06525,95598.43,15.0,1.1555772,0,2
1777227356997000,1777227356973000,6620172,488.13098,95597.71,15.0,1.1555685,0,2
1777227357049000,1777227357025000,6620172,488.0934,95598.12,15.0,1.1555734,0,2
1777227357101000,1777227357077000,6620172,488.12158,95597.8,15.0,1.1555696,0,2
1777227357153000,1777227357129000,6620172,488.07935,95598.266,15.0,1.1555752,0,2
1777227357205000,1777227357181000,6620172,488.05588,95598.53,15.0,1.1555784,0,2
1777227357257000,1777227357233000,6620172,488.1028,95597.984,15.0,1.1555718,0,2
1777227357309000,1777227357285000,6620172,488.05118,95598.625,15.0,1.1555794,0,2
1777227357361000,1777227357337000,6620172,488.07935,95598.3,15.0,1.1555756,0,2
1777227357413000,1777227357389000,6620172,488.1169,95597.84,15.0,1.15557,0,2
1777227357465000,1777227357441000,6620172,488.03708,95598.76,15.0,1.1555811,0,2
1777227357517000,1777227357493000,6620172,488.06995,95598.38,15.0,1.1555766,0,2
1777227357569000,1777227357545000,6620172,488.04178,95598.72,15.0,1.1555806,0,2
1777227357621000,1777227357597000,6620172,488.0981,95598.055,15.0,1.1555727,0,2
1777227357673000,1777227357649000,6620172,488.04648,95598.664,15.0,1.1555799,0,2
1777227357725000,1777227357701000,6620172,488.08405,95598.22,15.0,1.1555747,0,2
1777227357777000,1777227357753000,6620172,488.06995,95598.414,15.0,1.155577,0,2
1777227357829000,1777227357805000,6620172,488.1075,95597.945,15.0,1.1555712,0,2
1777227357881000,1777227357857000,6620172,487.99484,95599.24,15.0,1.155587,0,2
1777227357933000,1777227357909000,6620172,488.06525,95598.445,15.0,1.1555774,0,2
1777227357985000,1777227357961000,6620172,488.05588,95598.53,15.0,1.1555784,0,2
1777227358037000,1777227358013000,6620172,488.0934,95598.12,15.0,1.1555734,0,2
1777227358089000,1777227358065000,6620172,488.0136,95599.016,15.0,1.1555842,0,2
1777227358141000,1777227358117000,6620172,488.03708,95598.74,15.0,1.1555809,0,2
1777227358193000,1777227358169000,6620172,488.06055,95598.46,15.0,1.1555775,0,2
1777227358245000,1777227358221000,6620172,488.07935,95598.26,15.0,1.155575,0,2
1777227358297000,1777227358273000,6620172,488.0981,95598.055,15.0,1.1555727,0,2
