timestamp,timestamp_sample,time_last_fuse,device_id,observation,observation_variance,innovation,innovation_filtered,innovation_variance,test_ratio,test_ratio_filtered,estimator_instance,innovation_rejected,fused
1777227356549000,1777227356397000,1777227356397000,0,-488.0578,12.354216,0.029632568,-0.025798917,12.366989,2.8401062e-06,-4.9298174e-06,0,0,1
1777227356605000,1777227356449000,1777227356453000,0,-487.99652,12.354284,-0.031677246,-0.026352672,12.367086,3.2455434e-06,-4.7711537e-06,0,0,1
1777227356653000,1777227356501000,1777227356501000,0,-488.02963,12.354216,0.0015869141,-0.023720682,12.366989,8.14522e-09,-4.3209297e-06,0,0,1
1777227356709000,1777227356553000,1777227356557000,0,-487.98267,12.354284,-0.04574585,-0.025795516,12.367086,6.7685555e-06,-4.551503e-06,0,0,1
1777227356757000,1777227356605000,1777227356605000,0,-488.01593,12.354216,-0.012237549,-0.024518317,12.366989,4.843785e-07,-4.168368e-06,0,0,1
1777227356813000,1777227356657000,1777227356661000,0,-488.03482,12.354284,0.0067749023,-0.021570405,12.367086,1.4845632e-07,-3.7617106e-06,0,0,1
1777227356861000,1777227356709000,1777227356709000,0,-488.02536,12.354216,-0.0025634766,-0.019779896,12.366989,2.1254685e-08,-3.4093487e-06,0,0,1
1777227356917000,1777227356761000,1777227356765000,0,-488.0254,12.354284,-0.002746582,-0.01817531,12.367086,2.4399322e-08,-3.0904766e-06,0,0,1
1777227356965000,1777227356813000,1777227356813000,0,-488.02072,12.354216,-0.0075683594,-0.017176105,12.366989,1.8526761e-07,-2.8167974e-06,0,0,1
1777227357021000,1777227356865000,1777227356869000,0,-487.97855,12.354284,-0.05029297,-0.02029581,12.367086,8.181014e-06,-3.3221222e-06,0,0,1
1777227357069000,1777227356917000,1777227356917000,0,-487.98834,12.354216,-0.040618896,-0.022210304,12.366989,5.3364474e-06,-3.5118776e-06,0,0,1
1777227357125000,1777227356969000,1777227356973000,0,-488.0544,12.354284,0.025299072,-0.017734783,12.367086,2.07015e-06,-2.9860344e-06,0,0,1
1777227357173000,1777227357021000,1777227357021000,0,-488.01663,12.354216,-0.012237549,-0.017216928,12.366989,4.843785e-07,-2.750371e-06,0,0,1
1777227357229000,1777227357073000,1777227357077000,0,-488.0449,12.354284,0.015930176,-0.014094375,12.367086,8.2079316e-07,-2.413957e-06,0,0,1
1777227357277000,1777227357125000,1777227357125000,0,-488.00253,12.354216,-0.02645874,-0.015259135,12.366989,2.2643019e-06,-2.399859e-06,0,0,1
1777227357333000,1777227357177000,1777227357181000,0,-487.97928,12.354284,-0.05001831,-0.01853355,12.367086,8.091903e-06,-2.9360663e-06,0,0,1
1777227357381000,1777227357229000,1777227357229000,0,-488.02664,12.354216,-0.0024414062,-0.017017623,12.366989,1.9278627e-08,-2.6612963e-06,0,0,1
1777227357437000,1777227357281000,1777227357285000,0,-487.97504,12.354284,-0.054107666,-0.020511612,12.367086,9.469133e-06,-3.3026145e-06,0,0,1
