timestamp,time_estimate,safe_time_estimate,valid
1777227355573000,0.0,0.0,0
1777227357613000,0.0,0.0,0
1777227359637000,0.009226722,100.01015,1
1777227361653000,0.1383855,100.15222,1
1777227363669000,1.6480061,101.812805,1
1777227365685000,3.5724893,103.92974,1
1777227367701000,5.5797534,106.137726,1
1777227369717000,7.76556,108.542114,1
1777227371733000,9.231885,110.155075,1
1777227373749000,10.653252,111.718575,1
1777227375765000,28.461756,131.30794,1
1777227377789000,30.377123,133.41484,1
1777227379805000,32.36237,135.5986,1
1777227381821000,34.3701,137.80711,1
1777227383837000,36.368916,140.00581,1
1777227385853000,38.3684,142.20525,1
1777227387869000,40.360893,144.39699,1
1777227389885000,42.357536,146.59329,1
1777227391901000,44.36513,148.80165,1
1777227393917000,46.361477,150.99762,1
1777227395941000,48.366257,153.20288,1
1777227397957000,50.375423,155.41296,1
1777227399973000,52.366383,157.60303,1
1777227402029000,54.121204,159.53333,1
1777227404037000,54.710777,160.18185,1
1777227406053000,54.88678,160.37546,1
1777227408069000,54.971138,160.46826,1
1777227410093000,54.974003,160.4714,1
1777227412109000,54.56144,160.01758,1
1777227414125000,52.59888,157.85876,1
1777227416141000,50.97067,156.06773,1
1777227418157000,50.33349,155.36684,1
1777227420173000,49.787685,154.76645,1
1777227422189000,47.987164,152.78589,1
1777227424205000,46.004944,150.60544,1
1777227426221000,44.03926,148.44319,1
1777227428237000,42.026455,146.2291,1
1777227430253000,40.011246,144.01237,1
1777227432269000,37.992702,141.79198,1
1777227434285000,35.9737,139.57108,1
1777227436301000,33.960636,137.3567,1
1777227438317000,31.946749,135.14142,1
1777227440333000,29.9209,132.913,1
1777227442349000,27.903786,130.69417,1
1777227444365000,25.892267,128.48149,1
1777227446381000,23.879742,126.267715,1
1777227448397000,21.860483,124.04653,1
1777227450413000,20.532698,122.58597,1
1777227452429000,19.138346,121.052185,1
1777227454445000,17.167358,118.884094,1
1777227456461000,15.180054,116.69806,1
1777227458477000,13.166809,114.48349,1
1777227460493000,11.162456,112.2787,1
1777227462509000,9.158813,110.07469,1
1777227464525000,7.167745,107.88452,1
1777227466541000,5.3311768,105.864296,1
1777227468557000,3.9711914,104.36831,1
1777227470573000,2.9869995,103.2857,1
1777227472589000,2.0760498,102.28365,1
1777227474605000,1.1325887,101.24585,1
1777227476621000,0.19116211,100.21028,1
1777227478637000,0.1851298,100.20364,1
1777227480661000,0.0,0.0,0
