timestamp,nav_state,failure
1777227356173000,4,0
1777227356701000,4,0
1777227357205000,4,0
1777227357709000,4,0
1777227358073000,17,0
1777227358577000,17,0
1777227359085000,17,0
1777227359589000,17,0
1777227360093000,17,0
1777227360597000,17,0
1777227361101000,17,0
1777227361605000,17,0
1777227362109000,17,0
1777227362613000,17,0
1777227363117000,17,0
1777227363621000,17,0
1777227364125000,17,0
1777227364629000,17,0
1777227365133000,17,0
1777227365637000,17,0
1777227366141000,17,0
1777227366645000,17,0
1777227367149000,17,0
1777227367653000,17,0
1777227368157000,17,0
1777227368661000,17,0
1777227369165000,17,0
1777227369669000,17,0
1777227370173000,17,0
1777227370677000,17,0
1777227371181000,4,0
1777227371685000,4,0
1777227372189000,4,0
1777227372693000,4,0
1777227373197000,4,0
1777227373701000,4,0
1777227374205000,4,0
1777227374709000,4,0
1777227375213000,4,0
1777227375717000,4,0
1777227376225000,4,0
1777227376729000,4,0
1777227377233000,4,0
1777227377737000,4,0
1777227378241000,4,0
1777227378745000,4,0
1777227379249000,4,0
1777227379753000,4,0
1777227380257000,4,0
1777227380761000,4,0
1777227381265000,4,0
1777227381769000,4,0
1777227382273000,4,0
1777227382777000,4,0
1777227383281000,4,0
1777227383785000,4,0
1777227384289000,4,0
1777227384793000,4,0
1777227385297000,4,0
1777227385801000,4,0
1777227386305000,4,0
1777227386809000,4,0
1777227387313000,4,0
1777227387817000,4,0
1777227388321000,4,0
1777227388825000,4,0
1777227389329000,4,0
1777227389833000,4,0
1777227390337000,4,0
1777227390845000,4,0
1777227391397000,4,0
1777227391901000,4,0
1777227392405000,4,0
1777227392909000,4,0
1777227393421000,4,0
1777227393965000,4,0
1777227394477000,4,0
1777227394981000,4,0
1777227395485000,4,0
1777227395989000,4,0
1777227396493000,4,0
1777227396997000,4,0
1777227397501000,4,0
1777227398005000,4,0
1777227398509000,4,0
1777227399013000,4,0
1777227399517000,4,0
1777227400021000,4,0
1777227400525000,4,0
1777227401029000,4,0
1777227401533000,4,0
1777227402077000,4,0
1777227402581000,4,0
1777227403133000,4,0
1777227403637000,4,0
1777227404141000,4,0
1777227404645000,4,0
1777227405149000,4,0
1777227405653000,4,0
1777227406157000,4,0
1777227406661000,4,0
1777227407165000,4,0
1777227407669000,4,0
1777227408173000,4,0
1777227408677000,4,0
1777227409181000,4,0
1777227409685000,4,0
1777227410189000,4,0
1777227410693000,4,0
1777227410733000,5,0
1777227411253000,5,0
1777227411797000,5,0
1777227412309000,5,0
1777227412861000,5,0
1777227413365000,5,0
1777227413869000,5,0
1777227414373000,5,0
1777227414877000,5,0
1777227415381000,5,0
1777227415885000,5,0
1777227416389000,5,0
1777227416893000,5,0
1777227417397000,5,0
1777227417901000,5,0
1777227418405000,5,0
1777227418909000,5,0
1777227419413000,5,0
1777227419917000,5,0
1777227420421000,5,0
1777227420925000,5,0
1777227421429000,5,0
1777227421933000,5,0
1777227422437000,5,0
1777227422941000,5,0
1777227423445000,5,0
1777227423949000,5,0
1777227424453000,5,0
1777227424957000,5,0
1777227425461000,5,0
1777227425965000,5,0
1777227426469000,5,0
1777227426973000,5,0
1777227427477000,5,0
1777227427981000,5,0
1777227428485000,5,0
1777227428997000,5,0
1777227429501000,5,0
1777227430005000,5,0
1777227430509000,5,0
1777227431013000,5,0
1777227431517000,5,0
1777227432021000,5,0
1777227432525000,5,0
1777227433029000,5,0
1777227433533000,5,0
1777227434037000,5,0
1777227434541000,5,0
1777227435045000,5,0
1777227435549000,5,0
1777227436053000,5,0
1777227436557000,5,0
1777227437061000,5,0
1777227437565000,5,0
1777227438069000,5,0
1777227438573000,5,0
1777227439077000,5,0
1777227439581000,5,0
1777227440085000,5,0
1777227440589000,5,0
1777227441093000,5,0
1777227441597000,5,0
1777227442101000,5,0
1777227442605000,5,0
1777227443109000,5,0
1777227443613000,5,0
1777227444117000,5,0
1777227444621000,5,0
1777227445125000,5,0
1777227445629000,5,0
1777227446133000,5,0
1777227446637000,5,0
1777227447141000,5,0
1777227447645000,5,0
1777227448149000,5,0
1777227448653000,5,0
1777227449157000,5,0
1777227449661000,5,0
1777227450165000,5,0
1777227450669000,5,0
1777227451173000,5,0
1777227451677000,5,0
1777227452181000,5,0
1777227452685000,5,0
1777227453189000,5,0
1777227453693000,5,0
1777227454197000,5,0
1777227454701000,5,0
1777227455205000,5,0
1777227455709000,5,0
1777227456213000,5,0
1777227456717000,5,0
1777227457221000,5,0
1777227457725000,5,0
1777227458229000,5,0
1777227458733000,5,0
1777227459237000,5,0
1777227459741000,5,0
1777227460245000,5,0
1777227460749000,5,0
1777227461253000,5,0
1777227461757000,5,0
1777227462261000,5,0
1777227462765000,5,0
1777227463269000,5,0
1777227463773000,5,0
1777227464277000,5,0
1777227464781000,5,0
1777227465285000,5,0
1777227465789000,5,0
1777227466293000,5,0
1777227466797000,5,0
1777227467301000,5,0
1777227467805000,5,0
1777227468309000,5,0
1777227468813000,5,0
1777227469317000,5,0
1777227469821000,5,0
1777227470325000,5,0
1777227470829000,5,0
1777227471333000,5,0
1777227471837000,5,0
1777227472341000,5,0
1777227472845000,5,0
1777227473349000,5,0
1777227473853000,5,0
1777227474357000,5,0
1777227474861000,5,0
1777227475365000,5,0
1777227475869000,5,0
1777227476373000,5,0
1777227476877000,5,0
1777227477381000,5,0
1777227477885000,5,0
1777227478389000,5,0
1777227478893000,5,0
1777227479397000,5,0
1777227479909000,5,0
1777227480413000,5,0
1777227480917000,5,0
1777227481421000,5,0
1777227481673000,4,0
1777227482177000,4,0
