timestamp,timestamp_sample,gyro_device_id,gyro_bias[0],gyro_bias[1],gyro_bias[2],gyro_bias_limit,gyro_bias_variance[0],gyro_bias_variance[1],gyro_bias_variance[2],accel_device_id,accel_bias[0],accel_bias[1],accel_bias[2],accel_bias_limit,accel_bias_variance[0],accel_bias_variance[1],accel_bias_variance[2],mag_device_id,mag_bias[0],mag_bias[1],mag_bias[2],mag_bias_limit,mag_bias_variance[0],mag_bias_variance[1],mag_bias_variance[2],gyro_bias_valid,gyro_bias_stable,accel_bias_valid,accel_bias_stable,mag_bias_valid,mag_bias_stable
1777227355653000,1777227355501000,1310988,0.0007258465,-0.00012719135,0.0006508529,0.15,1.4590807e-07,1.4578775e-07,3.0144494e-07,1310988,0.00019337184,-0.0064270194,0.009729923,0.4,0.00015339415,0.00016684657,8.797305e-06,197388,-0.00020281745,-0.0002394387,0.0003183477,0.5,2.9039354e-06,3.1305137e-06,0.00014076353,1,1,1,1,1,1
1777227356653000,1777227356501000,1310988,0.00072313653,-0.00012420966,0.00064702984,0.15,1.4591978e-07,1.4580246e-07,3.0107992e-07,1310988,0.00019218103,-0.0064398427,0.009667416,0.4,0.00015345815,0.00016688873,8.79424e-06,197388,-0.00019628223,-0.0002414575,0.00032499945,0.5,2.9026119e-06,3.1275695e-06,0.00014076184,1,1,1,1,1,1
1777227357653000,1777227357501000,1310988,0.0007153679,-0.00011487333,0.0006475269,0.15,1.459447e-07,1.4582672e-07,3.0073588e-07,1310988,0.00019730588,-0.0064304206,0.009610181,0.4,0.00015352292,0.00016693259,8.791328e-06,197388,-0.00019600855,-0.0002411585,0.00032444208,0.5,2.901315e-06,3.1246866e-06,0.00014076015,1,1,1,1,1,1
1777227358653000,1777227358501000,1310988,0.0007093594,-0.00010648294,0.0006415962,0.15,1.4596135e-07,1.4583765e-07,2.9999734e-07,1310988,0.00019255155,-0.006446287,0.009545731,0.4,0.0001535877,0.00016697629,8.78847e-06,197388,-0.00019362784,-0.00024590665,0.00032685365,0.5,2.8999507e-06,3.121676e-06,0.00014075878,1,1,1,1,1,1
1777227359653000,1777227359501000,1310988,0.0007060571,-0.000102369384,0.0006406648,0.15,1.4638904e-07,1.4631878e-07,3.0089495e-07,1310988,0.00019568753,-0.0064524123,0.009486667,0.4,0.00015365366,0.00016703404,8.78569e-06,197388,-0.00019111884,-0.00024767462,0.00032844202,0.5,2.8987158e-06,3.120476e-06,0.00014075762,1,0,1,0,1,0
1777227360653000,1777227360501000,1310988,0.0007100158,-9.9526595e-05,0.0006331434,0.15,1.4662297e-07,1.466293e-07,3.0332873e-07,1310988,0.00020536664,-0.006456953,0.009427133,0.4,0.00015372054,0.00016710145,8.779111e-06,197388,-0.00018647389,-0.0002468725,0.00033177336,0.5,2.8976874e-06,3.1204854e-06,0.00014075683,1,0,1,0,1,0
1777227361653000,1777227361501000,1310988,0.0007128214,-9.596486e-05,0.0006261583,0.15,1.4702002e-07,1.4707409e-07,3.043563e-07,1310988,0.00022432755,-0.0064649973,0.009271202,0.4,0.00015378479,0.00016716677,8.776368e-06,197388,-0.00018355758,-0.00024608386,0.0003353542,0.5,2.8963993e-06,3.12049e-06,0.00014075279,1,0,1,0,1,0
1777227362653000,1777227362501000,1310988,0.0007314563,-9.8795754e-05,0.0006298522,0.15,1.4700969e-07,1.4708752e-07,3.0533192e-07,1310988,0.00024756047,-0.006502123,0.009064978,0.4,0.00015383403,0.00016721564,8.773777e-06,197388,-0.0001873095,-0.0002452694,0.00033161804,0.5,2.895054e-06,3.1204754e-06,0.00014075146,1,0,1,0,1,0
1777227363653000,1777227363501000,1310988,0.0007459151,-0.000106096035,0.0006319391,0.15,1.4715303e-07,1.4719252e-07,3.0712104e-07,1310988,0.0002526419,-0.0065275203,0.008980922,0.4,0.0001538903,0.00016727274,8.771226e-06,197388,-0.00019188719,-0.0002453375,0.00033142033,0.5,2.893908e-06,3.12047e-06,0.00014075043,1,0,1,0,1,0
1777227364653000,1777227364501000,1310988,0.0007383169,-0.00011599599,0.00064486323,0.15,1.4712589e-07,1.4709669e-07,3.0876427e-07,1310988,0.00025515823,-0.006529855,0.008942607,0.4,0.00015395808,0.00016734224,8.764897e-06,197388,-0.00018775427,-0.00024449266,0.0003358879,0.5,2.8928239e-06,3.120476e-06,0.00014074871,1,0,1,0,1,0
1777227365653000,1777227365501000,1310988,0.0007336485,-0.0001238286,0.0006427665,0.15,1.4752266e-07,1.4744079e-07,3.0944258e-07,1310988,0.00025594942,-0.006535545,0.008921026,0.4,0.00015402565,0.00016741166,8.762409e-06,197388,-0.00019259566,-0.000245432,0.00033208716,0.5,2.891612e-06,3.120472e-06,0.00014074435,1,0,1,0,1,0
1777227366653000,1777227366501000,1310988,0.0007333081,-0.00012679784,0.0006414312,0.15,1.4788077e-07,1.4777162e-07,3.1010813e-07,1310988,0.0002583734,-0.0065372908,0.008907348,0.4,0.00015409126,0.00016747949,8.76004e-06,197388,-0.0001943262,-0.00024562082,0.00033127732,0.5,2.890429e-06,3.1204554e-06,0.00014074217,1,0,1,0,1,0
