timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
1777227356429000,0,1,1,1,1,1,1,0,0,0,1,1
1777227357429000,0,1,1,1,1,1,1,0,0,0,1,1
1777227358429000,0,1,1,1,1,1,1,0,0,0,1,1
1777227358901000,0,1,0,0,1,1,1,0,0,0,1,0
1777227359005000,0,0,0,0,1,0,1,0,0,0,1,0
1777227360005000,0,0,0,0,1,0,0,0,0,0,1,0
1777227361005000,0,0,0,0,1,0,0,0,0,0,1,0
1777227361093000,0,0,0,0,0,0,0,0,0,0,1,0
1777227362093000,0,0,0,0,0,0,0,1,0,0,1,0
1777227363093000,0,0,0,0,0,0,0,1,0,0,1,0
1777227364093000,0,0,0,0,0,0,0,1,0,0,1,0
1777227365093000,0,0,0,0,0,0,0,1,0,0,1,0
1777227366093000,0,0,0,0,0,0,0,1,0,0,1,0
1777227367093000,0,0,0,0,0,0,0,1,0,0,1,0
1777227368093000,0,0,0,0,0,0,0,1,0,0,1,0
1777227369093000,0,0,0,0,0,0,0,1,0,0,1,0
1777227370093000,0,0,0,0,0,0,0,1,0,0,1,0
1777227371093000,0,0,0,0,0,0,0,1,0,0,1,0
1777227372093000,0,0,0,0,0,0,0,1,0,0,1,0
1777227373093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227374093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227375093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227376093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227377093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227378093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227379093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227380093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227381093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227382093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227383093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227384093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227385093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227386093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227387093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227388093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227389093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227390093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227391093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227392093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227393093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227394093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227395093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227396093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227397093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227398093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227399093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227400093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227401093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227402093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227403093000,0,0,0,0,0,0,0,0,0,0,1,0
1777227404093000,0,0,0,0,0,0,0,0,0,0,1,0
1777227405093000,0,0,0,0,0,0,0,0,0,0,1,0
1777227406093000,0,0,0,0,0,0,0,0,0,0,1,0
1777227407093000,0,0,0,0,0,0,0,0,0,0,1,0
1777227408093000,0,0,0,0,0,0,0,0,0,0,1,0
1777227409093000,0,0,0,0,0,0,0,0,0,0,1,0
1777227410093000,0,0,0,0,0,0,0,0,0,0,1,0
1777227411093000,0,0,0,0,0,0,0,0,0,0,1,0
1777227412093000,0,0,0,0,0,0,0,1,0,0,1,0
1777227413093000,0,0,0,0,0,0,0,1,0,0,1,0
1777227414093000,0,0,0,0,0,0,0,1,0,0,1,0
1777227415093000,0,0,0,0,0,0,0,1,0,0,1,0
1777227416093000,0,0,0,0,0,0,0,1,0,0,1,0
1777227417093000,0,0,0,0,0,0,0,1,0,0,1,0
1777227418093000,0,0,0,0,0,0,0,1,0,0,1,0
1777227419093000,0,0,0,0,0,0,0,1,0,0,1,0
1777227420093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227421093000,0,0,0,0,0,0,0,0,1,1,1,0
1777227422093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227423093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227424093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227425093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227426093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227427093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227428093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227429093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227430093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227431093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227432093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227433093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227434093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227435093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227436093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227437093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227438093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227439093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227440093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227441093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227442093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227443093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227444093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227445093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227446093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227447093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227448093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227449093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227450093000,0,0,0,0,0,0,0,0,1,0,1,0
1777227451093000,0,0,0,0,0,0,0,0,0,0,1,0
1777227451301000,0,0,0,0,1,1,0,0,0,0,1,0
1777227452301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227453301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227454301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227455301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227456301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227457301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227458301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227459301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227460301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227461301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227462301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227463301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227464301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227465301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227466301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227467301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227468301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227469301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227470301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227471301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227472301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227473301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227474301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227475301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227476301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227477301000,0,0,0,0,1,1,0,1,0,0,1,0
1777227478301000,0,0,0,0,1,1,0,1,0,0,1,0
