timestamp,command,result_param2,target_component,result,result_param1,target_system,from_external
1777225937765000,410,0,0,0,0,255,0
1777225937769000,400,0,0,0,0,255,0
1777225939157000,176,0,0,0,0,255,0
1777225939161000,176,0,0,0,0,255,0
1777225951001000,176,0,0,0,0,255,0
1777225951013000,176,0,0,1,0,255,0
1777225955129000,176,0,0,0,0,255,0
1777225955141000,176,0,0,0,0,255,0
