timestamp,speed_up,speed_down,want_takeoff
1777225938729000,3.6000001,1.8000001,0
1777225939729000,3.6000001,1.8000001,1
1777225940729000,3.6000001,1.8000001,1
1777225941729000,3.6000001,1.8000001,1
1777225942729000,3.6000001,1.8000001,1
1777225943729000,3.6000001,1.8000001,1
1777225944729000,3.6000001,1.8000001,1
1777225945729000,3.6000001,1.8000001,1
1777225946729000,3.6000001,1.8000001,1
1777225947729000,3.6000001,1.8000001,1
1777225948729000,3.6000001,1.8000001,1
1777225949729000,3.6000001,1.8000001,1
1777225950729000,3.6000001,1.8000001,1
1777225951729000,3.6000001,1.8000001,1
1777225952729000,3.6000001,1.8000001,1
1777225953729000,3.6000001,1.8000001,1
1777225954729000,3.6000001,1.8000001,0
1777225955729000,3.6000001,1.8000001,0
1777225956729000,3.6000001,1.8000001,0
1777225957729000,3.6000001,1.8000001,0
1777225958729000,3.6000001,1.8000001,0
1777225959729000,3.6000001,1.8000001,0
1777225960729000,3.6000001,1.8000001,0
1777225961729000,3.6000001,1.8000001,0
1777225962729000,3.6000001,1.8000001,0
1777225963729000,3.6000001,1.8000001,0
1777225964729000,3.6000001,1.8000001,0
1777225965729000,3.6000001,1.8000001,0
1777225966729000,3.6000001,1.8000001,0
1777225967729000,3.6000001,1.8000001,0
1777225968729000,3.6000001,1.8000001,0
1777225969729000,3.6000001,1.8000001,0
1777225970729000,3.6000001,1.8000001,0
1777225971729000,3.6000001,1.8000001,0
1777225972729000,3.6000001,1.8000001,0
1777225973729000,3.6000001,1.8000001,0
1777225974729000,3.6000001,1.8000001,0
1777225975729000,3.6000001,1.8000001,0
