timestamp,speed_up,speed_down,want_takeoff
1777318620039000,3.0,1.5,0
1777318620983000,3.0,1.5,0
1777318621983000,3.0,1.5,0
1777318622983000,3.0,1.5,0
1777318623999000,3.0,1.5,0
1777318624983000,3.0,1.5,0
1777318625983000,3.0,1.5,0
1777318626983000,3.0,1.5,0
1777318627983000,3.0,1.5,0
1777318628999000,3.0,1.5,0
1777318629983000,3.0,1.5,0
1777318630983000,3.0,1.5,0
1777318631999000,3.0,1.5,0
1777318632983000,3.0,1.5,0
1777318633983000,3.6000001,1.8000001,0
1777318634983000,3.6000001,1.8000001,0
1777318635983000,3.6000001,1.8000001,0
1777318636999000,3.6000001,1.8000001,0
1777318637999000,3.6000001,1.8000001,0
1777318638999000,3.6000001,1.8000001,0
1777318639983000,3.6000001,1.8000001,0
1777318640983000,3.6000001,1.8000001,0
1777318641999000,3.6000001,1.8000001,0
1777318642999000,3.6000001,1.8000001,0
1777318643983000,3.6000001,1.8000001,0
1777318644999000,3.6000001,1.8000001,0
1777318645983000,3.6000001,1.8000001,0
1777318646983000,3.6000001,1.8000001,0
1777318647999000,3.6000001,1.8000001,0
1777318648983000,3.6000001,1.8000001,0
1777318649999000,3.6000001,1.8000001,0
1777318650983000,3.6000001,1.8000001,0
1777318651999000,3.6000001,1.8000001,0
1777318652999000,3.6000001,1.8000001,0
1777318653983000,3.6000001,1.8000001,0
1777318654999000,3.6000001,1.8000001,1
1777318655999000,3.6000001,1.8000001,1
1777318656983000,3.6000001,1.8000001,1
1777318657983000,3.6000001,1.8000001,1
1777318658983000,3.6000001,1.8000001,1
1777318659999000,3.6000001,1.8000001,1
1777318660983000,3.6000001,1.8000001,1
1777318661999000,3.6000001,1.8000001,0
1777318662999000,3.6000001,1.8000001,0
1777318663999000,3.6000001,1.8000001,0
1777318664999000,3.6000001,1.8000001,0
1777318665999000,3.6000001,1.8000001,0
1777318666999000,3.6000001,1.8000001,0
1777318667999000,3.6000001,1.8000001,0
1777318668983000,3.6000001,1.8000001,0
1777318669999000,3.6000001,1.8000001,0
1777318670983000,3.6000001,1.8000001,0
1777318671999000,3.6000001,1.8000001,0
1777318672983000,3.6000001,1.8000001,0
1777318673983000,3.6000001,1.8000001,0
1777318674999000,3.6000001,1.8000001,0
