timestamp,timestamp_sample,position_drift_rate_horizontal_m_s,position_drift_rate_vertical_m_s,filtered_horizontal_speed_m_s,checks_passed,check_fail_gps_fix,check_fail_min_sat_count,check_fail_max_pdop,check_fail_max_horz_err,check_fail_max_vert_err,check_fail_max_spd_err,check_fail_max_horz_drift,check_fail_max_vert_drift,check_fail_max_horz_spd_err,check_fail_max_vert_spd_err
1777318627623000,1777318627509000,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,0,0
1777318627679000,1777318627561000,0.0013427451,0.0010009765,0.0,0,1,0,0,1,0,0,0,0,0,0
1777318627727000,1777318627613000,0.001501465,5.205162e-06,0.0,0,1,0,0,1,0,0,0,0,0,0
1777318627783000,1777318627665000,0.0014936575,0.00060637435,0.0,0,1,0,0,1,0,0,0,0,0,0
1777318627839000,1777318627717000,0.0007332177,0.0013020737,0.0,0,1,0,0,1,0,0,0,0,0,0
1777318627887000,1777318627769000,0.0011178844,0.0011945949,0.0,0,1,0,0,1,0,0,0,0,0,0
1777318627943000,1777318627821000,2.3180424e-05,0.00028811448,0.0,0,1,0,0,1,0,0,0,0,0,0
1777318627991000,1777318627873000,2.3059885e-05,0.00051294424,0.0,0,1,0,0,1,0,0,0,0,0,0
1777318628039000,1777318627925000,0.00072974426,0.00060793315,0.0,0,1,0,0,1,0,0,0,0,0,0
1777318628095000,1777318627977000,2.673463e-05,0.0005071156,0.0,0,1,0,0,1,0,0,0,0,0,0
1777318628143000,1777318628029000,0.0011123844,0.00030306255,0.0,0,1,0,0,1,0,0,0,0,0,0
1777318628199000,1777318628081000,0.0014789217,0.0009985622,0.0,0,1,0,0,1,0,0,0,0,0,0
1777318628247000,1777318628133000,0.0007185587,0.00039217336,0.0,0,1,0,0,1,0,0,0,0,0,0
1777318628303000,1777318628185000,0.0014674948,0.0009913302,0.0,0,1,0,0,1,0,0,0,0,0,0
1777318628359000,1777318628237000,0.0007071912,0.00078475924,0.0,0,0,0,0,0,0,0,0,0,0,0
1777318628407000,1777318628289000,4.9504077e-05,0.00048160623,0.0,0,0,0,0,0,0,0,0,0,0,0
1777318628463000,1777318628341000,0.0007037693,0.0007202389,0.0,0,0,0,0,0,0,0,0,0,0,0
1777318628511000,1777318628393000,0.0011186777,0.00018377486,0.0,0,0,0,0,0,0,0,0,0,0,0
1777318628559000,1777318628445000,0.0015576902,0.000119304794,0.0,0,0,0,0,0,0,0,0,0,0,0
1777318628615000,1777318628497000,0.00190708,0.0001186844,0.0,0,0,0,0,0,0,0,0,0,0,0
1777318628663000,1777318628549000,0.0013583769,0.00011806724,0.0,0,0,0,0,0,0,0,0,0,0,0
1777318628719000,1777318628601000,0.0015374759,0.0009842312,0.0,0,0,0,0,0,0,0,0,0,0,0
1777318628767000,1777318628653000,0.0011239942,0.0014796015,0.0,0,0,0,0,0,0,0,0,0,0,0
1777318628823000,1777318628705000,0.0011181494,0.002372176,0.0,1,0,0,0,0,0,0,0,0,0,0
1777318628879000,1777318628757000,0.001112335,0.0018593522,0.0,1,0,0,0,0,0,0,0,0,0,0
1777318628927000,1777318628809000,2.4358917e-05,0.0017489756,0.0,1,0,0,0,0,0,0,0,0,0,0
1777318628983000,1777318628861000,0.001324977,0.0006412481,0.0,1,0,0,0,0,0,0,0,0,0,0
1777318629031000,1777318628913000,0.00072541094,3.6717334e-05,0.0,1,0,0,0,0,0,0,0,0,0,0
1777318629079000,1777318628965000,0.001101073,0.00026254583,0.0,1,0,0,0,0,0,0,0,0,0,0
