timestamp,timestamp_sample,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,heading_accuracy,rtcm_injection_rate,automatic_gain_control,fix_type,jamming_state,spoofing_state,vel_ned_valid,satellites_used,selected_rtcm_instance
1777318620031000,0,1777318620031000,11468804,473977419,85455941,487995,487995,0.25,0.5,97.78,97.78,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777318620811000,0,1777318620811000,0,473977418,85455941,488004,488004,0.25,0.5,69.88,69.909996,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777318621799000,0,1777318621799000,0,473977419,85455943,487997,487997,0.25,0.5,45.7,45.75,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777318622839000,0,1777318622839000,0,473977419,85455938,488008,488008,0.25,0.5,29.26,29.33,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777318623827000,0,1777318623827000,0,473977419,85455940,487994,487994,0.25,0.5,19.199999,19.279999,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777318624815000,0,1777318624815000,0,473977420,85455940,487994,487994,0.25,0.5,12.63,12.71,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777318625803000,0,1777318625803000,0,473977417,85455938,488015,488015,0.25,0.5,8.34,8.429999,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777318626843000,0,1777318626843000,0,473977419,85455940,488004,488004,0.25,0.5,5.43,5.52,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,0,0,0,1,10,0
1777318627831000,0,1777318627831000,0,473977419,85455940,487991,487991,0.25,0.5,3.6399999,3.74,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,2,0,0,1,10,0
1777318628819000,0,1777318628819000,0,473977418,85455939,487980,487980,0.25,0.5,2.48,2.58,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318629807000,0,1777318629807000,0,473977419,85455940,487988,487988,0.25,0.5,1.7199999,1.8199999,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318630795000,0,1777318630795000,0,473977421,85455940,487994,487994,0.25,0.5,1.23,1.3199999,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318631835000,0,1777318631835000,0,473977418,85455939,488010,488010,0.25,0.5,0.89,0.98999995,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318632823000,0,1777318632823000,0,473977419,85455939,487984,487984,0.25,0.5,0.68,0.78,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318633811000,0,1777318633811000,0,473977422,85455939,488010,488010,0.25,0.5,0.55,0.65,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318634799000,0,1777318634799000,0,473977419,85455940,487991,487991,0.25,0.5,0.45999998,0.56,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318635839000,0,1777318635839000,0,473977419,85455940,487975,487975,0.25,0.5,0.39999998,0.5,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318636827000,0,1777318636827000,0,473977420,85455942,487991,487991,0.25,0.5,0.35999998,0.45999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318637815000,0,1777318637815000,0,473977417,85455941,487996,487996,0.25,0.5,0.34,0.44,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318638803000,0,1777318638803000,0,473977418,85455938,488008,488008,0.25,0.5,0.32,0.42,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318639843000,0,1777318639843000,0,473977421,85455942,488007,488007,0.25,0.5,0.31,0.41,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318640831000,0,1777318640831000,0,473977419,85455939,488003,488003,0.25,0.5,0.31,0.41,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318641819000,0,1777318641819000,0,473977419,85455940,488007,488007,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318642807000,0,1777318642807000,0,473977419,85455939,487996,487996,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318643795000,0,1777318643795000,0,473977419,85455939,488004,488004,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318644835000,0,1777318644835000,0,473977419,85455941,487989,487989,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318645823000,0,1777318645823000,0,473977419,85455941,488017,488017,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318646811000,0,1777318646811000,0,473977419,85455940,488004,488004,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318647799000,0,1777318647799000,0,473977419,85455939,488004,488004,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318648839000,0,1777318648839000,0,473977420,85455941,488008,488008,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318649827000,0,1777318649827000,0,473977421,85455940,487979,487979,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318650815000,0,1777318650815000,0,473977419,85455940,487988,487988,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318651803000,0,1777318651803000,0,473977420,85455939,488010,488010,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318652843000,0,1777318652843000,0,473977419,85455943,487982,487982,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318653831000,0,1777318653831000,0,473977421,85455938,488002,488002,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318654819000,0,1777318654819000,0,473977420,85455939,487996,487996,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318655807000,0,1777318655807000,0,473977419,85455939,488005,488005,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318656795000,0,1777318656795000,0,473977420,85455937,488012,488012,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318657835000,0,1777318657835000,0,473977420,85455942,487999,487999,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318658823000,0,1777318658823000,0,473977420,85455939,488008,488008,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318659811000,0,1777318659811000,0,473977422,85455939,488312,488312,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.02,0.02,0.0,-0.74,0.12217305,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318660799000,0,1777318660799000,0,473977423,85455941,489364,489364,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.01,0.0,0.01,-1.14,1.43117,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318661839000,0,1777318661839000,0,473977420,85455945,490362,490362,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,0.03,-0.02,0.01,-0.75,2.6354473,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318662827000,0,1777318662827000,0,473977439,85455988,490772,490772,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,1.4599999,0.71,1.27,-0.07,1.0471976,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318663815000,0,1777318663815000,0,473977565,85456367,490672,490672,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,4.91,2.1399999,4.42,0.17,1.1170107,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318664803000,0,1777318664803000,0,473977800,85457005,490606,490606,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,5.46,2.7,4.74,-0.04,1.0471976,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318665843000,0,1777318665843000,0,473978033,85457595,490690,490690,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,4.49,2.25,3.8899999,-0.099999994,1.0297443,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318666831000,0,1777318666831000,0,473978226,85458096,490778,490778,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,4.4,2.1499999,3.84,-0.04,1.0471976,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318667819000,0,1777318667819000,0,473978424,85458626,490808,490808,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,4.8199997,2.31,4.22,-0.02,1.0646509,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318668807000,0,1777318668807000,0,473978634,85459197,490836,490836,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,5.0299997,2.3799999,4.43,-0.02,1.0646509,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318669795000,0,1777318669795000,0,473978847,85459781,490852,490852,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,5.0499997,2.3999999,4.44,-0.03,1.0646509,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318670835000,0,1777318670835000,0,473979073,85460394,490895,490895,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,5.0099998,2.3999999,4.4,-0.03,1.0646509,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318671823000,0,1777318671823000,0,473979286,85460969,490922,490922,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,4.96,2.3799999,4.35,-0.03,1.0646509,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318672811000,0,1777318672811000,0,473979497,85461540,490958,490958,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,4.99,2.3999999,4.37,-0.02,1.0646509,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318673799000,0,1777318673799000,0,473979714,85462119,490955,490955,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,5.0,2.4099998,4.37,-0.02,1.0646509,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
1777318674839000,0,1777318674839000,0,473979887,85462620,491006,491006,0.25,0.5,0.29999998,0.39999998,0.0,0.0,0,0,2.46,1.02,2.23,-0.02,1.134464,0,nan,nan,0.0,0.0,0,3,0,0,1,10,0
