timestamp,timestamp_sample,time_last_fuse,device_id,observation,observation_variance,innovation,innovation_variance,test_ratio,estimator_instance,fusion_enabled,innovation_rejected,fused
1777318627623000,1777318627509000,0,0,-488.00403,16.483599,488.00055,16.589676,574.1994,0,0,1,0
1777318627679000,1777318627561000,0,0,-488.01404,15.7609005,488.00894,15.866069,600.40765,0,0,1,0
1777318627727000,1777318627613000,0,0,-488.00403,15.132099,487.99997,15.237167,625.16595,0,0,1,0
1777318627783000,1777318627665000,0,0,-487.99802,14.5924,487.99435,14.6967325,648.13995,0,0,1,0
1777318627839000,1777318627717000,0,0,-487.99103,13.9876,487.9859,14.09193,675.93365,0,0,1,0
1777318627887000,1777318627769000,0,0,-487.99203,13.468899,487.98666,13.573125,701.77203,0,0,1,0
1777318627943000,1777318627821000,0,0,-488.00104,12.8881,487.99524,12.990763,733.2575,0,0,1,0
1777318627991000,1777318627873000,0,0,-488.00903,12.3904,488.00317,12.492936,762.50165,0,0,1,0
1777318628039000,1777318627925000,0,0,-488.01,11.902498,488.00357,12.0049305,793.4989,0,0,1,0
1777318628095000,1777318627977000,0,0,-488.00903,11.492099,488.00253,11.5945835,821.5783,0,0,1,0
1777318628143000,1777318628029000,0,0,-488.00702,11.0224,487.99875,11.124832,856.25665,0,0,1,0
1777318628199000,1777318628081000,0,0,-487.99402,10.5625,487.9861,10.664195,893.1961,0,0,1,0
1777318628247000,1777318628133000,0,0,-488.00003,10.176099,487.99292,10.277709,926.81006,0,0,1,0
1777318628303000,1777318628185000,0,0,-487.99402,9.796899,487.98682,9.89858,962.28406,0,0,1,0
1777318628359000,1777318628237000,0,0,-487.99603,9.4249,487.98843,9.525061,1000.02606,0,0,1,0
1777318628407000,1777318628289000,0,0,-487.99902,9.0601,487.9914,9.160177,1039.8733,0,0,1,0
1777318628463000,1777318628341000,0,0,-488.01102,8.7025,488.00357,8.802646,1082.1632,0,0,1,0
1777318628511000,1777318628393000,0,0,-488.002,8.352099,487.9941,8.452211,1126.9867,0,0,1,0
1777318628559000,1777318628445000,0,0,-488.00504,8.065599,487.9969,8.165701,1166.5427,0,0,1,0
1777318628615000,1777318628497000,0,0,-488.00504,7.7283998,487.99698,7.8269663,1217.0286,0,0,1,0
1777318628663000,1777318628549000,0,0,-488.00504,7.4529,487.99698,7.551429,1261.4357,0,0,1,0
1777318628719000,1777318628601000,0,0,-487.99402,7.1823993,487.98587,7.2810445,1308.2201,0,0,1,0
1777318628767000,1777318628653000,0,0,-487.989,6.916899,487.97986,7.015557,1357.6932,0,0,1,0
1777318628823000,1777318628705000,0,0,-0.00881958,6.6563997,-9.569339e-06,6.7535524,5.42365e-13,0,0,0,0
1777318628879000,1777318628757000,0,0,-0.013824463,6.4009,0.005629073,6.497398,1.9507169e-07,0,0,0,0
1777318628927000,1777318628809000,0,0,-0.014831543,6.1504,0.0067162355,6.246908,2.8883295e-07,0,0,0,0
1777318628983000,1777318628861000,0,0,-0.025817871,5.9536004,0.0180175,6.0487037,2.1467763e-06,0,0,0,0
1777318629031000,1777318628913000,0,0,-0.031829834,5.7120996,0.02259306,5.807185,3.5159642e-06,0,0,0,0
1777318629079000,1777318628965000,0,0,-0.034820557,5.5224996,0.025472991,5.617589,4.620297e-06,0,0,0,0
1777318629135000,1777318629017000,0,0,-0.025817871,5.29,0.014894942,5.3852453,1.6479047e-06,0,0,0,0
1777318629183000,1777318629069000,0,0,-0.025817871,5.1075997,0.014932107,5.202896,1.7141824e-06,0,0,0,0
1777318629239000,1777318629121000,0,0,-0.03881836,4.9284,0.029122582,5.0222664,6.754917e-06,0,0,0,0
1777318629295000,1777318629173000,0,0,-0.035827637,4.7524004,0.026340403,4.846415,5.7264333e-06,0,0,0,0
