timestamp,lat,lon,alt,nav_cmd,idx,vertex_count
0,0.0,0.0,0.0,0,0,0
1777318635127000,47.398476,8.544322,0.0,5001,0,4
1777318635155000,47.39846,8.547067,0.0,5001,0,4
1777318635175000,47.39733,8.546788,0.0,5001,0,4
1777318635191000,47.397392,8.544273,0.0,5001,0,4
1777318649107000,47.398476,8.544322,0.0,5001,0,4
1777318649139000,47.398384,8.546198,0.0,5001,0,4
1777318649155000,47.397533,8.546166,0.0,5001,0,4
1777318649175000,47.397392,8.544273,0.0,5001,0,4
