timestamp,load,ram_usage
1777225937321000,0.3181818,0.199897
1777225937821000,0.30379745,0.20147394
1777225938321000,0.2857143,0.20148024
1777225938821000,0.32222223,0.2014625
1777225939321000,0.31578946,0.20148616
1777225939821000,0.3043478,0.20146053
1777225940321000,0.30120483,0.2014349
1777225940821000,0.33802816,0.20145738
1777225941321000,0.29577464,0.20145501
1777225941821000,0.3,0.2014834
1777225942321000,0.29850745,0.20146014
1777225942821000,0.30120483,0.20147355
1777225943321000,0.32467532,0.2014629
1777225943821000,0.32222223,0.20149049
1777225944321000,0.30769232,0.20147078
1777225944821000,0.2987013,0.20147394
1777225945321000,0.3263158,0.20147906
1777225945821000,0.34567901,0.20147432
1777225946321000,0.28915662,0.20181622
1777225946821000,0.3043478,0.20183317
1777225947321000,0.2972973,0.20180635
1777225947821000,0.3139535,0.2018458
1777225948321000,0.30379745,0.20183593
1777225948821000,0.29113925,0.2018383
1777225949321000,0.32394367,0.20184027
1777225949821000,0.2820513,0.2018174
1777225950321000,0.32352942,0.20185605
1777225950821000,0.26923078,0.20186314
1777225951321000,0.27027026,0.20182647
1777225951821000,0.2987013,0.20185842
1777225952321000,0.2835821,0.20184697
1777225952821000,0.30666667,0.20185643
1777225953321000,0.2625,0.20186038
1777225953821000,0.2857143,0.20186275
1777225954321000,0.26760563,0.20187615
1777225954821000,0.3292683,0.2018596
1777225955321000,0.30337077,0.2018663
1777225955821000,0.24418604,0.20189469
1777225956321000,0.32467532,0.2018726
1777225956821000,0.30337077,0.20188877
1777225957321000,0.3068182,0.201901
1777225957821000,0.26027396,0.20187892
1777225958321000,0.2777778,0.20185289
1777225958821000,0.28,0.20185605
1777225959321000,0.2658228,0.20184304
1777225959821000,0.28915662,0.2018588
1777225960321000,0.31325302,0.19849081
1777225960821000,0.2638889,0.1985129
1777225961321000,0.29333332,0.19849712
1777225961821000,0.2837838,0.19848885
1777225962321000,0.30120483,0.19849002
1777225962821000,0.3375,0.19846952
1777225963321000,0.2962963,0.19844744
1777225963821000,0.3375,0.19846085
1777225964321000,0.3125,0.1984502
1777225964821000,0.3263158,0.1984293
1777225965321000,0.3372093,0.19840957
1777225965821000,0.34042552,0.19841865
1777225966321000,0.3218391,0.19839539
1777225966821000,0.26436782,0.19837606
1777225967321000,0.34444445,0.19835594
1777225967821000,0.3139535,0.19834451
1777225968321000,0.30379745,0.1983315
1777225968821000,0.2967033,0.19833702
1777225969321000,0.28985506,0.19831613
1777225969821000,0.3,0.19832006
1777225970321000,0.2826087,0.19829917
1777225970821000,0.29113925,0.19828773
1777225971321000,0.28,0.19826643
1777225971821000,0.3181818,0.19827747
1777225972321000,0.28947368,0.19825421
1777225972821000,0.28,0.19824277
1777225973321000,0.25842696,0.19826406
1777225973821000,0.27586207,0.19823962
1777225974321000,0.31914893,0.19823213
1777225974821000,0.29787233,0.19821359
1777225975321000,0.3116883,0.19819151
1777225975821000,0.2837838,0.19816825
1777225976321000,0.2857143,0.19818166
