timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,item_do_jump_changed,execution_mode
1777318627639000,1,-1,0,0,0,0,0,0,0,0,0,0
1777318634623000,2,-1,0,0,0,0,0,0,0,0,0,0
1777318649107000,3,-1,0,3,0,0,1,0,0,0,0,0
1777318654971000,3,-1,0,3,0,0,1,0,0,0,0,0
1777318661631000,3,-1,0,3,0,0,1,0,0,0,0,0
1777318661687000,3,0,1,3,0,0,1,0,0,0,0,0
1777318673427000,3,0,1,3,0,0,1,0,0,0,0,0
