timestamp,tilt_limit,takeoff_state
1777318619999000,0.14399989,1
1777318620327000,0.20943952,1
1777318654975000,0.20943952,2
1777318655975000,0.20943952,4
1777318658983000,0.21103951,5
1777318658991000,0.21263951,5
1777318659983000,0.41103917,5
1777318660983000,0.6110409,5
1777318661855000,0.7853982,5
