timestamp,timestamp_sample,control_mode_flags,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],filter_fault_flags,pos_horiz_accuracy,pos_vert_accuracy,mag_test_ratio,vel_test_ratio,pos_test_ratio,hgt_test_ratio,tas_test_ratio,hagl_test_ratio,beta_test_ratio,time_slip,accel_device_id,gyro_device_id,baro_device_id,mag_device_id,gps_check_fail_flags,innovation_check_flags,solution_status_flags,reset_count_vel_ne,reset_count_vel_d,reset_count_pos_ne,reset_count_pod_d,reset_count_quat,pre_flt_fail_innov_heading,pre_flt_fail_innov_vel_horiz,pre_flt_fail_innov_vel_vert,pre_flt_fail_innov_height,pre_flt_fail_mag_field_disturbed,health_flags,timeout_flags
1777318619015000,1777318618935000,13421772800,2.3182258e-05,0.0007886901,5.548368e-05,0,14.191417,10.013951,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619023000,1777318618943000,13421772800,3.5503817e-05,0.0007786584,8.841301e-05,0,14.197274,10.015612,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619031000,1777318618951000,13421772800,5.851405e-05,0.00076804997,0.0001209226,0,14.203449,10.017362,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619039000,1777318618959000,13421772800,8.345901e-05,0.0007580392,0.00015277322,0,14.209937,10.0192,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619047000,1777318618967000,13421772800,0.00010882328,0.000745034,0.00018316908,0,14.216738,10.021129,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619055000,1777318618975000,13421772800,0.00013212794,0.0007327818,0.00021254538,0,14.223848,10.023146,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619063000,1777318618983000,13421772800,0.00015290992,0.000718936,0.00024048948,0,14.231268,10.02525,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619071000,1777318618991000,13421772800,0.00017184379,0.00070411543,0.00026658937,0,14.238994,10.027443,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619079000,1777318618999000,13421772800,0.00019484515,0.0005172255,0.000364847,0,14.247024,10.029722,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619087000,1777318619007000,13421772800,0.00019759609,0.0005132999,0.00035053852,0,14.255357,10.032087,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619095000,1777318619015000,13421772800,0.00019891662,0.00050962635,0.00033620268,0,14.26399,10.034539,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619103000,1777318619023000,13421772800,0.00019885355,0.00050663983,0.0003221978,0,14.2729225,10.037077,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619111000,1777318619031000,13421772800,0.00019744232,0.0005026715,0.00030960544,0,14.282152,10.0397005,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619119000,1777318619039000,13421772800,0.0001947041,0.0004985964,0.0002969619,0,14.291676,10.042408,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619127000,1777318619047000,13421772800,0.00019066063,0.00049635564,0.00028475132,0,14.301494,10.045199,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619135000,1777318619055000,13421772800,0.00018532641,0.0004923905,0.00027362964,0,14.311604,10.048075,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619143000,1777318619063000,13421772800,0.00017881993,0.00048950646,0.0002624302,0,14.322002,10.051034,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619151000,1777318619071000,13421772800,0.00017127865,0.00048573656,0.00025211897,0,14.332689,10.054076,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619159000,1777318619079000,13421772800,0.00016279817,0.00048203964,0.00024221714,0,14.343661,10.057201,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619167000,1777318619087000,13421772800,0.00015303823,0.00042299647,0.0018427636,0,0.7062431,7.0923285,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619175000,1777318619095000,13421772800,0.00014317369,0.00041961938,0.0017838245,0,0.709827,7.094678,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619183000,1777318619103000,13421772800,0.00013324432,0.0004161278,0.0017263232,0,0.7193553,7.0971456,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619191000,1777318619111000,13421772800,0.00012331727,0.00041298583,0.0016705291,0,0.73457295,7.0997314,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619199000,1777318619119000,13421772800,0.000113459384,0.0004097816,0.0016166427,0,0.7551135,7.102435,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619207000,1777318619127000,13421772800,0.0001037385,0.0004052866,0.0015640231,0,0.78053534,7.105255,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619215000,1777318619135000,13421772800,9.4219526e-05,0.0004001684,0.0015129973,0,0.8103588,7.108192,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619223000,1777318619143000,13421772800,8.496602e-05,0.00039430967,0.0014633453,0,0.84409845,7.1112437,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619231000,1777318619151000,13421772800,7.603871e-05,0.00038763438,0.001415579,0,0.8812867,7.114411,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619239000,1777318619159000,13421772800,6.7485824e-05,0.00038225076,0.0013688235,0,0.9214889,7.117692,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619247000,1777318619167000,13421772800,5.9356677e-05,0.00037587882,0.0013234391,0,0.96431243,7.1210876,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619255000,1777318619175000,13421772800,5.171613e-05,0.0003689986,0.0012800002,0,1.009409,7.1245956,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619263000,1777318619183000,13421772800,4.4569424e-05,0.00035940445,0.0012372537,0,1.0564733,7.1282163,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619271000,1777318619191000,13421772800,3.7921225e-05,0.00035197992,0.0011957743,0,1.1052412,7.131949,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619279000,1777318619199000,13421772800,3.1772146e-05,0.00034384453,0.0011561088,0,1.1554846,7.1357927,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619287000,1777318619207000,13421772800,2.6118403e-05,0.0003349474,0.0011170631,0,1.2070076,7.1397476,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619295000,1777318619215000,13421772800,2.0955198e-05,0.00032716067,0.0010791076,0,1.2596426,7.1438127,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
1777318619303000,1777318619223000,13421772800,1.6275193e-05,0.00031834972,0.0010425657,0,1.3132457,7.1479874,0.0,nan,nan,nan,0.0,0.0,0.0,0.0,1310988,1310988,6620172,197388,0,0,128,1,1,1,1,0,0,0,0,0,0,0,0
