timestamp,unallocated_torque[0],unallocated_torque[1],unallocated_torque[2],unallocated_thrust[0],unallocated_thrust[1],unallocated_thrust[2],handled_motor_failure_mask,motor_stop_mask,torque_setpoint_achieved,thrust_setpoint_achieved,actuator_saturation[0],actuator_saturation[1],actuator_saturation[2],actuator_saturation[3],actuator_saturation[4],actuator_saturation[5],actuator_saturation[6],actuator_saturation[7],actuator_saturation[8],actuator_saturation[9],actuator_saturation[10],actuator_saturation[11],actuator_saturation[12],actuator_saturation[13],actuator_saturation[14],actuator_saturation[15]
1777225937765000,0.0008682448,0.0010203093,-0.0006343923,0.0,0.0,-1.1641532e-10,0,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777225937773000,0.00012958853,-1.4551915e-11,-0.0005911587,0.0,0.0,0.0,0,0,1,1,-2,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225937965000,-0.00045349292,-0.0019428257,-1.2713299e-06,0.0,0.0,-1.1641532e-10,0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225938165000,1.1641532e-10,0.0,-1.1641532e-10,0.0,0.0,-1.1641532e-10,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225938365000,-0.0033278272,0.0015975314,-2.6897253e-05,0.0,0.0,-1.1641532e-10,0,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777225938565000,-0.0011271439,0.00043806888,0.00042032634,0.0,0.0,-1.1641532e-10,0,0,0,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777225938765000,-0.0034999351,0.0,0.00026523258,0.0,0.0,-1.1641532e-10,0,0,0,1,0,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225938965000,0.0001820805,0.0002735376,6.389281e-05,0.0,0.0,-1.1641532e-10,0,0,1,1,0,-2,0,-2,2,2,2,2,2,2,2,2,2,2,2,2
1777225939165000,0.0013303111,-8.423976e-05,0.00011752611,0.0,0.0,-1.1641532e-10,0,0,0,1,-2,0,-2,0,2,2,2,2,2,2,2,2,2,2,2,2
1777225939365000,-1.0477379e-09,-6.4028427e-10,3.3469405e-10,0.0,0.0,-1.8626451e-09,0,0,1,1,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
