timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
1777318619543000,0,1,1,1,1,1,1,0,0,0,1,1
1777318620543000,0,1,1,1,1,1,1,0,0,0,1,1
1777318621543000,0,1,1,1,1,1,1,0,0,0,1,1
1777318622543000,0,1,1,1,1,1,1,0,0,0,1,1
1777318623543000,0,1,1,1,1,1,1,0,0,0,1,1
1777318624543000,0,1,1,1,1,1,1,0,0,0,1,1
1777318625543000,0,1,1,1,1,1,1,0,0,0,1,1
1777318626543000,0,1,1,1,1,1,1,0,0,0,1,1
1777318627543000,0,1,1,1,1,1,1,0,0,0,1,1
1777318628543000,0,1,1,1,1,1,1,0,0,0,1,1
1777318629543000,0,1,1,1,1,1,1,0,0,0,1,1
1777318630543000,0,1,1,1,1,1,1,0,0,0,1,1
1777318631543000,0,1,1,1,1,1,1,0,0,0,1,1
1777318632543000,0,1,1,1,1,1,1,0,0,0,1,1
1777318633343000,0,1,1,1,0,0,1,0,0,0,1,1
1777318633359000,0,1,1,1,1,1,1,0,0,0,1,1
1777318634359000,0,1,1,1,1,1,1,0,0,0,1,1
1777318635359000,0,1,1,1,1,1,1,0,0,0,1,1
1777318636359000,0,1,1,1,1,1,1,0,0,0,1,1
1777318637359000,0,1,1,1,1,1,1,0,0,0,1,1
1777318638359000,0,1,1,1,1,1,1,0,0,0,1,1
1777318639359000,0,1,1,1,1,1,1,0,0,0,1,1
1777318640359000,0,1,1,1,1,1,1,0,0,0,1,1
1777318641359000,0,1,1,1,1,1,1,0,0,0,1,1
1777318642359000,0,1,1,1,1,1,1,0,0,0,1,1
1777318643359000,0,1,1,1,1,1,1,0,0,0,1,1
1777318644359000,0,1,1,1,1,1,1,0,0,0,1,1
1777318645359000,0,1,1,1,1,1,1,0,0,0,1,1
1777318646359000,0,1,1,1,1,1,1,0,0,0,1,1
1777318647359000,0,1,1,1,1,1,1,0,0,0,1,1
1777318648359000,0,1,1,1,1,1,1,0,0,0,1,1
1777318649359000,0,1,1,1,1,1,1,0,0,0,1,1
1777318650359000,0,1,1,1,1,1,1,0,0,0,1,1
1777318651359000,0,1,1,1,1,1,1,0,0,0,1,1
1777318652359000,0,1,1,1,1,1,1,0,0,0,1,1
1777318653359000,0,1,1,1,1,1,1,0,0,0,1,1
1777318654359000,0,1,1,1,1,1,1,0,0,0,1,1
1777318655359000,0,1,1,1,1,1,1,0,0,0,1,1
1777318656359000,0,1,1,1,1,1,1,0,0,0,1,1
1777318656767000,0,1,0,0,1,1,1,0,0,0,1,0
1777318656879000,0,0,0,0,1,0,1,0,0,0,1,0
1777318657879000,0,0,0,0,1,0,0,0,0,0,1,0
1777318658879000,0,0,0,0,1,0,0,0,0,0,1,0
1777318658983000,0,0,0,0,0,0,0,0,0,0,1,0
1777318659983000,0,0,0,0,0,0,0,1,0,0,1,0
1777318660983000,0,0,0,0,0,0,0,1,0,0,1,0
1777318661983000,0,0,0,0,0,0,0,1,0,1,1,0
1777318662983000,0,0,0,0,0,0,0,0,1,0,1,0
1777318663983000,0,0,0,0,0,0,0,0,1,1,1,0
1777318664983000,0,0,0,0,0,0,0,0,1,0,1,0
1777318665983000,0,0,0,0,0,0,0,0,1,0,1,0
1777318666983000,0,0,0,0,0,0,0,0,1,0,1,0
1777318667983000,0,0,0,0,0,0,0,0,1,0,1,0
1777318668983000,0,0,0,0,0,0,0,0,1,0,1,0
1777318669983000,0,0,0,0,0,0,0,0,1,0,1,0
1777318670983000,0,0,0,0,0,0,0,0,1,0,1,0
1777318671983000,0,0,0,0,0,0,0,0,1,0,1,0
1777318672983000,0,0,0,0,0,0,0,0,1,0,1,0
1777318673983000,0,0,0,0,0,0,0,0,1,1,1,0
1777318674983000,0,0,0,0,0,0,0,0,0,0,1,0
