timestamp,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,rotational_movement,close_to_ground_or_skipped_check,at_rest
1777225937529000,0,1,1,1,1,1,1,0,0,0,1,1
1777225938529000,0,1,1,1,1,1,1,0,0,0,1,1
1777225939529000,0,1,1,1,1,1,1,0,0,0,1,1
1777225940017000,0,1,0,0,1,1,1,0,0,0,1,0
1777225940113000,0,0,0,0,1,0,1,0,0,0,1,0
1777225941113000,0,0,0,0,1,0,0,0,0,0,1,0
1777225942113000,0,0,0,0,1,0,0,0,0,0,1,0
1777225942201000,0,0,0,0,0,0,0,0,0,0,1,0
1777225943201000,0,0,0,0,0,0,0,1,0,0,1,0
1777225944201000,0,0,0,0,0,0,0,1,0,0,1,0
1777225945201000,0,0,0,0,0,0,0,1,0,0,1,0
1777225946201000,0,0,0,0,0,0,0,1,0,0,1,0
1777225947201000,0,0,0,0,0,0,0,1,0,0,1,0
1777225948201000,0,0,0,0,0,0,0,1,0,0,1,0
1777225949201000,0,0,0,0,0,0,0,1,0,0,1,0
1777225950201000,0,0,0,0,0,0,0,1,0,0,1,0
1777225951201000,0,0,0,0,0,0,0,1,0,0,1,0
1777225952201000,0,0,0,0,0,0,0,1,0,0,1,0
1777225953201000,0,0,0,0,0,0,0,1,0,0,1,0
1777225954201000,0,0,0,0,0,0,0,1,0,0,1,0
1777225955201000,0,0,0,0,0,0,0,0,0,0,1,0
1777225955633000,0,0,0,0,1,1,0,1,0,0,1,0
1777225956633000,0,0,0,0,1,1,0,1,0,0,1,0
1777225957633000,0,0,0,0,1,1,0,1,0,0,1,0
1777225958633000,0,0,0,0,1,1,0,1,0,0,1,0
1777225959633000,0,0,0,0,1,1,0,1,0,0,1,0
1777225960633000,0,0,0,0,1,1,0,1,0,0,1,0
1777225961633000,0,0,0,0,1,1,0,1,0,0,1,0
1777225962633000,0,0,0,0,1,1,0,1,0,0,1,0
1777225963633000,0,0,0,0,1,1,0,1,0,0,1,0
1777225964633000,0,0,0,0,1,1,0,1,0,0,1,0
1777225965633000,0,0,0,0,1,1,0,1,0,0,1,0
1777225966633000,0,0,0,0,1,1,0,1,0,0,1,0
1777225967633000,0,0,0,0,1,1,0,1,0,0,1,0
1777225968633000,0,0,0,0,1,1,0,1,0,0,1,0
1777225969633000,0,0,0,0,1,1,0,1,0,0,1,0
1777225970633000,0,0,0,0,1,1,0,1,0,0,1,0
1777225971633000,0,0,0,0,1,1,0,1,0,0,1,0
1777225972633000,0,0,0,0,1,1,1,0,0,0,1,0
1777225972913000,0,1,0,0,1,1,1,0,0,0,1,0
1777225973265000,0,1,1,0,1,1,1,0,0,0,1,0
1777225973601000,0,1,1,1,1,1,1,0,0,0,1,1
1777225974601000,0,1,1,1,1,1,1,0,0,0,1,1
1777225975601000,0,1,1,1,1,1,1,0,0,0,1,1
1777225976601000,0,1,1,1,1,1,1,0,0,0,1,1
