timestamp,timestamp_sample,time_last_fuse,device_id,observation[0],observation[1],observation[2],observation_variance[0],observation_variance[1],observation_variance[2],innovation[0],innovation[1],innovation[2],innovation_variance[0],innovation_variance[1],innovation_variance[2],test_ratio[0],test_ratio[1],test_ratio[2],estimator_instance,fusion_enabled,innovation_rejected,fused
1777318618999000,1777318618914123,0,0,0.2159874,0.010864468,0.43027025,0.0,0.0,0.0,-0.2159874,-0.010864468,-0.43027025,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777318619063000,1777318618982132,0,0,0.22458753,0.005213671,0.42997777,0.0,0.0,0.0,-0.009551123,0.00039872574,0.007183999,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777318619135000,1777318619050261,0,0,0.21507657,0.009479498,0.4297237,0.0,0.0,0.0,-0.00015482306,-0.0038904562,0.0074946284,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777318619199000,1777318619118268,0,0,0.20697057,0.015436848,0.42902875,0.0,0.0,0.0,0.007898942,-0.009792566,0.008214623,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777318619271000,1777318619186377,0,0,0.21520361,0.010987113,0.42977026,0.0,0.0,0.0,-0.00029699504,-0.0054648966,0.007456422,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777318619335000,1777318619254383,0,0,0.20864609,0.006625498,0.43229392,0.0,0.0,0.0,0.0060471147,-0.0011028019,0.0050376058,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777318619407000,1777318619322475,0,0,0.21566747,0.010527551,0.4311239,0.0,0.0,0.0,-0.0010683686,-0.004973164,0.0062533617,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777318619471000,1777318619390480,0,0,0.21268852,-0.0019234389,0.43207455,0.0,0.0,0.0,0.0019107014,0.0073923366,0.0053037107,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777318619607000,1777318619526562,0,0,0.21051101,0.013823312,0.4348687,0.0,0.0,0.0,0.0038536638,-0.008384913,0.0026249886,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777318619679000,1777318619594631,0,0,0.2143928,0.010089002,0.42736524,0.0,0.0,0.0,0.003911555,-0.0049856654,0.008180022,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777318619743000,1777318619662631,0,0,0.21438903,0.018144835,0.42620772,0.0,0.0,0.0,-0.0003001988,-0.0102343485,0.007011533,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777318619815000,1777318619730686,0,0,0.21633267,0.010264487,0.42997003,0.0,0.0,0.0,-0.0024524778,-0.0015326254,0.0033364892,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777318619879000,1777318619798689,0,0,0.22069056,0.011238138,0.43183544,0.0,0.0,0.0,-0.0068131387,-0.0024179034,0.0014706254,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777318619951000,1777318619866735,0,0,0.21496189,0.010505731,0.42992014,0.0,0.0,0.0,-0.0009952635,-0.0016211849,0.0033406317,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777318620015000,1777318619934738,0,0,0.21683763,0.014338341,0.4330586,0.0,0.0,0.0,-0.003291458,-0.005301602,0.00040641427,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
1777318620151000,1777318620070779,0,0,0.22168814,0.0054194606,0.42641497,0.0,0.0,0.0,-0.00818944,0.0039959145,0.0070652664,0.0,0.0,0.0,inf,inf,inf,0,0,1,0
