timestamp,timestamp_sample,device_id,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2],calibration_count
1777318618987000,1777318618987000,197388,0.22458753,0.005213671,0.42997777,0
1777318619119000,1777318619055000,197388,0.21507657,0.009479498,0.4297237,0
1777318619123000,1777318619123000,197388,0.20697057,0.015436848,0.42902875,0
1777318619255000,1777318619191000,197388,0.21520361,0.010987113,0.42977026,0
1777318619259000,1777318619259000,197388,0.20864609,0.006625498,0.43229392,0
1777318619391000,1777318619327000,197388,0.21566747,0.010527551,0.4311239,0
1777318619395000,1777318619395000,197388,0.21268852,-0.0019234389,0.43207455,0
1777318619527000,1777318619463000,197388,0.21526524,0.011523223,0.4300079,0
1777318619531000,1777318619531000,197388,0.21051101,0.013823312,0.4348687,0
1777318619663000,1777318619599000,197388,0.2143928,0.010089002,0.42736524,0
1777318619667000,1777318619667000,197388,0.21438903,0.018144835,0.42620772,0
1777318619799000,1777318619735000,197388,0.21633267,0.010264487,0.42997003,0
1777318619803000,1777318619803000,197388,0.22069056,0.011238138,0.43183544,0
1777318619935000,1777318619871000,197388,0.21496189,0.010505731,0.42992014,0
1777318619939000,1777318619939000,197388,0.21683763,0.014338341,0.4330586,0
1777318620071000,1777318620007000,197388,0.21462286,0.009903331,0.4299299,0
1777318620075000,1777318620075000,197388,0.22168814,0.0054194606,0.42641497,0
1777318620207000,1777318620143000,197388,0.21363506,0.012021967,0.42876714,0
1777318620211000,1777318620211000,197388,0.21192893,0.018950941,0.4294041,0
1777318620343000,1777318620279000,197388,0.21482387,0.008917842,0.42911154,0
1777318620347000,1777318620347000,197388,0.21429157,0.011923132,0.42744824,0
1777318620479000,1777318620415000,197388,0.21476987,0.008256498,0.4283525,0
1777318620483000,1777318620483000,197388,0.22169231,0.016587077,0.42373985,0
1777318620615000,1777318620551000,197388,0.21480566,0.00895083,0.4292716,0
1777318620619000,1777318620619000,197388,0.21094204,0.013506101,0.41853794,0
1777318620755000,1777318620755000,197388,0.2149199,0.004131107,0.42632395,0
1777318620887000,1777318620823000,197388,0.21645643,0.009365102,0.429367,0
1777318620891000,1777318620891000,197388,0.2218586,0.014941133,0.42313164,0
1777318621027000,1777318621027000,197388,0.21687004,0.0031063184,0.4329704,0
1777318621163000,1777318621163000,197388,0.21874553,0.018080719,0.42621154,0
1777318621295000,1777318621231000,197388,0.21465202,0.009546516,0.4293605,0
1777318621299000,1777318621299000,197388,0.2196462,0.00066723255,0.4302057,0
1777318621431000,1777318621367000,197388,0.21531327,0.009689902,0.42968005,0
1777318621435000,1777318621435000,197388,0.21394606,0.013842691,0.4284479,0
1777318621567000,1777318621503000,197388,0.21554033,0.010527214,0.42993784,0
1777318621571000,1777318621571000,197388,0.21078253,0.012319141,0.42999977,0
1777318621703000,1777318621639000,197388,0.21620081,0.0106941955,0.4276797,0
1777318621707000,1777318621707000,197388,0.21389335,0.018480424,0.43311277,0
1777318621839000,1777318621775000,197388,0.21550868,0.010449389,0.4323005,0
1777318621843000,1777318621843000,197388,0.21873316,0.015870525,0.423003,0
1777318621979000,1777318621979000,197388,0.20665209,0.02249771,0.44235137,0
1777318622111000,1777318622047000,197388,0.21622273,0.011091434,0.43080705,0
1777318622115000,1777318622115000,197388,0.22647406,0.007883189,0.43064106,0
1777318622247000,1777318622183000,197388,0.2154523,0.009989154,0.42883307,0
1777318622251000,1777318622251000,197388,0.22712024,0.0087066395,0.43481296,0
1777318622383000,1777318622319000,197388,0.21509653,0.009509071,0.42814776,0
1777318622387000,1777318622387000,197388,0.21763836,0.012077408,0.43321207,0
1777318622519000,1777318622455000,197388,0.21570663,0.009505394,0.4301656,0
1777318622523000,1777318622523000,197388,0.21654563,0.0039920458,0.42859498,0
1777318622655000,1777318622591000,197388,0.21431711,0.010975695,0.42870027,0
1777318622659000,1777318622659000,197388,0.21180925,0.013808088,0.41908398,0
1777318622791000,1777318622727000,197388,0.21414304,0.010312503,0.42974764,0
1777318622795000,1777318622795000,197388,0.21566813,0.0037001316,0.4275853,0
1777318622927000,1777318622863000,197388,0.21621415,0.0115354685,0.42914194,0
1777318622931000,1777318622931000,197388,0.21520616,0.012278465,0.43002054,0
1777318623063000,1777318622999000,197388,0.21471713,0.011184353,0.42913014,0
1777318623067000,1777318623067000,197388,0.21598622,0.0095836595,0.43555108,0
1777318623199000,1777318623135000,197388,0.21468939,0.008772993,0.43023843,0
