timestamp,tilt_limit,takeoff_state
1777225937769000,0.20943952,2
1777225939193000,0.20943952,4
1777225942201000,0.21103951,5
1777225942209000,0.21263951,5
1777225943193000,0.40943918,5
1777225944201000,0.6110409,5
1777225945073000,0.7853982,5
1777225973609000,0.78379816,3
1777225973617000,0.78219813,3
1777225974609000,0.5837948,3
1777225975609000,0.38379356,1
