timestamp,timestamp_sample,time_last_fuse,device_id,observation[0],observation[1],observation[2],observation_variance[0],observation_variance[1],observation_variance[2],innovation[0],innovation[1],innovation[2],innovation_variance[0],innovation_variance[1],innovation_variance[2],test_ratio[0],test_ratio[1],test_ratio[2],estimator_instance,fusion_enabled,innovation_rejected,fused
1777318627623000,1777318627509000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,-0.0071580377,-0.0032396484,-0.00243707,0.09084091,0.090841055,0.20777059,2.2561422e-05,4.6214e-06,1.1434362e-06,0,1,0,0
1777318627679000,1777318627561000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,-0.0062639667,-0.0032041224,-0.003036335,0.09107489,0.09107506,0.20795842,1.7232973e-05,4.5089846e-06,1.7733029e-06,0,1,0,0
1777318627727000,1777318627613000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,-0.0032455856,-0.0035787052,-0.0029813722,0.09125637,0.09125643,0.20812216,4.617245e-06,5.6136896e-06,1.708339e-06,0,1,0,0
1777318627783000,1777318627665000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,-0.0053948103,-0.004673705,-0.0023337305,0.092289574,0.09228962,0.20760898,1.26142e-05,9.467378e-06,1.0493376e-06,0,1,0,0
1777318627839000,1777318627717000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,-0.0060333367,-0.002454516,-0.0027547702,0.0938364,0.09383659,0.20779282,1.551686e-05,2.5681447e-06,1.4608318e-06,0,1,0,0
1777318627887000,1777318627769000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,-0.00724289,-0.0022223857,-0.0037351996,0.09554185,0.09554215,0.20795316,2.1962924e-05,2.0677778e-06,2.6836267e-06,0,1,0,0
1777318627943000,1777318627821000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,-0.0013754211,0.0012121762,-0.0035378411,0.09415689,0.09415703,0.20745113,8.0367266e-07,6.242215e-07,2.4133528e-06,0,1,0,0
1777318627991000,1777318627873000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,-5.5644487e-06,0.0028828988,-0.0031994432,0.09562438,0.09562448,0.20760454,1.2951965e-11,3.4765599e-06,1.9722952e-06,0,1,0,0
1777318628039000,1777318627925000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,-0.0003262204,0.0035095497,-0.0030151736,0.09732485,0.097324975,0.2077612,4.373796e-08,5.06219e-06,1.7503311e-06,0,1,0,0
1777318628095000,1777318627977000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,-0.0012255786,0.0039655063,-0.0027443767,0.09960284,0.09960304,0.20794898,6.0321287e-07,6.3151642e-06,1.4487406e-06,0,1,0,0
1777318628143000,1777318628029000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.0013586632,0.0036581978,-0.00280153,0.093485415,0.09348547,0.20811263,7.898412e-07,5.725986e-06,1.5085237e-06,0,1,0,0
1777318628199000,1777318628081000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.001525758,0.0039782804,-0.00278268,0.09411983,0.094119884,0.20760642,9.893504e-07,6.7261935e-06,1.4919209e-06,0,1,0,0
1777318628247000,1777318628133000,0,0,0.0,0.0,0.0,0.09,0.09,0.20250002,0.0017223656,0.005002894,-0.0027832463,0.09499592,0.094995975,0.20776318,1.2491245e-06,1.0538951e-05,1.4914019e-06,0,1,0,0
