timestamp,timestamp_sample,states[0],states[1],states[2],states[3],states[4],states[5],states[6],states[7],states[8],states[9],states[10],states[11],states[12],states[13],states[14],states[15],states[16],states[17],states[18],states[19],states[20],states[21],states[22],states[23],covariances[0],covariances[1],covariances[2],covariances[3],covariances[4],covariances[5],covariances[6],covariances[7],covariances[8],covariances[9],covariances[10],covariances[11],covariances[12],covariances[13],covariances[14],covariances[15],covariances[16],covariances[17],covariances[18],covariances[19],covariances[20],covariances[21],covariances[22],covariances[23],n_states
1777318619015000,1777318618935000,0.9998148,0.0014665016,0.0049227127,0.018544855,-0.0034653167,0.0006646597,-0.008756913,-9.948142e-05,2.626129e-05,-0.0005505921,0.0,0.0,0.0,0.0,0.0,0.0,0.21911892,0.012360754,0.43499038,0.0,0.0,0.0,0.0,0.0,6.844e-08,0.0025810339,0.0025810373,0.0011147514,25.018429,25.018435,10.00027,100.69815,100.69815,100.27922,9.999995e-07,1.0000002e-06,9.916946e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1777318619023000,1777318618943000,0.9998145,0.0015036718,0.0049356357,0.018554397,-0.0041201776,0.0006277852,-0.009462237,-0.0001298234,3.143107e-05,-0.00062346866,0.0,0.0,0.0,0.0,0.0,0.0,0.21911892,0.012360754,0.43499038,0.0,0.0,0.0,0.0,0.0,6.972897e-08,0.0025902863,0.002590291,0.0010722172,25.020668,25.020674,10.000285,100.7813,100.7813,100.31247,9.999995e-07,1.0000003e-06,9.904361e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1777318619031000,1777318618951000,0.99981505,0.001481757,0.0049363337,0.01852747,-0.004582904,0.00038390502,-0.010352008,-0.00016463573,3.547783e-05,-0.00070272567,0.0,0.0,0.0,0.0,0.0,0.0,0.21911892,0.012360754,0.43499038,0.0,0.0,0.0,0.0,0.0,7.0422466e-08,0.0026000394,0.0026000445,0.0010334181,25.023045,25.02305,10.0003,100.86898,100.86898,100.34753,9.999994e-07,1.0000003e-06,9.890633e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1777318619039000,1777318618959000,0.9998148,0.0014801983,0.0049677254,0.01853084,-0.005196284,0.0002809544,-0.0112063885,-0.00020375248,3.813727e-05,-0.00078895927,0.0,0.0,0.0,0.0,0.0,0.0,0.21911892,0.012360754,0.43499038,0.0,0.0,0.0,0.0,0.0,7.225639e-08,0.0026102914,0.0026102974,0.0009979344,25.025555,25.02556,10.000316,100.96116,100.96116,100.38438,9.999993e-07,1.0000003e-06,9.875725e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1777318619047000,1777318618967000,0.99981475,0.0014791666,0.005024188,0.01851933,-0.005786524,0.00039847573,-0.011935905,-0.00024768373,4.085499e-05,-0.0008815284,0.0,0.0,0.0,0.0,0.0,0.0,0.21911892,0.012360754,0.43499038,0.0,0.0,0.0,0.0,0.0,7.4934725e-08,0.0026210432,0.0026210495,0.0009654084,25.028193,25.028198,10.000331,101.057816,101.057816,100.42302,9.999992e-07,1.0000003e-06,9.8596e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1777318619055000,1777318618975000,0.9998144,0.0014947866,0.0050510885,0.018532194,-0.0063725184,0.00045923895,-0.012340002,-0.0002963199,4.4285847e-05,-0.000978632,0.0,0.0,0.0,0.0,0.0,0.0,0.21911892,0.012360754,0.43499038,0.0,0.0,0.0,0.0,0.0,7.718052e-08,0.0026322955,0.0026323025,0.00093553227,25.030954,25.03096,10.000346,101.158936,101.158936,100.46345,9.999991e-07,1.0000003e-06,9.84222e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1777318619063000,1777318618983000,0.9998134,0.0015146044,0.0050630895,0.018583357,-0.006670361,0.0003714801,-0.012900695,-0.00034849142,4.7608723e-05,-0.0010795948,0.0,0.0,0.0,0.0,0.0,0.0,0.21911892,0.012360754,0.43499038,0.0,0.0,0.0,0.0,0.0,7.929428e-08,0.002644048,0.0026440558,0.00090804114,25.033855,25.033861,10.000361,101.264496,101.264496,100.505646,9.999989e-07,1.0000003e-06,9.82355e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1777318619071000,1777318618991000,0.9998131,0.0014975398,0.0050712717,0.018595828,-0.007238696,0.0005797197,-0.013366826,-0.00040412764,5.141352e-05,-0.0011846649,0.0,0.0,0.0,0.0,0.0,0.0,0.21911892,0.012360754,0.43499038,0.0,0.0,0.0,0.0,0.0,8.116532e-08,0.002656301,0.002656309,0.0008827053,25.036888,25.036894,10.000377,101.37447,101.37447,100.54961,9.999986e-07,1.0000003e-06,9.803558e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1777318619079000,1777318618999000,0.9998133,0.0014888656,0.0050807106,0.018586425,-0.007933216,0.00071417406,-0.013688222,-0.0004648153,5.6589095e-05,-0.001292885,0.0,0.0,0.0,0.0,0.0,0.0,0.21911892,0.012360754,0.43499038,0.0,0.0,0.0,0.0,0.0,8.328916e-08,0.0026690539,0.002669062,0.0008593237,25.04005,25.040056,10.000392,101.488846,101.488846,100.59532,9.999984e-07,1.0000003e-06,9.782212e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1777318619087000,1777318619007000,0.99981236,0.0014964319,0.005090368,0.018629124,-0.008460774,0.00081275206,-0.014528587,-0.00053039123,6.26968e-05,-0.0014057523,0.0,0.0,0.0,0.0,0.0,0.0,0.21911892,0.012360754,0.43499038,0.0,0.0,0.0,0.0,0.0,8.580329e-08,0.0026823066,0.0026823152,0.0008377199,25.043371,25.043377,10.000407,101.6076,101.6076,100.642784,9.999982e-07,1.0000003e-06,9.759483e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1777318619095000,1777318619015000,0.99981177,0.0015377041,0.0051150713,0.018650372,-0.009060485,0.0008406672,-0.0153923705,-0.0006004763,6.931048e-05,-0.0015254361,0.0,0.0,0.0,0.0,0.0,0.0,0.21911892,0.012360754,0.43499038,0.0,0.0,0.0,0.0,0.0,8.916142e-08,0.0026960587,0.0026960683,0.0008177388,25.046831,25.046837,10.0004225,101.730705,101.730705,100.691986,9.99998e-07,1.0000003e-06,9.735344e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1777318619103000,1777318619023000,0.999812,0.0015494223,0.005116897,0.018642452,-0.009763878,0.0005325037,-0.015710205,-0.0006757737,7.480317e-05,-0.0016498463,0.0,0.0,0.0,0.0,0.0,0.0,0.21911892,0.012360754,0.43499038,0.0,0.0,0.0,0.0,0.0,9.177874e-08,0.0027103114,0.0027103217,0.00079924293,25.050407,25.050413,10.000438,101.858154,101.858154,100.74292,9.999977e-07,1.0000003e-06,9.709768e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
1777318619111000,1777318619031000,0.99981165,0.0015616094,0.005153871,0.018646292,-0.010341388,0.00050860894,-0.015990198,-0.00075619476,7.896762e-05,-0.001776648,0.0,0.0,0.0,0.0,0.0,0.0,0.21911892,0.012360754,0.43499038,0.0,0.0,0.0,0.0,0.0,9.5574784e-08,0.0027250634,0.002725074,0.0007821107,25.054121,25.054127,10.000453,101.98993,101.98993,100.79558,9.999975e-07,1.0000003e-06,9.682732e-07,4.0000004e-06,4.0000004e-06,4.0000004e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
