timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
1777318628415000,47.3977419,8.5455939,487.99902,0.0,0.0,0.0,0.0,1,1,0,0
1777318628427000,47.3977419,8.5455939,487.99902,0.0,0.0,0.0,0.0,1,1,0,0
1777318628439000,47.3977419,8.5455939,487.99902,0.0,0.0,0.0,0.0,1,1,0,0
1777318628451000,47.3977419,8.5455939,487.99902,0.0,0.0,0.0,0.0,1,1,0,0
1777318628463000,47.3977419,8.545594,488.01102,0.0,0.0,0.0,0.0,1,1,0,0
1777318628475000,47.3977419,8.545594,488.01102,0.0,0.0,0.0,0.0,1,1,0,0
1777318628487000,47.3977419,8.545594,488.01102,0.0,0.0,0.0,0.0,1,1,0,0
1777318628499000,47.3977419,8.545594,488.01102,0.0,0.0,0.0,0.0,1,1,0,0
1777318628511000,47.397742,8.5455939,488.002,0.0,0.0,0.0,0.0,1,1,0,0
1777318628523000,47.397742,8.5455939,488.002,0.0,0.0,0.0,0.0,1,1,0,0
1777318628535000,47.397742,8.5455939,488.002,0.0,0.0,0.0,0.0,1,1,0,0
1777318628547000,47.397742,8.5455939,488.002,0.0,0.0,0.0,0.0,1,1,0,0
1777318628559000,47.3977419,8.5455937,488.00504,0.0,0.0,0.0,0.0,1,1,0,0
1777318628571000,47.3977419,8.5455937,488.00504,0.0,0.0,0.0,0.0,1,1,0,0
1777318628583000,47.3977419,8.5455937,488.00504,0.0,0.0,0.0,0.0,1,1,0,0
1777318628595000,47.3977419,8.5455937,488.00504,0.0,0.0,0.0,0.0,1,1,0,0
1777318628607000,47.3977419,8.5455937,488.00504,0.0,0.0,0.0,0.0,1,1,0,0
1777318628619000,47.397742,8.5455937,488.00504,0.0,0.0,0.0,0.0,1,1,0,0
1777318628631000,47.397742,8.5455937,488.00504,0.0,0.0,0.0,0.0,1,1,0,0
1777318628643000,47.397742,8.5455937,488.00504,0.0,0.0,0.0,0.0,1,1,0,0
1777318628655000,47.397742,8.5455937,488.00504,0.0,0.0,0.0,0.0,1,1,0,0
1777318628667000,47.397742,8.545593799999999,488.00504,0.0,0.0,0.0,0.0,1,1,0,0
1777318628679000,47.397742,8.545593799999999,488.00504,0.0,0.0,0.0,0.0,1,1,0,0
1777318628691000,47.397742,8.545593799999999,488.00504,0.0,0.0,0.0,0.0,1,1,0,0
1777318628703000,47.397742,8.545593799999999,488.00504,0.0,0.0,0.0,0.0,1,1,0,0
1777318628715000,47.397742,8.545593799999999,488.00504,0.0,0.0,0.0,0.0,1,1,0,0
1777318628727000,47.3977419,8.5455937,487.99402,0.0,0.0,0.0,0.0,1,1,0,0
1777318628739000,47.3977419,8.5455937,487.99402,0.0,0.0,0.0,0.0,1,1,0,0
1777318628751000,47.3977419,8.5455937,487.99402,0.0,0.0,0.0,0.0,1,1,0,0
1777318628763000,47.3977419,8.5455937,487.99402,0.0,0.0,0.0,0.0,1,1,0,0
1777318628775000,47.3977418,8.5455939,487.989,0.0,0.0,0.0,0.0,1,1,0,0
1777318628787000,47.3977418,8.5455939,487.989,0.0,0.0,0.0,0.0,1,1,0,0
1777318628799000,47.3977418,8.5455939,487.989,0.0,0.0,0.0,0.0,1,1,0,0
1777318628811000,47.3977418,8.5455939,487.989,0.0,0.0,0.0,0.0,1,1,0,0
1777318628823000,47.3977418,8.5455939,487.98,0.0,0.0,0.0,0.0,1,1,0,0
1777318628835000,47.3977418,8.5455939,487.98,0.0,0.0,0.0,0.0,1,1,0,0
1777318628847000,47.3977418,8.5455939,487.98,0.0,0.0,0.0,0.0,1,1,0,0
1777318628859000,47.3977418,8.5455939,487.98,0.0,0.0,0.0,0.0,1,1,0,0
1777318628871000,47.3977418,8.5455939,487.98,0.0,0.0,0.0,0.0,1,1,0,0
1777318628883000,47.3977418,8.5455939,487.98502,0.0,0.0,0.0,0.0,1,1,0,0
1777318628895000,47.3977418,8.5455939,487.98502,0.0,0.0,0.0,0.0,1,1,0,0
1777318628907000,47.3977418,8.5455939,487.98502,0.0,0.0,0.0,0.0,1,1,0,0
1777318628919000,47.3977418,8.5455939,487.98502,0.0,0.0,0.0,0.0,1,1,0,0
1777318628931000,47.3977419,8.5455939,487.98602,0.0,0.0,0.0,0.0,1,1,0,0
1777318628943000,47.3977419,8.5455939,487.98602,0.0,0.0,0.0,0.0,1,1,0,0
1777318628955000,47.3977419,8.5455939,487.98602,0.0,0.0,0.0,0.0,1,1,0,0
1777318628967000,47.3977419,8.5455939,487.98602,0.0,0.0,0.0,0.0,1,1,0,0
1777318628979000,47.3977418,8.545594,487.997,0.0,0.0,0.0,0.0,1,1,0,0
1777318628991000,47.3977418,8.545594,487.997,0.0,0.0,0.0,0.0,1,1,0,0
1777318629003000,47.3977418,8.545594,487.997,0.0,0.0,0.0,0.0,1,1,0,0
1777318629015000,47.3977418,8.545594,487.997,0.0,0.0,0.0,0.0,1,1,0,0
1777318629027000,47.3977418,8.545594,487.997,0.0,0.0,0.0,0.0,1,1,0,0
1777318629039000,47.3977419,8.545594,488.00302,0.0,0.0,0.0,0.0,1,1,0,0
1777318629051000,47.3977419,8.545594,488.00302,0.0,0.0,0.0,0.0,1,1,0,0
1777318629063000,47.3977419,8.545594,488.00302,0.0,0.0,0.0,0.0,1,1,0,0
1777318629075000,47.3977419,8.545594,488.00302,0.0,0.0,0.0,0.0,1,1,0,0
1777318629087000,47.3977418,8.5455939,488.006,0.0,0.0,0.0,0.0,1,1,0,0
1777318629099000,47.3977418,8.5455939,488.006,0.0,0.0,0.0,0.0,1,1,0,0
1777318629111000,47.3977418,8.5455939,488.006,0.0,0.0,0.0,0.0,1,1,0,0
1777318629123000,47.3977418,8.5455939,488.006,0.0,0.0,0.0,0.0,1,1,0,0
1777318629135000,47.3977417,8.545594099999999,487.997,0.0,0.0,0.0,0.0,1,1,0,0
1777318629147000,47.3977417,8.545594099999999,487.997,0.0,0.0,0.0,0.0,1,1,0,0
1777318629159000,47.3977417,8.545594099999999,487.997,0.0,0.0,0.0,0.0,1,1,0,0
1777318629171000,47.3977417,8.545594099999999,487.997,0.0,0.0,0.0,0.0,1,1,0,0
1777318629183000,47.3977417,8.545594099999999,487.997,0.0,0.0,0.0,0.0,1,1,0,0
1777318629195000,47.3977418,8.5455939,487.997,0.0,0.0,0.0,0.0,1,1,0,0
1777318629207000,47.3977418,8.5455939,487.997,0.0,0.0,0.0,0.0,1,1,0,0
1777318629219000,47.3977418,8.5455939,487.997,0.0,0.0,0.0,0.0,1,1,0,0
1777318629231000,47.3977418,8.5455939,487.997,0.0,0.0,0.0,0.0,1,1,0,0
1777318629243000,47.3977418,8.5455939,488.01,0.0,0.0,0.0,0.0,1,1,0,0
1777318629255000,47.3977418,8.5455939,488.01,0.0,0.0,0.0,0.0,1,1,0,0
1777318629267000,47.3977418,8.5455939,488.01,0.0,0.0,0.0,0.0,1,1,0,0
1777318629279000,47.3977418,8.5455939,488.01,0.0,0.0,0.0,0.0,1,1,0,0
1777318629291000,47.3977419,8.545593799999999,488.00702,0.0,0.0,0.0,0.0,1,1,0,0
1777318629303000,47.3977419,8.545593799999999,488.00702,0.0,0.0,0.0,0.0,1,1,0,0
1777318629315000,47.3977419,8.545593799999999,488.00702,0.0,0.0,0.0,0.0,1,1,0,0
1777318629327000,47.3977419,8.545593799999999,488.00702,0.0,0.0,0.0,0.0,1,1,0,0
1777318629339000,47.3977419,8.545593799999999,488.00702,0.0,0.0,0.0,0.0,1,1,0,0
1777318629351000,47.3977419,8.5455939,488.00104,0.0,0.0,0.0,0.0,1,1,0,0
1777318629363000,47.3977419,8.5455939,488.00104,0.0,0.0,0.0,0.0,1,1,0,0
1777318629375000,47.3977419,8.5455939,488.00104,0.0,0.0,0.0,0.0,1,1,0,0
1777318629387000,47.3977419,8.5455939,488.00104,0.0,0.0,0.0,0.0,1,1,0,0
1777318629399000,47.397742,8.545593799999999,487.99002,0.0,0.0,0.0,0.0,1,1,0,0
1777318629411000,47.397742,8.545593799999999,487.99002,0.0,0.0,0.0,0.0,1,1,0,0
1777318629423000,47.397742,8.545593799999999,487.99002,0.0,0.0,0.0,0.0,1,1,0,0
1777318629435000,47.397742,8.545593799999999,487.99002,0.0,0.0,0.0,0.0,1,1,0,0
1777318629447000,47.397742,8.545593799999999,487.99503,0.0,0.0,0.0,0.0,1,1,0,0
1777318629459000,47.397742,8.545593799999999,487.99503,0.0,0.0,0.0,0.0,1,1,0,0
1777318629471000,47.397742,8.545593799999999,487.99503,0.0,0.0,0.0,0.0,1,1,0,0
1777318629483000,47.397742,8.545593799999999,487.99503,0.0,0.0,0.0,0.0,1,1,0,0
1777318629495000,47.397742,8.545593799999999,487.99503,0.0,0.0,0.0,0.0,1,1,0,0
1777318629507000,47.3977419,8.5455936,488.00403,0.0,0.0,0.0,0.0,1,1,0,0
1777318629519000,47.3977419,8.5455936,488.00403,0.0,0.0,0.0,0.0,1,1,0,0
1777318629531000,47.3977419,8.5455936,488.00403,0.0,0.0,0.0,0.0,1,1,0,0
1777318629543000,47.3977419,8.5455936,488.00403,0.0,0.0,0.0,0.0,1,1,0,0
1777318629555000,47.3977419,8.5455937,488.002,0.0,0.0,0.0,0.0,1,1,0,0
1777318629567000,47.3977419,8.5455937,488.002,0.0,0.0,0.0,0.0,1,1,0,0
1777318629579000,47.3977419,8.5455937,488.002,0.0,0.0,0.0,0.0,1,1,0,0
1777318629591000,47.3977419,8.5455937,488.002,0.0,0.0,0.0,0.0,1,1,0,0
1777318629603000,47.3977419,8.5455936,488.002,0.0,0.0,0.0,0.0,1,1,0,0
1777318629615000,47.3977419,8.5455936,488.002,0.0,0.0,0.0,0.0,1,1,0,0
1777318629627000,47.3977419,8.5455936,488.002,0.0,0.0,0.0,0.0,1,1,0,0
1777318629639000,47.3977419,8.5455936,488.002,0.0,0.0,0.0,0.0,1,1,0,0
1777318629651000,47.3977419,8.5455936,488.002,0.0,0.0,0.0,0.0,1,1,0,0
1777318629663000,47.3977418,8.5455937,488.01404,0.0,0.0,0.0,0.0,1,1,0,0
1777318629675000,47.3977418,8.5455937,488.01404,0.0,0.0,0.0,0.0,1,1,0,0
1777318629687000,47.3977418,8.5455937,488.01404,0.0,0.0,0.0,0.0,1,1,0,0
1777318629699000,47.3977418,8.5455937,488.01404,0.0,0.0,0.0,0.0,1,1,0,0
1777318629711000,47.3977419,8.5455936,488.002,0.0,0.0,0.0,0.0,1,1,0,0
1777318629723000,47.3977419,8.5455936,488.002,0.0,0.0,0.0,0.0,1,1,0,0
1777318629735000,47.3977419,8.5455936,488.002,0.0,0.0,0.0,0.0,1,1,0,0
1777318629747000,47.3977419,8.5455936,488.002,0.0,0.0,0.0,0.0,1,1,0,0
1777318629759000,47.3977418,8.545593799999999,487.99103,0.0,0.0,0.0,0.0,1,1,0,0
1777318629771000,47.3977418,8.545593799999999,487.99103,0.0,0.0,0.0,0.0,1,1,0,0
1777318629783000,47.3977418,8.545593799999999,487.99103,0.0,0.0,0.0,0.0,1,1,0,0
1777318629795000,47.3977418,8.545593799999999,487.99103,0.0,0.0,0.0,0.0,1,1,0,0
1777318629807000,47.3977418,8.545593799999999,487.99103,0.0,0.0,0.0,0.0,1,1,0,0
1777318629819000,47.3977419,8.545594,487.98804,0.0,0.0,0.0,0.0,1,1,0,0
1777318629831000,47.3977419,8.545594,487.98804,0.0,0.0,0.0,0.0,1,1,0,0
1777318629843000,47.3977419,8.545594,487.98804,0.0,0.0,0.0,0.0,1,1,0,0
1777318629855000,47.3977419,8.545594,487.98804,0.0,0.0,0.0,0.0,1,1,0,0
1777318629867000,47.3977419,8.5455939,487.993,0.0,0.0,0.0,0.0,1,1,0,0
1777318629879000,47.3977419,8.5455939,487.993,0.0,0.0,0.0,0.0,1,1,0,0
1777318629891000,47.3977419,8.5455939,487.993,0.0,0.0,0.0,0.0,1,1,0,0
1777318629903000,47.3977419,8.5455939,487.993,0.0,0.0,0.0,0.0,1,1,0,0
1777318629915000,47.3977419,8.545594,488.00803,0.0,0.0,0.0,0.0,1,1,0,0
1777318629927000,47.3977419,8.545594,488.00803,0.0,0.0,0.0,0.0,1,1,0,0
1777318629939000,47.3977419,8.545594,488.00803,0.0,0.0,0.0,0.0,1,1,0,0
1777318629951000,47.3977419,8.545594,488.00803,0.0,0.0,0.0,0.0,1,1,0,0
1777318629963000,47.3977419,8.545594,488.00803,0.0,0.0,0.0,0.0,1,1,0,0
1777318629975000,47.3977418,8.545594099999999,488.00403,0.0,0.0,0.0,0.0,1,1,0,0
1777318629987000,47.3977418,8.545594099999999,488.00403,0.0,0.0,0.0,0.0,1,1,0,0
1777318629999000,47.3977418,8.545594099999999,488.00403,0.0,0.0,0.0,0.0,1,1,0,0
1777318630011000,47.3977418,8.545594099999999,488.00403,0.0,0.0,0.0,0.0,1,1,0,0
1777318630023000,47.3977418,8.545594099999999,487.98804,0.0,0.0,0.0,0.0,1,1,0,0
1777318630035000,47.3977418,8.545594099999999,487.98804,0.0,0.0,0.0,0.0,1,1,0,0
1777318630047000,47.3977418,8.545594099999999,487.98804,0.0,0.0,0.0,0.0,1,1,0,0
1777318630059000,47.3977418,8.545594099999999,487.98804,0.0,0.0,0.0,0.0,1,1,0,0
1777318630071000,47.3977419,8.5455942,487.98703,0.0,0.0,0.0,0.0,1,1,0,0
1777318630083000,47.3977419,8.5455942,487.98703,0.0,0.0,0.0,0.0,1,1,0,0
1777318630095000,47.3977419,8.5455942,487.98703,0.0,0.0,0.0,0.0,1,1,0,0
1777318630107000,47.3977419,8.5455942,487.98703,0.0,0.0,0.0,0.0,1,1,0,0
1777318630119000,47.3977419,8.5455942,487.98703,0.0,0.0,0.0,0.0,1,1,0,0
1777318630131000,47.3977418,8.545594,487.99402,0.0,0.0,0.0,0.0,1,1,0,0
1777318630143000,47.3977418,8.545594,487.99402,0.0,0.0,0.0,0.0,1,1,0,0
1777318630155000,47.3977418,8.545594,487.99402,0.0,0.0,0.0,0.0,1,1,0,0
1777318630167000,47.3977418,8.545594,487.99402,0.0,0.0,0.0,0.0,1,1,0,0
1777318630179000,47.3977419,8.545594099999999,487.98804,0.0,0.0,0.0,0.0,1,1,0,0
1777318630191000,47.3977419,8.545594099999999,487.98804,0.0,0.0,0.0,0.0,1,1,0,0
1777318630203000,47.3977419,8.545594099999999,487.98804,0.0,0.0,0.0,0.0,1,1,0,0
1777318630215000,47.3977419,8.545594099999999,487.98804,0.0,0.0,0.0,0.0,1,1,0,0
1777318630227000,47.397742,8.5455939,487.98804,0.0,0.0,0.0,0.0,1,1,0,0
1777318630239000,47.397742,8.5455939,487.98804,0.0,0.0,0.0,0.0,1,1,0,0
1777318630251000,47.397742,8.5455939,487.98804,0.0,0.0,0.0,0.0,1,1,0,0
1777318630263000,47.397742,8.5455939,487.98804,0.0,0.0,0.0,0.0,1,1,0,0
1777318630275000,47.3977419,8.545594,487.98502,0.0,0.0,0.0,0.0,1,1,0,0
1777318630287000,47.3977419,8.545594,487.98502,0.0,0.0,0.0,0.0,1,1,0,0
1777318630299000,47.3977419,8.545594,487.98502,0.0,0.0,0.0,0.0,1,1,0,0
1777318630311000,47.3977419,8.545594,487.98502,0.0,0.0,0.0,0.0,1,1,0,0
1777318630323000,47.3977419,8.545594,487.98502,0.0,0.0,0.0,0.0,1,1,0,0
1777318630335000,47.3977419,8.545593799999999,488.00003,0.0,0.0,0.0,0.0,1,1,0,0
1777318630347000,47.3977419,8.545593799999999,488.00003,0.0,0.0,0.0,0.0,1,1,0,0
1777318630359000,47.3977419,8.545593799999999,488.00003,0.0,0.0,0.0,0.0,1,1,0,0
1777318630371000,47.3977419,8.545593799999999,488.00003,0.0,0.0,0.0,0.0,1,1,0,0
1777318630383000,47.397742099999995,8.5455937,488.006,0.0,0.0,0.0,0.0,1,1,0,0
1777318630395000,47.397742099999995,8.5455937,488.006,0.0,0.0,0.0,0.0,1,1,0,0
1777318630407000,47.397742099999995,8.5455937,488.006,0.0,0.0,0.0,0.0,1,1,0,0
1777318630419000,47.397742099999995,8.5455937,488.006,0.0,0.0,0.0,0.0,1,1,0,0
1777318630431000,47.397742099999995,8.5455937,488.006,0.0,0.0,0.0,0.0,1,1,0,0
1777318630443000,47.397742099999995,8.545593799999999,487.99802,0.0,0.0,0.0,0.0,1,1,0,0
1777318630455000,47.397742099999995,8.545593799999999,487.99802,0.0,0.0,0.0,0.0,1,1,0,0
1777318630467000,47.397742099999995,8.545593799999999,487.99802,0.0,0.0,0.0,0.0,1,1,0,0
1777318630479000,47.397742099999995,8.545593799999999,487.99802,0.0,0.0,0.0,0.0,1,1,0,0
1777318630491000,47.397742099999995,8.5455939,487.993,0.0,0.0,0.0,0.0,1,1,0,0
1777318630503000,47.397742099999995,8.5455939,487.993,0.0,0.0,0.0,0.0,1,1,0,0
1777318630515000,47.397742099999995,8.5455939,487.993,0.0,0.0,0.0,0.0,1,1,0,0
1777318630527000,47.397742099999995,8.5455939,487.993,0.0,0.0,0.0,0.0,1,1,0,0
1777318630539000,47.397742199999996,8.5455937,487.98703,0.0,0.0,0.0,0.0,1,1,0,0
1777318630551000,47.397742199999996,8.5455937,487.98703,0.0,0.0,0.0,0.0,1,1,0,0
1777318630563000,47.397742199999996,8.5455937,487.98703,0.0,0.0,0.0,0.0,1,1,0,0
1777318630575000,47.397742199999996,8.5455937,487.98703,0.0,0.0,0.0,0.0,1,1,0,0
1777318630587000,47.397742199999996,8.5455937,487.98703,0.0,0.0,0.0,0.0,1,1,0,0
1777318630599000,47.397742099999995,8.5455937,487.989,0.0,0.0,0.0,0.0,1,1,0,0
1777318630611000,47.397742099999995,8.5455937,487.989,0.0,0.0,0.0,0.0,1,1,0,0
1777318630623000,47.397742099999995,8.5455937,487.989,0.0,0.0,0.0,0.0,1,1,0,0
1777318630635000,47.397742099999995,8.5455937,487.989,0.0,0.0,0.0,0.0,1,1,0,0
1777318630647000,47.397742099999995,8.545593799999999,487.98804,0.0,0.0,0.0,0.0,1,1,0,0
1777318630659000,47.397742099999995,8.545593799999999,487.98804,0.0,0.0,0.0,0.0,1,1,0,0
1777318630671000,47.397742099999995,8.545593799999999,487.98804,0.0,0.0,0.0,0.0,1,1,0,0
1777318630683000,47.397742099999995,8.545593799999999,487.98804,0.0,0.0,0.0,0.0,1,1,0,0
1777318630695000,47.397742,8.5455939,487.99802,0.0,0.0,0.0,0.0,1,1,0,0
1777318630707000,47.397742,8.5455939,487.99802,0.0,0.0,0.0,0.0,1,1,0,0
1777318630719000,47.397742,8.5455939,487.99802,0.0,0.0,0.0,0.0,1,1,0,0
1777318630731000,47.397742,8.5455939,487.99802,0.0,0.0,0.0,0.0,1,1,0,0
1777318630743000,47.397742,8.5455939,487.99802,0.0,0.0,0.0,0.0,1,1,0,0
1777318630755000,47.397742,8.545594,488.00104,0.0,0.0,0.0,0.0,1,1,0,0
1777318630767000,47.397742,8.545594,488.00104,0.0,0.0,0.0,0.0,1,1,0,0
1777318630779000,47.397742,8.545594,488.00104,0.0,0.0,0.0,0.0,1,1,0,0
1777318630791000,47.397742,8.545594,488.00104,0.0,0.0,0.0,0.0,1,1,0,0
1777318630803000,47.397742099999995,8.545594,487.99402,0.0,0.0,0.0,0.0,1,1,0,0
1777318630815000,47.397742099999995,8.545594,487.99402,0.0,0.0,0.0,0.0,1,1,0,0
1777318630827000,47.397742099999995,8.545594,487.99402,0.0,0.0,0.0,0.0,1,1,0,0
1777318630839000,47.397742099999995,8.545594,487.99402,0.0,0.0,0.0,0.0,1,1,0,0
1777318630851000,47.397742099999995,8.545594,487.99802,0.0,0.0,0.0,0.0,1,1,0,0
1777318630863000,47.397742099999995,8.545594,487.99802,0.0,0.0,0.0,0.0,1,1,0,0
1777318630875000,47.397742099999995,8.545594,487.99802,0.0,0.0,0.0,0.0,1,1,0,0
1777318630887000,47.397742099999995,8.545594,487.99802,0.0,0.0,0.0,0.0,1,1,0,0
1777318630899000,47.397742099999995,8.545594,487.99802,0.0,0.0,0.0,0.0,1,1,0,0
1777318630911000,47.397742,8.5455939,488.00003,0.0,0.0,0.0,0.0,1,1,0,0
1777318630923000,47.397742,8.5455939,488.00003,0.0,0.0,0.0,0.0,1,1,0,0
1777318630935000,47.397742,8.5455939,488.00003,0.0,0.0,0.0,0.0,1,1,0,0
1777318630947000,47.397742,8.5455939,488.00003,0.0,0.0,0.0,0.0,1,1,0,0
1777318630959000,47.397742,8.5455939,488.01303,0.0,0.0,0.0,0.0,1,1,0,0
1777318630971000,47.397742,8.5455939,488.01303,0.0,0.0,0.0,0.0,1,1,0,0
1777318630983000,47.397742,8.5455939,488.01303,0.0,0.0,0.0,0.0,1,1,0,0
1777318630995000,47.397742,8.5455939,488.01303,0.0,0.0,0.0,0.0,1,1,0,0
1777318631007000,47.397742,8.545594099999999,488.01602,0.0,0.0,0.0,0.0,1,1,0,0
1777318631019000,47.397742,8.545594099999999,488.01602,0.0,0.0,0.0,0.0,1,1,0,0
1777318631031000,47.397742,8.545594099999999,488.01602,0.0,0.0,0.0,0.0,1,1,0,0
1777318631043000,47.397742,8.545594099999999,488.01602,0.0,0.0,0.0,0.0,1,1,0,0
1777318631055000,47.397742,8.545594099999999,488.01602,0.0,0.0,0.0,0.0,1,1,0,0
1777318631067000,47.3977419,8.545594,488.01,0.0,0.0,0.0,0.0,1,1,0,0
1777318631079000,47.3977419,8.545594,488.01,0.0,0.0,0.0,0.0,1,1,0,0
1777318631091000,47.3977419,8.545594,488.01,0.0,0.0,0.0,0.0,1,1,0,0
1777318631103000,47.3977419,8.545594,488.01,0.0,0.0,0.0,0.0,1,1,0,0
1777318631115000,47.3977419,8.545593799999999,488.00803,0.0,0.0,0.0,0.0,1,1,0,0
1777318631127000,47.3977419,8.545593799999999,488.00803,0.0,0.0,0.0,0.0,1,1,0,0
1777318631139000,47.3977419,8.545593799999999,488.00803,0.0,0.0,0.0,0.0,1,1,0,0
1777318631151000,47.3977419,8.545593799999999,488.00803,0.0,0.0,0.0,0.0,1,1,0,0
1777318631163000,47.397742,8.545593799999999,488.02203,0.0,0.0,0.0,0.0,1,1,0,0
1777318631175000,47.397742,8.545593799999999,488.02203,0.0,0.0,0.0,0.0,1,1,0,0
1777318631187000,47.397742,8.545593799999999,488.02203,0.0,0.0,0.0,0.0,1,1,0,0
