timestamp,control_power[0],control_power[1],control_power[2]
1777225937525000,6.1102783e-06,3.6549022e-06,6.3649864e-08
1777225938025000,4.7924173e-06,2.4592043e-06,1.260182e-07
1777225938525000,3.8034839e-06,3.6827576e-06,6.148339e-08
1777225939025000,5.232241e-06,2.97984e-06,9.326745e-08
1777225939525000,4.0801624e-06,5.856811e-06,8.1536975e-08
1777225940025000,3.589815e-06,3.7017e-06,4.3887177e-08
1777225940525000,4.1951557e-06,8.075308e-06,1.2424091e-07
1777225941025000,4.6642485e-06,1.9721287e-05,7.929927e-08
1777225941525000,6.0543202e-06,3.4850622e-05,1.0913469e-07
1777225942025000,1.3958788e-05,4.447229e-05,7.592186e-08
1777225942525000,6.678407e-06,1.07115175e-05,2.9790856e-08
1777225943025000,4.943579e-06,1.4896518e-05,1.4654796e-07
1777225943525000,5.952646e-06,1.1879809e-05,5.3526076e-08
1777225944025000,5.794727e-06,7.9542115e-06,1.8311944e-07
1777225944525000,4.570655e-06,1.1947158e-05,9.370856e-08
1777225945025000,4.957523e-06,7.0801016e-06,2.7697668e-08
1777225945525000,4.951595e-06,7.489857e-06,1.0252308e-07
1777225946025000,5.50634e-06,1.3620188e-05,5.1727046e-08
1777225946525000,8.207549e-06,7.3798506e-06,6.654958e-08
1777225947025000,5.450553e-06,9.8827095e-06,1.2116206e-07
1777225947525000,7.1555864e-06,9.59018e-06,3.0066127e-07
1777225948025000,7.3630076e-06,8.7366725e-06,2.960932e-07
1777225948525000,4.341268e-06,7.596741e-06,8.699e-08
1777225949025000,4.7289495e-06,7.450128e-06,1.7084221e-07
1777225949525000,4.976595e-06,9.6208405e-06,4.3833357e-08
1777225950025000,6.201543e-06,6.5213685e-06,6.712943e-08
1777225950525000,7.791191e-06,6.0055777e-06,1.0933157e-07
1777225951025000,4.351714e-06,1.2134086e-05,1.7961933e-07
1777225951525000,3.1624934e-06,6.5360296e-06,1.4994838e-07
1777225952025000,5.0385156e-06,1.1842079e-05,7.69558e-08
1777225952525000,6.05485e-06,7.919895e-06,1.0714026e-07
1777225953025000,3.7960265e-06,1.3260212e-05,8.414398e-08
1777225953525000,5.8821656e-06,1.101068e-05,1.05237184e-07
1777225954025000,4.5180923e-06,1.2444526e-05,8.8062876e-08
1777225954525000,5.857502e-06,9.4159e-06,5.0902123e-08
1777225955025000,5.092464e-06,4.4585204e-06,4.0295205e-08
1777225955525000,4.5813013e-06,8.642e-06,2.401288e-07
1777225956025000,5.3296308e-06,7.3023875e-06,1.5866917e-07
1777225956525000,5.8767077e-06,6.9776474e-06,1.5236832e-07
1777225957025000,5.578799e-06,1.3593823e-05,2.2859145e-07
1777225957525000,4.845904e-06,1.1772232e-05,7.4421756e-08
1777225958025000,7.28622e-06,8.840262e-06,2.35936e-07
1777225958525000,4.534392e-06,6.474655e-06,2.3859226e-07
1777225959025000,5.9614044e-06,4.806332e-06,3.024161e-07
1777225959525000,4.385932e-06,5.043249e-06,2.5865899e-07
1777225960025000,3.715704e-06,1.5801827e-05,7.6408575e-08
1777225960525000,3.539461e-06,1.0917463e-05,1.4030356e-07
1777225961025000,1.0096803e-05,1.0380121e-05,1.2518915e-07
1777225961525000,6.836931e-06,8.849956e-06,5.0849337e-08
1777225962025000,6.521766e-06,5.8570236e-06,3.108103e-08
1777225962525000,6.7696847e-06,1.0780717e-05,9.3869666e-08
1777225963025000,3.923544e-06,1.4168643e-05,8.273215e-08
1777225963525000,4.4589433e-06,7.5046983e-06,4.210876e-08
1777225964025000,4.872975e-06,6.135363e-06,2.9708218e-07
1777225964525000,4.476205e-06,6.9483267e-06,1.4430117e-07
1777225965025000,5.139528e-06,8.5327665e-06,8.6156675e-08
1777225965525000,7.1521154e-06,8.234365e-06,7.4299464e-08
1777225966025000,3.698756e-06,3.7643708e-06,3.9568842e-08
1777225966525000,7.993929e-06,8.351351e-06,1.57198e-07
1777225967025000,4.989646e-06,1.5629501e-05,1.04407675e-07
1777225967525000,8.040064e-06,4.9683845e-06,4.062667e-07
1777225968025000,3.7582972e-06,5.2761775e-06,1.3388029e-07
1777225968525000,8.24862e-06,3.819229e-06,1.6199215e-07
1777225969025000,8.001195e-06,9.953737e-06,3.771985e-08
1777225969525000,4.3555783e-06,9.098491e-06,1.6789147e-07
1777225970025000,6.211727e-06,8.984619e-06,3.0571715e-07
1777225970525000,3.930393e-06,6.8750496e-06,1.9432412e-07
1777225971025000,3.3720423e-06,6.5802824e-06,1.0000618e-07
1777225971525000,8.22056e-06,7.931949e-06,1.0417362e-07
1777225972025000,5.7977264e-05,1.7801503e-05,1.16321964e-07
1777225972525000,0.00016519046,1.726646e-05,2.7469932e-07
1777225973025000,0.00024617367,1.8605693e-05,1.3423225e-07
1777225973525000,6.9177244e-05,9.378771e-06,9.5226426e-08
1777225974025000,5.9591446e-05,8.757636e-06,7.452782e-08
1777225974525000,4.6722267e-05,1.1035017e-05,9.463008e-08
1777225975025000,4.9106304e-05,1.344505e-05,8.3930594e-08
1777225975525000,4.9529754e-05,1.2309166e-05,1.7111982e-07
1777225976025000,2.5575657e-05,4.8272677e-06,9.1137615e-08
1777225976525000,2.3586488e-05,3.2144637e-06,8.6301675e-08
