timestamp,defer_failsafes_timeout_s,disable_auto_disarm,defer_failsafes,disable_auto_set_home,source_type,source_id
1777225935873000,0,0,0,0,0,0
1777225936377000,0,0,0,0,0,0
1777225936881000,0,0,0,0,0,0
1777225937385000,0,0,0,0,0,0
1777225937889000,0,0,0,0,0,0
1777225938393000,0,0,0,0,0,0
1777225938897000,0,0,0,0,0,0
1777225939401000,0,0,0,0,0,0
1777225939905000,0,0,0,0,0,0
1777225940409000,0,0,0,0,0,0
1777225940913000,0,0,0,0,0,0
1777225941421000,0,0,0,0,0,0
1777225941925000,0,0,0,0,0,0
1777225942429000,0,0,0,0,0,0
1777225942933000,0,0,0,0,0,0
1777225943437000,0,0,0,0,0,0
1777225943941000,0,0,0,0,0,0
1777225944445000,0,0,0,0,0,0
1777225944949000,0,0,0,0,0,0
1777225945453000,0,0,0,0,0,0
1777225945957000,0,0,0,0,0,0
1777225946461000,0,0,0,0,0,0
1777225946965000,0,0,0,0,0,0
1777225947469000,0,0,0,0,0,0
1777225947973000,0,0,0,0,0,0
1777225948477000,0,0,0,0,0,0
1777225948985000,0,0,0,0,0,0
1777225949489000,0,0,0,0,0,0
1777225949993000,0,0,0,0,0,0
1777225950497000,0,0,0,0,0,0
1777225951001000,0,0,0,0,0,0
1777225951505000,0,0,0,0,0,0
1777225952009000,0,0,0,0,0,0
1777225952513000,0,0,0,0,0,0
1777225953017000,0,0,0,0,0,0
1777225953521000,0,0,0,0,0,0
1777225954025000,0,0,0,0,0,0
1777225954529000,0,0,0,0,0,0
1777225955033000,0,0,0,0,0,0
1777225955537000,0,0,0,0,0,0
1777225956049000,0,0,0,0,0,0
1777225956553000,0,0,0,0,0,0
1777225957057000,0,0,0,0,0,0
1777225957561000,0,0,0,0,0,0
1777225958065000,0,0,0,0,0,0
1777225958569000,0,0,0,0,0,0
1777225959073000,0,0,0,0,0,0
1777225959577000,0,0,0,0,0,0
1777225960081000,0,0,0,0,0,0
1777225960585000,0,0,0,0,0,0
1777225961089000,0,0,0,0,0,0
1777225961593000,0,0,0,0,0,0
1777225962097000,0,0,0,0,0,0
1777225962609000,0,0,0,0,0,0
1777225963113000,0,0,0,0,0,0
1777225963617000,0,0,0,0,0,0
1777225964121000,0,0,0,0,0,0
1777225964625000,0,0,0,0,0,0
1777225965129000,0,0,0,0,0,0
1777225965633000,0,0,0,0,0,0
1777225966137000,0,0,0,0,0,0
1777225966641000,0,0,0,0,0,0
1777225967145000,0,0,0,0,0,0
1777225967649000,0,0,0,0,0,0
1777225968153000,0,0,0,0,0,0
1777225968657000,0,0,0,0,0,0
1777225969161000,0,0,0,0,0,0
1777225969665000,0,0,0,0,0,0
1777225970169000,0,0,0,0,0,0
1777225970673000,0,0,0,0,0,0
1777225971177000,0,0,0,0,0,0
1777225971685000,0,0,0,0,0,0
1777225972189000,0,0,0,0,0,0
1777225972693000,0,0,0,0,0,0
1777225973197000,0,0,0,0,0,0
1777225973701000,0,0,0,0,0,0
1777225974205000,0,0,0,0,0,0
1777225974709000,0,0,0,0,0,0
1777225975213000,0,0,0,0,0,0
1777225975717000,0,0,0,0,0,0
1777225976221000,0,0,0,0,0,0
