timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
1777318619627000,1777318619627000,0.9997985,0.0015904186,0.005707735,0.01918347,1.0,0.0,0.0,0.0,0
1777318619979000,1777318619979000,0.99995327,0.0011212312,0.0010071739,0.009553718,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318620479000,1777318620479000,0.9999723,0.0012548927,0.0020058227,0.007068258,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318620979000,1777318620979000,0.999975,0.0023478388,0.00057241815,0.006660805,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318621479000,1777318621479000,0.99996513,0.001742201,0.0005685304,0.008157015,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318621979000,1777318621979000,0.9999835,0.0016337527,0.00094324845,0.005432919,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318622479000,1777318622479000,0.99999005,0.0011513457,0.0010574311,0.0041901856,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318622979000,1777318622979000,0.99998295,0.0010774157,0.0012660247,0.0056163766,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318623479000,1777318623479000,0.99997747,0.0021027764,0.0015121086,0.0062041944,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318623979000,1777318623979000,0.99997497,0.0015380397,0.0015293041,0.0067308517,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318624479000,1777318624479000,0.9999708,0.0016519501,0.0013684742,0.0073403795,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318624979000,1777318624979000,0.99997336,0.0016607231,0.0018304933,0.0068711513,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318625479000,1777318625479000,0.9999698,0.0017142936,0.0022110196,0.0072619487,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318625979000,1777318625979000,0.9999666,0.0015465901,0.0023078057,0.0076883207,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
