timestamp,timestamp_sample,gps_hvel[0],gps_hvel[1],gps_vvel,gps_hpos[0],gps_hpos[1],gps_vpos,ev_hvel[0],ev_hvel[1],ev_vvel,ev_hpos[0],ev_hpos[1],ev_vpos,rng_vpos,baro_vpos,aux_hvel[0],aux_hvel[1],flow[0],flow[1],heading,mag_field[0],mag_field[1],mag_field[2],gravity[0],gravity[1],gravity[2],drag[0],drag[1],airspeed,beta,hagl,hagl_rate
1777225937769000,1777225937617000,0.09335436,0.093366176,0.20497149,0.257507,0.25751552,0.575501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367238,0.0,0.0,0.0,0.0,0.002511262,0.0025029886,0.002511262,0.002501582,1.0000094,1.0000097,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1777225937777000,1777225937625000,0.09335436,0.093366176,0.20497149,0.257507,0.25751552,0.575501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367238,0.0,0.0,0.0,0.0,0.002511262,0.0025029886,0.002511262,0.002501582,1.0000095,1.0000097,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1777225937785000,1777225937633000,0.09335436,0.093366176,0.20497149,0.257507,0.25751552,0.575501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367238,0.0,0.0,0.0,0.0,0.002511262,0.0025029886,0.002511262,0.002501582,1.0000095,1.0000097,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1777225937793000,1777225937641000,0.09335436,0.093366176,0.20497149,0.257507,0.25751552,0.575501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367238,0.0,0.0,0.0,0.0,0.002511262,0.0025029886,0.002511262,0.002501582,1.0000095,1.0000097,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1777225937801000,1777225937649000,0.09334137,0.093353234,0.20496835,0.25748083,0.25748932,0.575472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.36727,0.0,0.0,0.0,0.0,0.0025112699,0.0025029979,0.0025112699,0.0025015841,1.0000094,1.0000095,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1777225937809000,1777225937657000,0.09334137,0.093353234,0.20496835,0.25748083,0.25748932,0.575472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.36727,0.0,0.0,0.0,0.0,0.0025112699,0.0025029979,0.0025112699,0.0025015841,1.0000094,1.0000095,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1777225937817000,1777225937665000,0.09334137,0.093353234,0.20496835,0.25748083,0.25748932,0.575472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.36727,0.0,0.0,0.0,0.0,0.0025112699,0.0025029979,0.0025112699,0.0025015841,1.0000094,1.0000095,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1777225937825000,1777225937673000,0.09334137,0.093353234,0.20496835,0.25748083,0.25748932,0.575472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.36727,0.0,0.0,0.0,0.0,0.0025112699,0.0025029979,0.0025112699,0.0025015841,1.0000094,1.0000097,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1777225937841000,1777225937689000,0.09334137,0.093353234,0.20496835,0.25748083,0.25748932,0.575472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.36727,0.0,0.0,0.0,0.0,0.0025112699,0.0025029979,0.0025112699,0.0025015841,1.0000095,1.0000097,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1777225937849000,1777225937697000,0.09334137,0.093353234,0.20496835,0.25748083,0.25748932,0.575472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367238,0.0,0.0,0.0,0.0,0.0025112699,0.0025029979,0.0025112699,0.0025015841,1.0000095,1.0000097,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1777225937857000,1777225937705000,0.09335473,0.09336636,0.20497149,0.2575072,0.25751558,0.575501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367238,0.0,0.0,0.0,0.0,0.0025112699,0.0025029979,0.0025112699,0.0025015841,1.0000094,1.0000095,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1777225937865000,1777225937713000,0.09335473,0.09336636,0.20497149,0.2575072,0.25751558,0.575501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367238,0.0,0.0,0.0,0.0,0.0025112522,0.002502979,0.0025112522,0.0025015792,1.0000094,1.0000095,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1777225937881000,1777225937729000,0.09335473,0.09336636,0.20497149,0.2575072,0.25751558,0.575501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367238,0.0,0.0,0.0,0.0,0.0025112522,0.002502979,0.0025112522,0.0025015792,1.0000095,1.0000097,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1777225937889000,1777225937737000,0.09335473,0.09336636,0.20497149,0.2575072,0.25751558,0.575501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367238,0.0,0.0,0.0,0.0,0.0025112522,0.002502979,0.0025112522,0.0025015792,1.0000095,1.0000097,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1777225937897000,1777225937745000,0.09335473,0.09336636,0.20497149,0.2575072,0.25751558,0.575501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.367238,0.0,0.0,0.0,0.0,0.0025112522,0.002502979,0.0025112522,0.0025015792,1.0000095,1.0000097,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1777225937905000,1777225937753000,0.09334164,0.093353346,0.20496835,0.25748098,0.25748935,0.575472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.36727,0.0,0.0,0.0,0.0,0.0025112522,0.002502979,0.0025112522,0.0025015792,1.0000094,1.0000095,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1777225937921000,1777225937769000,0.09334164,0.093353346,0.20496835,0.25748098,0.25748935,0.575472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.36727,0.0,0.0,0.0,0.0,0.0025112522,0.002502979,0.0025112522,0.0025015792,1.0000094,1.0000095,1.0,0.0,0.0,0.0,0.0,0.0,0.0
