timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
1777225937765000,0,0.9999409,0.00039663466,7.7351324e-05,0.010865776,0.0,0.0,0.0,0.0,0
1777225937773000,0,0.9999409,0.00039663466,7.7351324e-05,0.010865776,0.0,0.0,0.0,0.0,0
1777225937781000,0,0.9999409,0.00039663466,7.7351324e-05,0.010865776,0.0,0.0,0.0,0.0,0
1777225937789000,0,0.9999409,0.00039663466,7.7351324e-05,0.010865776,0.0,0.0,0.0,0.0,0
1777225937797000,0,0.9999409,0.00039663466,7.7351324e-05,0.010865776,0.0,0.0,0.0,0.0,0
1777225937805000,0,0.9999409,0.00039663466,7.7351324e-05,0.010865776,0.0,0.0,0.0,0.0,0
1777225937813000,0,0.9999409,0.00039663466,7.7351324e-05,0.010865776,0.0,0.0,0.0,0.0,0
1777225937821000,0,0.9999409,0.00039663466,7.7351324e-05,0.010865776,0.0,0.0,0.0,0.0,0
1777225937837000,0,0.9999409,0.00039663466,7.7351324e-05,0.010865776,0.0,0.0,0.0,0.0,0
1777225937845000,0,0.9999409,0.00039663466,7.7351324e-05,0.010865776,0.0,0.0,0.0,0.0,0
1777225937861000,0,0.9999409,0.00039663466,7.7351324e-05,0.010865776,0.0,0.0,0.0,0.0,0
1777225937869000,0,0.9999409,0.00039663466,7.7351324e-05,0.010865776,0.0,0.0,0.0,0.0,0
1777225937877000,0,0.9999409,0.00039663466,7.7351324e-05,0.010865776,0.0,0.0,0.0,0.0,0
1777225937885000,0,0.9999409,0.00039663466,7.7351324e-05,0.010865776,0.0,0.0,0.0,0.0,0
1777225937901000,0,0.9999409,0.00039663466,7.7351324e-05,0.010865776,0.0,0.0,0.0,0.0,0
1777225937909000,0,0.9999409,0.00039663466,7.7351324e-05,0.010865776,0.0,0.0,0.0,0.0,0
1777225937917000,0,0.9999409,0.00039663466,7.7351324e-05,0.010865776,0.0,0.0,0.0,0.0,0
1777225937925000,0,0.9999409,0.00039663466,7.7351324e-05,0.010865776,0.0,0.0,0.0,0.0,0
1777225937933000,0,0.9999409,0.00039663466,7.7351324e-05,0.010865776,0.0,0.0,0.0,0.0,0
1777225937949000,0,0.9999409,0.00039663466,7.7351324e-05,0.010865776,0.0,0.0,0.0,0.0,0
