timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7],control[8],control[9],control[10],control[11],reversible_flags
1777318619019000,1777318619019000,7.275958e-12,0.0,0.0,9.507251e-12,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318619023000,1777318619023000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318619119000,1777318619119000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318619219000,1777318619219000,0.0,5.820766e-11,4.4546686e-11,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318619319000,1777318619319000,0.0,3.8029004e-11,2.910383e-11,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318619419000,1777318619419000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318619519000,1777318619519000,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318619615000,1777318619615000,0.0,0.0,5.0931703e-11,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318619719000,1777318619719000,0.0,0.0019999994,0.0,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318619819000,1777318619819000,0.002,0.0,0.0011903639,0.0008096358,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318619919000,1777318619919000,0.0013013347,0.0006986652,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318620019000,1777318620019000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318620119000,1777318620119000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318620219000,1777318620219000,0.0,0.0019999999,0.0,0.0020000008,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318620319000,1777318620319000,0.0,0.0019999999,0.0,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318620419000,1777318620419000,0.0,0.0019999999,0.0,0.001999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318620519000,1777318620519000,0.0,0.0019999996,0.0,0.0020000006,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318620619000,1777318620619000,0.0,0.0019999999,0.0,0.0020000006,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318620719000,1777318620719000,0.0015073586,0.00049264135,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318620819000,1777318620819000,0.0,0.0019999996,0.0,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318620919000,1777318620919000,0.0019999999,0.0,0.0019999996,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318621019000,1777318621019000,0.0019999999,0.0,0.0011147272,0.0008852724,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318621119000,1777318621119000,0.0,0.0019999996,0.0,0.0020000006,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318621219000,1777318621219000,0.0,0.0019999999,0.0,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318621319000,1777318621319000,0.0,0.002,0.0,0.0019999996,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318621419000,1777318621419000,2.3283064e-10,0.0019999994,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318621519000,1777318621519000,0.0,0.002,0.0,0.0019999996,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318621619000,1777318621619000,0.0019999999,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318621715000,1777318621715000,0.0,0.002,0.0,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318621819000,1777318621819000,2.3283064e-10,0.002,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318621919000,1777318621919000,0.0,0.0019999996,0.0,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318622019000,1777318622019000,0.0007175932,0.0012623572,8.691984e-06,0.0020113573,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318622119000,1777318622119000,0.0025699046,0.00074467575,0.0006854193,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318622215000,1777318622215000,0.0023329845,0.00043509985,0.0,0.0012319154,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318622319000,1777318622319000,0.002,0.0,0.0019999999,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318622419000,1777318622419000,0.0,0.0019999994,0.0,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318622519000,1777318622519000,0.0,0.0020000003,0.0,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318622619000,1777318622619000,0.0,0.0019999996,0.0,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318622719000,1777318622719000,0.0,0.0019999999,0.0,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318622819000,1777318622819000,0.0,0.0019999999,0.0,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318622919000,1777318622919000,0.0,0.0019999999,0.0,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318623019000,1777318623019000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318623119000,1777318623119000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318623219000,1777318623219000,0.0,0.0019999999,0.0,0.0020000008,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318623315000,1777318623315000,0.002589101,0.0007697588,0.0,0.00064114,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318623419000,1777318623419000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318623519000,1777318623519000,0.0015125028,0.00048749737,0.0,0.0019999996,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318623619000,1777318623619000,0.0,0.0019999994,0.0,0.0019999996,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318623719000,1777318623719000,4.656613e-10,0.0019999996,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318623819000,1777318623819000,0.0,0.0020000003,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318623919000,1777318623919000,0.0019999999,0.0,0.0019999996,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318624019000,1777318624019000,0.0007486713,0.0012513287,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318624119000,1777318624119000,0.0021389127,0.00018151244,0.0016795747,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318624219000,1777318624219000,5.823608e-11,0.0019999999,0.0,0.0019999996,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318624319000,1777318624319000,0.0025572707,0.0007281678,0.00071456085,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318624419000,1777318624419000,4.656613e-10,0.0019999994,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318624519000,1777318624519000,0.0,0.0019999999,0.0,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318624619000,1777318624619000,0.0,0.0019999994,4.656613e-10,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318624719000,1777318624719000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318624819000,1777318624819000,0.0,0.0019999994,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318624919000,1777318624919000,0.0,0.0019999999,0.0,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318625019000,1777318625019000,0.0,0.0019999994,4.656613e-10,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318625119000,1777318625119000,0.0,0.0019999994,0.0,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318625219000,1777318625219000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318625319000,1777318625319000,0.0,0.0019999994,0.0,0.0020000013,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318625419000,1777318625419000,0.0,0.0019999996,2.3283064e-10,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318625519000,1777318625519000,0.0,0.0019999994,2.3283064e-10,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318625619000,1777318625619000,0.0,0.002,0.0,0.002000001,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318625719000,1777318625719000,0.0,0.0019999999,0.0,0.0020000008,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318625819000,1777318625819000,0.0,0.0019999994,0.0,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318625919000,1777318625919000,4.656613e-10,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318626019000,1777318626019000,0.0013345608,0.0,0.00028848532,0.0023769536,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318626115000,1777318626115000,0.0,0.0019999999,0.0,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318626219000,1777318626219000,0.0,0.002,0.0,0.0019999996,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318626319000,1777318626319000,0.0,0.0019999996,0.0,0.002000001,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318626419000,1777318626419000,0.0,0.001999999,4.656613e-10,0.002,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318626519000,1777318626519000,0.0,0.0019999996,0.0,0.0019999996,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318626619000,1777318626619000,0.0,0.0019999994,4.656613e-10,0.0019999992,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318626719000,1777318626719000,0.0,0.0019999994,0.0,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318626819000,1777318626819000,0.0,0.0020000003,0.0,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318626915000,1777318626915000,0.0,0.0019999994,0.0,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318627019000,1777318627019000,0.0,0.0018277692,7.466649e-05,0.0020975643,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318627119000,1777318627119000,0.0,0.002,0.0,0.0019999996,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318627219000,1777318627219000,0.0,0.0019999994,0.0,0.0019999994,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318627319000,1777318627319000,0.0,0.002,0.0,0.0019999996,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318627419000,1777318627419000,0.0,0.0019999996,0.0,0.0019999996,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318627519000,1777318627519000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318627619000,1777318627619000,0.0,0.0019999999,0.0,0.0019999999,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318627719000,1777318627719000,2.3283064e-10,0.0019999999,0.0,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318627819000,1777318627819000,0.0,0.0020000003,0.0,0.0020000003,nan,nan,nan,nan,nan,nan,nan,nan,0
1777318627919000,1777318627919000,0.0,0.002,0.0,0.0019999996,nan,nan,nan,nan,nan,nan,nan,nan,0
