timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho,calibration_count
1777318629647000,1777318629601000,6620172,488.0136,0.0,95599.01,1.1358744,0
1777318629651000,1777318629651000,6620172,488.16385,0.0,95597.29,1.135854,0
1777318629747000,1777318629701000,6620172,488.12628,0.0,95597.74,1.1358593,0
1777318629751000,1777318629751000,6620172,488.18732,0.0,95597.03,1.1358509,0
1777318629847000,1777318629801000,6620172,488.0887,0.0,95598.19,1.1358646,0
1777318629851000,1777318629851000,6620172,488.0934,0.0,95598.12,1.1358638,0
1777318629947000,1777318629901000,6620172,488.07465,0.0,95598.31,1.135866,0
1777318629951000,1777318629951000,6620172,488.03238,0.0,95598.805,1.135872,0
1777318630047000,1777318630001000,6620172,488.07465,0.0,95598.32,1.1358662,0
1777318630051000,1777318630051000,6620172,488.1122,0.0,95597.89,1.135861,0
1777318630147000,1777318630101000,6620172,488.04178,0.0,95598.71,1.1358708,0
1777318630151000,1777318630151000,6620172,488.07465,0.0,95598.31,1.135866,0
1777318630247000,1777318630201000,6620172,488.0887,0.0,95598.16,1.1358643,0
1777318630251000,1777318630251000,6620172,488.0934,0.0,95598.125,1.1358639,0
1777318630351000,1777318630351000,6620172,487.78824,0.0,95601.61,1.1359053,0
1777318630447000,1777318630401000,6620172,488.07465,0.0,95598.31,1.135866,0
1777318630451000,1777318630451000,6620172,487.80704,0.0,95601.37,1.1359024,0
1777318630547000,1777318630501000,6620172,488.0981,0.0,95598.06,1.1358632,0
1777318630551000,1777318630551000,6620172,488.18732,0.0,95597.055,1.1358511,0
1777318630647000,1777318630601000,6620172,488.13098,0.0,95597.69,1.1358587,0
1777318630651000,1777318630651000,6620172,488.0981,0.0,95598.06,1.1358632,0
1777318630747000,1777318630701000,6620172,488.06525,0.0,95598.445,1.1358677,0
1777318630751000,1777318630751000,6620172,488.03708,0.0,95598.76,1.1358714,0
1777318630847000,1777318630801000,6620172,488.0934,0.0,95598.09,1.1358634,0
1777318630851000,1777318630851000,6620172,488.0934,0.0,95598.11,1.1358637,0
1777318630947000,1777318630901000,6620172,488.06055,0.0,95598.48,1.1358681,0
1777318630951000,1777318630951000,6620172,488.1028,0.0,95597.984,1.1358622,0
1777318631047000,1777318631001000,6620172,488.1028,0.0,95598.0,1.1358624,0
1777318631051000,1777318631051000,6620172,488.17795,0.0,95597.17,1.1358526,0
1777318631147000,1777318631101000,6620172,488.0887,0.0,95598.21,1.1358649,0
1777318631151000,1777318631151000,6620172,488.12158,0.0,95597.81,1.1358601,0
1777318631247000,1777318631201000,6620172,488.0981,0.0,95598.03,1.1358627,0
1777318631251000,1777318631251000,6620172,488.0042,0.0,95599.14,1.1358759,0
1777318631347000,1777318631301000,6620172,488.0887,0.0,95598.21,1.1358649,0
1777318631351000,1777318631351000,6620172,488.15445,0.0,95597.42,1.1358556,0
1777318631447000,1777318631401000,6620172,488.04178,0.0,95598.73,1.135871,0
1777318631451000,1777318631451000,6620172,488.1169,0.0,95597.836,1.1358604,0
1777318631547000,1777318631501000,6620172,488.06995,0.0,95598.414,1.1358674,0
1777318631551000,1777318631551000,6620172,488.04648,0.0,95598.664,1.1358702,0
1777318631647000,1777318631601000,6620172,488.1122,0.0,95597.94,1.1358616,0
1777318631651000,1777318631651000,6620172,487.93848,0.0,95599.89,1.1358848,0
1777318631747000,1777318631701000,6620172,488.07935,0.0,95598.26,1.1358654,0
1777318631751000,1777318631751000,6620172,488.14038,0.0,95597.6,1.1358576,0
1777318631847000,1777318631801000,6620172,488.0887,0.0,95598.19,1.1358646,0
1777318631851000,1777318631851000,6620172,488.0136,0.0,95599.04,1.1358747,0
1777318631947000,1777318631901000,6620172,488.08405,0.0,95598.22,1.135865,0
1777318631951000,1777318631951000,6620172,488.20142,0.0,95596.86,1.1358489,0
1777318632047000,1777318632001000,6620172,488.04648,0.0,95598.695,1.1358706,0
1777318632051000,1777318632051000,6620172,487.85397,0.0,95600.875,1.1358966,0
1777318632147000,1777318632101000,6620172,488.06995,0.0,95598.37,1.1358668,0
1777318632151000,1777318632151000,6620172,488.13568,0.0,95597.64,1.1358582,0
1777318632247000,1777318632201000,6620172,488.05588,0.0,95598.555,1.1358689,0
1777318632251000,1777318632251000,6620172,488.05588,0.0,95598.57,1.1358691,0
1777318632347000,1777318632301000,6620172,488.04648,0.0,95598.664,1.1358702,0
1777318632351000,1777318632351000,6620172,488.02768,0.0,95598.9,1.1358731,0
1777318632447000,1777318632401000,6620172,488.04648,0.0,95598.68,1.1358705,0
1777318632451000,1777318632451000,6620172,488.1169,0.0,95597.82,1.1358602,0
1777318632551000,1777318632551000,6620172,488.03708,0.0,95598.79,1.1358718,0
1777318632647000,1777318632601000,6620172,488.0981,0.0,95598.07,1.1358632,0
1777318632651000,1777318632651000,6620172,487.97134,0.0,95599.53,1.1358805,0
1777318632747000,1777318632701000,6620172,488.0887,0.0,95598.21,1.1358649,0
1777318632751000,1777318632751000,6620172,488.13098,0.0,95597.69,1.1358587,0
1777318632851000,1777318632851000,6620172,488.07465,0.0,95598.3,1.1358659,0
1777318632951000,1777318632951000,6620172,488.03238,0.0,95598.82,1.1358721,0
1777318633047000,1777318633001000,6620172,488.1122,0.0,95597.914,1.1358614,0
1777318633051000,1777318633051000,6620172,488.06525,0.0,95598.445,1.1358677,0
1777318633147000,1777318633101000,6620172,488.0934,0.0,95598.1,1.1358635,0
1777318633151000,1777318633151000,6620172,488.15915,0.0,95597.38,1.135855,0
1777318633247000,1777318633201000,6620172,488.07465,0.0,95598.336,1.1358664,0
1777318633251000,1777318633251000,6620172,488.07935,0.0,95598.25,1.1358653,0
1777318633347000,1777318633301000,6620172,488.13568,0.0,95597.66,1.1358583,0
1777318633351000,1777318633351000,6620172,487.9197,0.0,95600.09,1.1358873,0
1777318633447000,1777318633401000,6620172,488.1122,0.0,95597.914,1.1358614,0
1777318633451000,1777318633451000,6620172,488.02768,0.0,95598.87,1.1358727,0
1777318633547000,1777318633501000,6620172,488.08405,0.0,95598.24,1.1358652,0
1777318633551000,1777318633551000,6620172,488.13098,0.0,95597.72,1.1358591,0
1777318633647000,1777318633601000,6620172,488.03708,0.0,95598.79,1.1358718,0
1777318633651000,1777318633651000,6620172,488.16855,0.0,95597.25,1.1358534,0
1777318633747000,1777318633701000,6620172,488.1028,0.0,95598.0,1.1358624,0
1777318633751000,1777318633751000,6620172,487.9103,0.0,95600.21,1.1358887,0
1777318633847000,1777318633801000,6620172,488.08405,0.0,95598.24,1.1358652,0
1777318633851000,1777318633851000,6620172,488.04648,0.0,95598.68,1.1358705,0
1777318633947000,1777318633901000,6620172,488.07935,0.0,95598.29,1.1358658,0
