timestamp,timestamp_sample,time_last_fuse,device_id,observation,observation_variance,innovation,innovation_variance,test_ratio,estimator_instance,fusion_enabled,innovation_rejected,fused
1777318618999000,1777318618914123,1777318618919000,0,0.01322145,0.0,-0.013257756,0.0,inf,0,0,1,0
1777318619063000,1777318618982132,1777318618919000,0,0.03958701,0.0,-0.0024338327,0.0,inf,0,0,1,0
1777318619135000,1777318619050261,1777318618919000,0,0.019492164,0.0,0.017813217,0.0,inf,0,0,1,0
1777318619199000,1777318619118268,1777318618919000,0,-0.009705335,0.0,0.04706647,0.0,inf,0,0,1,0
1777318619271000,1777318619186377,1777318618919000,0,0.012637235,0.0,0.02494521,0.0,inf,0,0,1,0
1777318619335000,1777318619254383,1777318618919000,0,0.032036126,0.0,0.005775038,0.0,inf,0,0,1,0
1777318619407000,1777318619322475,1777318618919000,0,0.015425496,0.0,0.022556566,0.0,inf,0,0,1,0
1777318619471000,1777318619390480,1777318618919000,0,0.07193989,0.0,-0.033742942,0.0,inf,0,0,1,0
1777318619607000,1777318619526562,1777318618919000,0,-0.00077675655,0.0,0.039204303,0.0,inf,0,0,1,0
1777318619679000,1777318619594631,1777318619599000,0,0.014821462,0.0,0.011463672,0.10014245,0.0001941255,0,1,0,1
1777318619743000,1777318619662631,1777318619663000,0,-0.02229724,0.0,0.047395013,0.099128805,0.0033521138,0,1,0,1
1777318619815000,1777318619730686,1777318619735000,0,0.014162395,0.0,0.0066732336,0.09833264,6.699283e-05,0,1,0,1
1777318619879000,1777318619798689,1777318619799000,0,0.01045157,0.0,0.009785112,0.09769013,0.00014498873,0,1,0,1
1777318619951000,1777318619866735,1777318619871000,0,0.011849597,0.0,0.0073511023,0.097181596,8.225727e-05,0,1,0,1
1777318620015000,1777318619934738,1777318619935000,0,-0.005151935,0.0,0.023646394,0.09675793,0.00085486314,0,1,0,1
1777318620151000,1777318620070779,1777318620071000,0,0.03614894,0.0,-0.019254165,0.09658441,0.0005678004,0,1,0,1
1777318620223000,1777318620138812,1777318620143000,0,0.005075518,0.0,0.013014708,0.096329406,0.00026011377,0,1,0,1
1777318620287000,1777318620206814,1777318620207000,0,-0.027532622,0.0,0.044781305,0.09610166,0.003086853,0,1,0,1
1777318620359000,1777318620274842,1777318620279000,0,0.019409016,0.0,-0.0050858352,0.09594288,3.9880924e-05,0,1,0,1
1777318620423000,1777318620342843,1777318620343000,0,0.0060505047,0.0,0.008472518,0.095792264,0.00011085312,0,1,0,1
1777318620495000,1777318620410867,1777318620415000,0,0.023839165,0.0,-0.010025235,0.09570183,0.00015535393,0,1,0,1
1777318620559000,1777318620478868,1777318620479000,0,-0.012118667,0.0,0.026501436,0.095605575,0.0010866981,0,1,0,1
1777318620695000,1777318620614889,1777318620615000,0,0.00064698607,0.0,0.012000239,0.09584575,0.00022225949,0,1,0,1
1777318620831000,1777318620750906,1777318620751000,0,0.045763582,0.0,-0.034112927,0.096131705,0.0017907076,0,1,0,1
1777318620903000,1777318620818920,1777318620823000,0,0.021875903,0.0,-0.008128104,0.09610171,0.00010169527,0,1,0,1
1777318620967000,1777318620886921,1777318620887000,0,-0.0023987144,0.0,0.016808739,0.09603925,0.00043518594,0,1,0,1
1777318621039000,1777318620954934,1777318620959000,0,0.019478798,0.0,-0.0063540097,0.09602882,6.219387e-05,0,1,0,1
1777318621103000,1777318621022934,1777318621023000,0,0.050452173,0.0,-0.036885537,0.09598102,0.0020969121,0,1,0,1
1777318621239000,1777318621158944,1777318621159000,0,-0.017221019,0.0,0.033472672,0.09633844,0.0017204201,0,1,0,1
1777318621311000,1777318621226952,1777318621231000,0,0.019583903,0.0,-0.005544859,0.0963197,4.721927e-05,0,1,0,1
1777318621375000,1777318621294953,1777318621295000,0,0.060413986,0.0,-0.046022154,0.09625708,0.0032550266,0,1,0,1
1777318621511000,1777318621430960,1777318621431000,0,-0.0014449805,0.0,0.0186699,0.09661388,0.00053370075,0,1,0,1
1777318621583000,1777318621498966,1777318621503000,0,0.013652395,0.0,0.0025947802,0.09657133,1.0313504e-05,0,1,0,1
1777318621647000,1777318621566967,1777318621567000,0,0.004078962,0.0,0.011959435,0.09648289,0.00021929282,0,1,0,1
1777318621719000,1777318621634972,1777318621639000,0,0.012081839,0.0,0.0029436937,0.0964441,1.3291161e-05,0,1,0,1
1777318621783000,1777318621702972,1777318621703000,0,-0.024585389,0.0,0.03950444,0.09636018,0.0023957836,0,1,0,1
1777318621919000,1777318621838976,1777318621839000,0,-0.010355189,0.0,0.02209131,0.096681,0.0007467155,0,1,0,1
1777318621991000,1777318621906980,1777318621911000,0,0.014308684,0.0,-0.0042453036,0.09661189,2.7595628e-05,0,1,0,1
1777318622055000,1777318621974980,1777318621975000,0,-0.044815503,0.0,0.054983757,0.096499845,0.004634422,0,1,0,1
1777318622127000,1777318622042983,1777318622047000,0,0.011205219,0.0,-0.0050329617,0.0964357,3.885642e-05,0,1,0,1
1777318622191000,1777318622110983,1777318622111000,0,0.026778247,0.0,-0.0206118,0.096330404,0.00065241184,0,1,0,1
1777318622263000,1777318622178986,1777318622183000,0,0.015237395,0.0,-0.007987641,0.096270375,9.803875e-05,0,1,0,1
1777318622327000,1777318622246986,1777318622247000,0,0.022941295,0.0,-0.015574656,0.096170686,0.0003731192,0,1,0,1
1777318622399000,1777318622314988,1777318622319000,0,0.017305754,0.0,-0.008808083,0.096113734,0.00011940724,0,1,0,1
1777318622463000,1777318622382988,1777318622383000,0,0.0056294836,0.0,0.0033259066,0.096018925,1.7041846e-05,0,1,0,1
