timestamp,timestamp_sample,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
1777318619627000,1777318619627000,0.9997985,0.0015904186,0.005707735,0.01918347,1.0,0.0,0.0,0.0,0
1777318619631000,1777318619631000,0.9997992,0.0015589294,0.0055681425,0.01918924,1.0,0.0,0.0,0.0,0
1777318619639000,1777318619639000,0.9998009,0.00153939,0.0052905576,0.019179236,1.0,0.0,0.0,0.0,0
1777318619643000,1777318619643000,0.9998016,0.0015345714,0.005169795,0.019178495,1.0,0.0,0.0,0.0,0
1777318619647000,1777318619647000,0.9998024,0.001529552,0.0050565046,0.019166583,1.0,0.0,0.0,0.0,0
1777318619651000,1777318619651000,0.99980325,0.0015293189,0.0049412674,0.019153578,1.0,0.0,0.0,0.0,0
1777318619655000,1777318619655000,0.99980384,0.0015369729,0.0048336256,0.019149067,1.0,0.0,0.0,0.0,0
1777318619659000,1777318619659000,0.9998041,0.0015605453,0.0047306167,0.019156734,1.0,0.0,0.0,0.0,0
1777318619663000,1777318619663000,0.99980426,0.0015853888,0.004619093,0.019173434,1.0,0.0,0.0,0.0,0
1777318619667000,1777318619667000,0.9998046,0.0015878634,0.0045035062,0.019183299,1.0,0.0,0.0,0.0,0
1777318619675000,1777318619675000,0.9998053,0.0015640385,0.00427079,0.019204212,1.0,0.0,0.0,0.0,0
1777318619679000,1777318619679000,0.99980545,0.0015473069,0.0041559674,0.019220546,1.0,0.0,0.0,0.0,0
1777318619687000,1777318619687000,0.99990433,0.0015360187,0.003906546,0.0131782,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318619691000,1777318619691000,0.999905,0.001522221,0.0037925441,0.013170951,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318619699000,1777318619699000,0.9999064,0.0015269759,0.0035634837,0.013125435,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318619703000,1777318619703000,0.9999071,0.0015390932,0.0034557758,0.013101585,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318619707000,1777318619707000,0.9999076,0.0015361424,0.0033609574,0.013084734,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318619715000,1777318619715000,0.9999088,0.0015003182,0.003175008,0.013042614,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318619719000,1777318619719000,0.99990946,0.0014638955,0.00307263,0.013027459,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318619727000,1777318619727000,0.9999106,0.0013891176,0.002889881,0.012988139,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318619731000,1777318619731000,0.9999109,0.0013661488,0.0028187605,0.012982584,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318619739000,1777318619739000,0.9999112,0.0013403909,0.002645187,0.012995353,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318619743000,1777318619743000,0.99991125,0.0013321568,0.0025511896,0.01301104,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318619747000,1777318619747000,0.999912,0.0013336333,0.0024570988,0.012970916,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318619751000,1777318619751000,0.999913,0.0013468591,0.0023578538,0.012915844,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318619755000,1777318619755000,0.99991393,0.0013514619,0.0022632163,0.012851207,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318619759000,1777318619759000,0.999915,0.001352297,0.0021722545,0.012790314,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318619767000,1777318619767000,0.9999172,0.001367132,0.0019941456,0.012636535,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318619771000,1777318619771000,0.9999185,0.00136203,0.0019030379,0.012555064,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318619775000,1777318619775000,0.99991953,0.0013374335,0.001838309,0.012480586,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318619779000,1777318619779000,0.9999208,0.0013041784,0.001781992,0.012395675,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318619783000,1777318619783000,0.99992216,0.0012674514,0.0017032754,0.0122990245,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318619787000,1777318619787000,0.99992335,0.0012512743,0.0016439726,0.012213741,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318619791000,1777318619791000,0.9999243,0.0012534686,0.0016088461,0.012142838,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
1777318619795000,1777318619795000,0.99992514,0.0012495258,0.00158653,0.012069493,0.9999818,-1.218723e-10,-6.7302615e-11,-0.006039342,1
