timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],gyro_clipping[0],gyro_clipping[1],gyro_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,delta_angle_coning_metric,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],var_accel[0],var_accel[1],var_accel[2],var_gyro[0],var_gyro[1],var_gyro[2],temperature_accel,temperature_gyro
1777225938553000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03650686,0.007452767,8.175779e-11,0.01685518,-0.0037347835,-9.808374,-0.0031318774,-0.0036432045,-0.0030892668,0.001260836,0.00086512294,0.0012833229,8.471479e-05,4.171955e-05,4.4871424e-05,0.0,0.0
1777225939553000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.039182056,0.00738654,4.6944507e-11,-0.010630256,-0.021356108,-9.827623,0.001257012,0.0018961708,0.002663161,0.0010848574,0.0012314299,0.00125741,2.200733e-05,5.3762487e-05,1.8629442e-05,0.0,0.0
1777225940553000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.039130483,0.008023264,9.074268e-11,-0.011683704,0.0042139655,-9.793338,0.0015552861,-0.0001917477,0.0029188246,0.0011695221,0.00085470953,0.0012620821,4.269452e-05,5.3024876e-05,8.579756e-05,0.0,0.0
1777225941553000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.03838694,0.007439577,6.0841616e-11,0.0140779065,-9.559789e-05,-9.801096,-0.0020026972,-0.0008309062,-0.0035579833,0.0010075874,0.00162913,0.00082722725,3.6225283e-05,3.579501e-05,4.2713433e-05,0.0,0.0
1777225942553000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.041435108,0.008009074,1.1469127e-10,-0.029017724,-0.033039797,-10.7356,-0.0015339807,0.011227887,-0.001107875,0.00064263714,0.0020416193,0.0010251065,4.6321114e-05,0.00013257921,5.0047e-05,0.0,0.0
1777225943553000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.04452019,0.008211307,9.7283084e-11,-0.013407528,-0.05525799,-10.499723,0.00055393757,-6.391582e-05,-0.0013422332,0.0014550239,0.0010991115,0.003029055,6.1715466e-05,0.00012424326,4.3101154e-05,0.0,0.0
1777225944553000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.04190884,0.008219749,1.03104573e-10,-0.02078167,-0.0074697356,-9.920423,0.0039201733,-0.0021092235,0.0017257284,0.000976729,0.0010329045,0.0024486538,4.20789e-05,0.00010162219,5.1568568e-05,0.0,0.0
1777225945553000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.041923944,0.008324565,1.2267416e-10,-0.010534488,-0.028921785,-9.849172,-0.004346279,0.0008948221,-0.00076699036,0.0007370656,0.00049054273,0.0013304886,3.5974685e-05,0.00014862702,8.733331e-05,0.0,0.0
1777225946553000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.041887272,0.008257898,5.7252366e-11,-0.02624045,-0.036774766,-9.809524,0.0006178535,-0.00014913708,0.0018961707,0.0010262934,0.0011845977,0.0016919684,6.115281e-05,3.7034766e-05,4.246189e-05,0.0,0.0
1777225947553000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.042094875,0.0085417805,1.4325548e-10,-0.028347347,-0.012641214,-9.821973,-0.0028975192,0.003174488,0.00080960104,0.00085919973,0.001182515,0.0021677376,0.00010014697,0.0001098494,2.579563e-05,0.0,0.0
1777225948553000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.04787349,0.007773458,6.3994976e-11,-0.0070868363,9.593972e-05,-9.804735,-0.0006817692,0.0032810143,-0.00044741103,0.001334877,0.0018479091,0.0041687563,6.0534338e-05,4.3989123e-05,1.2806087e-05,0.0,0.0
1777225949553000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.045896653,0.0081193745,8.304093e-11,0.012162545,0.0011493885,-9.828869,0.00036218986,0.0025992454,-0.00036218972,0.0014568963,0.0006888769,0.0024913757,5.3990396e-05,6.305925e-05,5.2028157e-05,0.0,0.0
1777225950553000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.047683846,0.008434785,7.094647e-11,0.00794875,0.01197119,-10.356263,0.0005326322,6.391581e-05,0.0034088464,0.0015193773,0.0010958059,0.024206668,1.6809054e-05,4.1332776e-05,7.4494135e-05,0.0,0.0
1777225951553000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.040324003,0.0075776363,4.5505506e-11,-0.013599066,0.004118185,-9.057552,0.00021305287,-0.0025353294,-0.0012783173,0.0013531436,0.00065563014,0.0017236326,2.3617784e-05,8.528123e-05,2.2695767e-05,0.0,0.0
1777225952553000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.037916683,0.0078067183,1.1991053e-10,0.0123540815,0.0077573783,-9.43325,0.0018748655,-0.00049002166,-0.00089482224,0.0008988475,0.0010113898,0.0012293014,8.3504354e-05,0.00014622032,8.2218256e-05,0.0,0.0
1777225953553000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.038862355,0.008277998,9.643452e-11,-0.0068953014,0.014844218,-9.595864,0.0036432045,0.0016618127,-0.0007243799,0.0009440554,0.0011703246,0.0009465198,6.911996e-05,7.672398e-05,6.33089e-05,0.0,0.0
1777225954553000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.037743278,0.008190781,7.679683e-11,0.0076614455,0.011779641,-9.705997,-0.00034088467,0.0011291805,-0.00031957935,0.00057083176,0.0014253694,0.0013807283,8.198562e-05,4.6368397e-05,5.9505466e-05,0.0,0.0
1777225955553000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.041691553,0.008011438,1.549454e-10,9.576857e-05,-0.008810516,-8.400201,0.00624245,0.005645902,-0.0017896442,0.0006823613,0.0009709969,0.015836682,9.2261136e-05,0.00013728577,9.6170486e-05,0.0,0.0
1777225956553000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.038985815,0.007971056,1.0360411e-10,0.017142484,0.020686073,-9.807416,-0.004878911,0.00087351684,0.0011291803,0.0009270308,0.00066201197,0.0018145961,7.290259e-05,8.931447e-05,6.341387e-05,0.0,0.0
1777225957553000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.043451976,0.007826906,4.583747e-11,0.013982138,0.029688273,-9.828869,-0.0007456851,0.0014913704,-0.0015978967,0.0014625139,0.0009630099,0.0018011248,2.5225401e-05,3.2270545e-05,5.0970913e-05,0.0,0.0
1777225958553000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.041813422,0.007961908,1.01275495e-10,0.016184803,0.020590305,-9.835956,-0.003472762,-0.00061785337,0.0045593316,0.000793566,0.0011325876,0.001772819,7.657742e-05,2.3775709e-05,6.402287e-05,0.0,0.0
1777225959553000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.042162016,0.007913737,6.845475e-11,0.015610195,-0.011875065,-10.056796,0.0026205506,-0.0021731397,0.0025992452,0.0011675158,0.00137548,0.0016700332,1.8722118e-05,9.6147785e-05,5.3129843e-05,0.0,0.0
1777225960553000,1310988,1310988,0,0,0,0,0,0,0,0,250.0,250.0,250.0,250.0,0.041759748,0.008113753,6.696102e-11,-0.015035586,-0.006703589,-10.026055,0.0045593316,-0.000745685,-0.0014913701,0.00054624066,0.0010824308,0.0014391983,3.7757247e-05,6.820551e-05,3.1679505e-05,0.0,0.0
