timestamp,position[0],position[1],position[2],velocity[0],velocity[1],velocity[2],acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],yaw,yawspeed
1777225937769000,-0.027729817,-0.027827034,0.030300828,-0.00051195925,-0.00051195925,0.69948804,-0.063997455,-0.063997455,-0.063997455,-4.0,-4.0,-4.0,0.017020637,0.0010581391
1777225937793000,-0.027638568,-0.027817812,0.035375006,0.0010342521,0.001033857,0.6988481,0.06532025,0.065268755,-0.09599437,0.0,0.0,-4.0,0.01706414,0.0
1777225937969000,-0.026454989,-0.02750912,0.02376963,-0.00051191944,-0.00051191944,0.69948804,-0.06399497,-0.06399497,-0.06399497,-4.0,-4.0,-4.0,0.017055938,0.0016696856
1777225938153000,-0.025406495,-0.026695535,0.023717303,0.0010341895,0.0010341967,0.6988481,0.06531191,0.06531286,-0.09599444,0.0,0.0,-4.0,0.017274097,-0.0011806048
1777225938353000,-0.025167322,-0.026088292,0.017583733,0.0010338409,0.0010341724,0.69884807,0.06526089,0.06530404,-0.095997095,0.0,0.0,-4.0,0.017210811,-0.004713782
1777225938569000,-0.02594151,-0.025417376,0.0053680097,-0.0005119632,-0.0005119632,0.69948804,-0.0639977,-0.0639977,-0.0639977,-4.0,-4.0,-4.0,0.017075526,-0.00459364
1777225938753000,-0.026615964,-0.025128255,0.005742397,0.0010336207,0.0010340216,0.6988481,0.065238476,0.06529069,-0.095994145,0.0,0.0,-4.0,0.016809208,-0.0062855934
1777225938953000,-0.02708525,-0.023980143,-2.6038575e-05,0.0010335238,0.0010342842,0.6988482,0.06523335,0.06533241,-0.09599063,0.0,0.0,-4.0,0.01679151,0.0
1777225939153000,-0.028243536,-0.022525016,-0.0045734327,0.0010333331,0.001034423,0.69884825,0.06521189,0.06535387,-0.095989056,0.0,0.0,-4.0,0.01687763,0.0036858849
1777225939353000,-0.028782725,-0.022222286,-0.009717433,-0.0009941115,-0.0009950112,0.6512791,0.00023435056,0.00022672117,-0.5,0.0,0.0,0.0,0.01678001,0.0
1777225939553000,-0.028976636,-0.022416504,-0.015238076,-0.00094694184,-0.0009491752,0.55138737,0.00023816526,0.00023148954,-0.5,0.0,0.0,0.0,0.01678001,0.0
1777225939769000,-0.02917518,-0.022615682,-0.024380246,-0.00089501694,-0.00089867425,0.44360805,0.00024293363,0.00023625791,-0.5,0.0,0.0,0.0,0.01678001,0.0
1777225939953000,-0.029335333,-0.022776624,-0.025399096,-0.0008499622,-0.00085484504,0.3518329,0.00024722517,0.00024054945,-0.5,0.0,0.0,0.0,0.01678001,0.0
1777225940153000,-0.029499978,-0.022942377,-0.030044679,-0.0008000973,-0.00080635084,0.2520621,0.00025199354,0.00024531782,-0.5,0.0,0.0,0.0,0.01678001,0.0
1777225940353000,-0.029654616,-0.023098392,-0.03447834,-0.0007493353,-0.00075690984,0.15227063,0.00025628507,0.00024960935,-0.5,0.0,0.0,0.0,nan,0.0
1777225940553000,-0.02979907,-0.02324449,-0.0383641,-0.00069765863,-0.00070655835,0.05244778,0.00026105344,0.00025437772,-0.5,0.0,0.0,0.0,nan,0.0
1777225940753000,-0.029933158,-0.023380492,-0.04170296,-0.0006450558,-0.00065530394,-0.047405697,0.00026534498,0.00025866926,-0.5,0.0,0.0,0.0,nan,0.0
1777225940969000,-0.030066049,-0.023515739,-0.04373572,-0.00058727065,-0.0005989354,-0.15522328,0.00027011335,0.00026343763,-0.5,0.0,0.0,0.0,nan,0.0
1777225941169000,-0.030177975,-0.023630131,-0.04655969,-0.0005328254,-0.00054580136,-0.2551368,0.00027440488,0.00026772916,-0.5,0.0,0.0,0.0,nan,0.0
1777225941353000,-0.030271342,-0.023725994,-0.05194949,-0.00048194558,-0.0004961118,-0.3471367,0.00027821958,0.00027154386,-0.5,0.0,0.0,0.0,nan,0.0
1777225941569000,-0.030368911,-0.023826769,-0.051102463,-0.0004212856,-0.00043684416,-0.4551366,0.00028298795,0.00027678907,-0.5,0.0,0.0,0.0,nan,0.0
1777225941753000,-0.030441616,-0.023902444,-0.056200173,-0.000368924,-0.00038557354,-0.54713666,0.00028656423,0.00028036535,-0.5,0.0,0.0,0.0,nan,0.0
1777225941953000,-0.030509641,-0.023973925,-0.05844759,-0.00031124873,-0.00032908848,-0.64713687,0.0002901405,0.00028418005,-0.5,0.0,0.0,0.0,nan,0.0
1777225942153000,-0.030566068,-0.024034033,-0.065791436,-0.00025283528,-0.0002718443,-0.74713707,0.00029347837,0.00028775632,-0.5,0.0,0.0,0.0,nan,0.0
1777225942353000,-0.030610735,-0.024082612,-0.09663383,-0.00019372386,-0.00021385054,-0.8471373,0.00029705465,0.00029157102,-0.5,0.0,0.0,0.0,nan,0.0
1777225942553000,-0.030643502,-0.024119511,-0.16437912,-0.00013396442,-0.00015516819,-0.94708556,0.00030063093,0.0002951473,-0.5,0.0,0.0,0.0,nan,0.0
1777225942769000,-0.030665364,-0.02414607,-0.26457462,-6.87389e-05,-9.104032e-05,-1.0548955,0.000304088,0.00029920042,-0.5,0.0,0.0,0.0,nan,0.0
1777225942953000,-0.030672831,-0.024157716,-0.3930734,-1.2650885e-05,-3.584091e-05,-1.1465768,0.00030718744,0.00030253828,-0.5,0.0,0.0,0.0,nan,0.0
1777225943153000,-0.030669212,-0.024158817,-0.55177164,4.9027352e-05,2.4927693e-05,-1.2463516,0.0003105253,0.00030611455,-0.5,0.0,0.0,0.0,nan,0.0
1777225943353000,-0.030653179,-0.024147684,-0.7381316,0.000111474306,8.652112e-05,-1.3463515,0.00031338632,0.0003093332,-0.5,0.0,0.0,0.0,nan,0.0
1777225943553000,-0.030624587,-0.024124172,-0.9522015,0.00017445316,0.00014873134,-1.4463514,0.0003157407,0.00031213462,-0.5,0.0,0.0,0.0,nan,0.0
1777225943769000,-0.030579884,-0.024085106,-1.1977977,0.00022769046,0.00020148796,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0
1777225943953000,-0.03053809,-0.02404812,-1.4369094,0.0002267107,0.00020062047,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0
1777225944153000,-0.03049283,-0.024008065,-1.6900222,0.00022590873,0.00019991072,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0
1777225944353000,-0.03044771,-0.023968142,-1.949269,0.00022520084,0.00019928422,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0
1777225944553000,-0.030402722,-0.02392833,-2.21407,0.00022457508,0.00019873069,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0
1777225944753000,-0.03035786,-0.02388862,-2.4839065,0.00022403414,0.00019825126,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0
1777225944953000,-0.030313095,-0.023848997,-2.7570083,0.00022354064,0.00019781299,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0
1777225945169000,-0.030264892,-0.02380633,-3.0444336,0.00022328856,0.00019758863,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0
1777225945353000,-0.030223973,-0.023770118,-3.3152056,0.00022276107,0.00019712091,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.01774036,0.0
1777225945553000,-0.030179624,-0.023730867,-3.600031,0.00022248362,0.00019687465,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.01774036,0.0
1777225945753000,-0.030135402,-0.023691736,-3.8869183,0.00022225332,0.00019667145,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.01774036,0.0
1777225945969000,-0.030087799,-0.023649607,-4.1866417,0.00022228654,0.00019669994,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.01774036,0.0
1777225946153000,-0.0300474,-0.023613844,-4.4650626,0.00022191301,0.00019636749,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.01774036,0.0
1777225946353000,-0.030003635,-0.02357511,-4.7559094,0.00022180006,0.00019626676,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.01774036,0.0
1777225946553000,-0.029960012,-0.023536513,-5.0477605,0.00022172696,0.00019620218,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.01774036,0.0
1777225946753000,-0.029916532,-0.023498038,-5.3406305,0.00022169307,0.00019617169,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.01774036,0.0
1777225946953000,-0.029873157,-0.023459654,-5.634722,0.0002217021,0.00019617967,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.01774036,0.0
