timestamp,position[0],position[1],position[2],velocity[0],velocity[1],velocity[2],acceleration[0],acceleration[1],acceleration[2],jerk[0],jerk[1],jerk[2],yaw,yawspeed
1777318619999000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.018855654,nan
1777318620023000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.018527707,nan
1777318620199000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.017122408,nan
1777318620399000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.015036242,nan
1777318620599000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.013526318,nan
1777318620799000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.011901595,nan
1777318620999000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.013513927,nan
1777318621223000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.015675316,nan
1777318621399000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.014998553,nan
1777318621599000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.01673458,nan
1777318621823000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.013830778,nan
1777318621999000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.010536792,nan
1777318622223000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.0059580817,nan
1777318622423000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.007875018,nan
1777318622623000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.009323137,nan
1777318622799000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.0104028955,nan
1777318623023000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.011620887,nan
1777318623199000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.011403261,nan
1777318623399000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.012507974,nan
1777318623599000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.011738901,nan
1777318623823000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.011731202,nan
1777318623999000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.013697465,nan
1777318624199000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.014665044,nan
1777318624399000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.0139338905,nan
1777318624599000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.014989221,nan
1777318624823000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.015408303,nan
1777318624999000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.013403902,nan
1777318625223000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.012278417,nan
1777318625423000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.013881909,nan
1777318625623000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.015275195,nan
1777318625799000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.014872965,nan
1777318625999000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.0155228535,nan
1777318626199000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.015618033,nan
1777318626399000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.015636383,nan
1777318626599000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.016835708,nan
1777318626799000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.01749894,nan
1777318626999000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.017221702,nan
1777318627199000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.016248703,nan
1777318627399000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.01633541,nan
1777318627599000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.016571961,nan
1777318627799000,nan,nan,nan,nan,nan,0.7,0.0,0.0,nan,nan,nan,nan,0.0074646547,nan
