timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
1777318619803000,1777318619803000,1310988,-0.010120012,0.0,-0.0037284256,0.0,0,0,0,0,1
1777318620803000,1777318620803000,1310988,-0.004261058,-0.00479369,0.0031957934,0.0,0,0,0,0,1
1777318621803000,1777318621803000,1310988,0.012250541,-0.008522116,-0.01438107,0.0,0,0,0,0,1
1777318622803000,1777318622803000,1310988,-0.0031957934,0.002130529,-0.00958738,0.0,0,0,0,0,1
1777318623803000,1777318623803000,1310988,-0.0010652645,0.0,-0.00958738,0.0,0,0,0,0,1
1777318624803000,1777318624803000,1310988,-0.007989483,0.007456851,0.0058589545,0.0,0,0,0,0,1
1777318625803000,1777318625803000,1310988,0.002130529,-0.0037284256,0.0005326322,0.0,0,0,0,0,1
1777318626803000,1777318626803000,1310988,0.0,-0.0005326322,-0.00479369,0.0,0,0,0,0,1
1777318627803000,1777318627803000,1310988,-0.009054748,-0.016511599,0.013848438,0.0,0,0,0,0,1
1777318628803000,1777318628803000,1310988,0.0026631611,-0.004261058,-0.002130529,0.0,0,0,0,0,1
1777318629803000,1777318629803000,1310988,-0.012250541,0.008522116,-0.016511599,0.0,0,0,0,0,1
1777318630803000,1777318630803000,1310988,0.0058589545,0.0063915867,0.0031957934,0.0,0,0,0,0,1
1777318631803000,1777318631803000,1310988,-0.013848438,0.010120012,-0.0031957934,0.0,0,0,0,0,1
1777318632803000,1777318632803000,1310988,-0.004261058,-0.0010652645,0.0,0.0,0,0,0,0,1
1777318633803000,1777318633803000,1310988,-0.0005326322,0.00479369,0.0037284256,0.0,0,0,0,0,1
1777318634803000,1777318634803000,1310988,0.007456851,-0.01438107,-0.0058589545,0.0,0,0,0,0,1
1777318635803000,1777318635803000,1310988,-0.0015978967,-0.0005326322,0.009054748,0.0,0,0,0,0,1
1777318636803000,1777318636803000,1310988,-0.002130529,0.0031957934,-0.0031957934,0.0,0,0,0,0,1
1777318637803000,1777318637803000,1310988,0.0005326322,-0.0010652645,0.007989483,0.0,0,0,0,0,1
1777318638803000,1777318638803000,1310988,0.0031957934,-0.0031957934,0.007456851,0.0,0,0,0,0,1
1777318639803000,1777318639803000,1310988,0.0026631611,-0.010120012,-0.006924219,0.0,0,0,0,0,1
1777318640803000,1777318640803000,1310988,0.0058589545,-0.002130529,0.007989483,0.0,0,0,0,0,1
1777318641803000,1777318641803000,1310988,0.006924219,0.0010652645,0.0,0.0,0,0,0,0,1
1777318642803000,1777318642803000,1310988,0.002130529,0.0026631611,-0.007989483,0.0,0,0,0,0,1
